"Status","Year","Disability","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","No function","380","360","30250","28650"
"In post","2021","Declared disabled","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Kent","Unknown","500","460","28320","29290"
"In post","2021","Declared disabled","Lancashire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Human Resources","30","30","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Legal","60","50","31920","28130"
"In post","2021","Declared disabled","Lancashire","No function","510","450","27060","25560"
"In post","2021","Declared disabled","Lancashire","Project Delivery","50","40","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lancashire","Unknown","1250","1110","26310","27570"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","No function","380","350","26200","22640"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","310","270","25320","27570"
"In post","2021","Declared disabled","Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","No function","130","120","29970","27530"
"In post","2021","Declared disabled","Lincolnshire","Project Delivery","40","40","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Lincolnshire","Unknown","180","160","25570","27570"
"In post","2021","Declared disabled","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Counter Fraud","50","40","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Human Resources","40","40","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Legal","40","40","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","No function","690","620","28480","25560"
"In post","2021","Declared disabled","Merseyside","Project Delivery","70","70","38170","35000"
"In post","2021","Declared disabled","Merseyside","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Unknown","1250","1090","25590","25040"
"In post","2021","Declared disabled","North Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","No function","40","40","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Unknown","80","80","30110","27570"
"In post","2021","Declared disabled","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","No function","150","130","32890","30210"
"In post","2021","Declared disabled","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Security","50","50","28290","26670"
"In post","2021","Declared disabled","North Yorkshire","Unknown","140","120","26570","27570"
"In post","2021","Declared disabled","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Counter Fraud","40","30","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","No function","150","130","28240","25560"
"In post","2021","Declared disabled","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","90","90","24280","21670"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Communications","110","100","26220","25560"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Counter Fraud","60","50","32340","31810"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Debt","40","30","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Human Resources","80","70","28050","23850"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Legal","40","30","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","No function","730","620","24700","21440"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Project Delivery","90","80","38500","38630"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Unknown","1090","940","26190","27570"
"In post","2021","Declared disabled","Outer London - East and North East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","No function","180","170","30260","30470"
"In post","2021","Declared disabled","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - East and North East","Unknown","300","270","30150","31060"
"In post","2021","Declared disabled","Outer London - South","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
