"Status","Year","Sexual_orientation","Ethnicity","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","20-29","70","70","25600","20850"
"New entrant CS","2021","Undeclared","Unknown","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","20-29","620","610","27460","27500"
"New entrant CS","2021","Undeclared","White","30-39","330","320","32700","27850"
"New entrant CS","2021","Undeclared","White","40-49","190","180","34640","30000"
"New entrant CS","2021","Undeclared","White","50-59","170","160","31520","27570"
"New entrant CS","2021","Undeclared","White","60-64","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","White","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","20-29","70","70","21880","18200"
"New entrant CS","2021","Unknown","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","16-19","360","350","20620","20140"
"New entrant CS","2021","Unknown","Unknown","20-29","7610","7510","26180","25000"
"New entrant CS","2021","Unknown","Unknown","30-39","3750","3620","31280","27570"
"New entrant CS","2021","Unknown","Unknown","40-49","2420","2320","34640","27570"
"New entrant CS","2021","Unknown","Unknown","50-59","1910","1850","33880","27020"
"New entrant CS","2021","Unknown","Unknown","60-64","310","290","31540","27130"
"New entrant CS","2021","Unknown","Unknown","65+","80","70","32790","22850"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","20-29","280","280","26070","24660"
"New entrant CS","2021","Unknown","White","30-39","160","150","31700","28120"
"New entrant CS","2021","Unknown","White","40-49","130","130","35910","31380"
"New entrant CS","2021","Unknown","White","50-59","90","80","36620","29180"
"New entrant CS","2021","Unknown","White","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","16-19","70","70","23050","21260"
"New entrant CS","2022","Heterosexual / straight","Asian","20-29","2160","2120","26940","26590"
"New entrant CS","2022","Heterosexual / straight","Asian","30-39","1240","1190","31270","27570"
"New entrant CS","2022","Heterosexual / straight","Asian","40-49","730","700","33590","28590"
"New entrant CS","2022","Heterosexual / straight","Asian","50-59","280","260","33600","28630"
"New entrant CS","2022","Heterosexual / straight","Asian","60-64","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","20-29","820","800","28110","27570"
"New entrant CS","2022","Heterosexual / straight","Black","30-39","670","660","30640","28690"
"New entrant CS","2022","Heterosexual / straight","Black","40-49","470","460","31550","29290"
"New entrant CS","2022","Heterosexual / straight","Black","50-59","370","360","31160","28330"
"New entrant CS","2022","Heterosexual / straight","Black","60-64","100","90","32930","32040"
"New entrant CS","2022","Heterosexual / straight","Black","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","20-29","630","620","27680","26880"
"New entrant CS","2022","Heterosexual / straight","Mixed","30-39","330","320","31510","27570"
"New entrant CS","2022","Heterosexual / straight","Mixed","40-49","150","150","32340","28170"
"New entrant CS","2022","Heterosexual / straight","Mixed","50-59","100","100","34260","31060"
"New entrant CS","2022","Heterosexual / straight","Mixed","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","20-29","150","150","28080","27270"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","30-39","90","90","32470","30610"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","40-49","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","20-29","90","90","27500","26880"
"New entrant CS","2022","Heterosexual / straight","Undeclared","30-39","70","70","31540","27570"
"New entrant CS","2022","Heterosexual / straight","Undeclared","40-49","50","50","30330","27570"
"New entrant CS","2022","Heterosexual / straight","Undeclared","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","20-29","140","140","27140","26030"
"New entrant CS","2022","Heterosexual / straight","Unknown","30-39","80","70","35300","31220"
"New entrant CS","2022","Heterosexual / straight","Unknown","40-49","70","70","34340","31490"
"New entrant CS","2022","Heterosexual / straight","Unknown","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","White","16-19","380","380","21910","21260"
"New entrant CS","2022","Heterosexual / straight","White","20-29","10820","10700","26640","25000"
"New entrant CS","2022","Heterosexual / straight","White","30-39","7340","7090","30970","27570"
"New entrant CS","2022","Heterosexual / straight","White","40-49","5590","5360","33540","28110"
"New entrant CS","2022","Heterosexual / straight","White","50-59","4880","4670","32090","27570"
"New entrant CS","2022","Heterosexual / straight","White","60-64","1040","950","29770","26410"
"New entrant CS","2022","Heterosexual / straight","White","65+","270","230","31440","28200"
"New entrant CS","2022","Heterosexual / straight","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","20-29","70","70","28270","27160"
"New entrant CS","2022","LGBO","Asian","30-39","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","20-29","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Black","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","20-29","120","120","27090","26970"
"New entrant CS","2022","LGBO","Mixed","30-39","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","White","16-19","50","40","[c]","[c]"
"New entrant CS","2022","LGBO","White","20-29","2050","2020","26770","25110"
"New entrant CS","2022","LGBO","White","30-39","960","940","30990","27570"
"New entrant CS","2022","LGBO","White","40-49","430","410","33480","28140"
"New entrant CS","2022","LGBO","White","50-59","230","220","32860","27570"
"New entrant CS","2022","LGBO","White","60-64","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","White","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","20-29","70","70","28840","27570"
"New entrant CS","2022","Undeclared","Asian","30-39","60","60","32350","27570"
"New entrant CS","2022","Undeclared","Asian","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","30-39","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","20-29","60","50","26960","26480"
"New entrant CS","2022","Undeclared","Mixed","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","20-29","180","180","29330","27570"
"New entrant CS","2022","Undeclared","Undeclared","30-39","180","170","33980","31140"
"New entrant CS","2022","Undeclared","Undeclared","40-49","130","120","37580","32350"
"New entrant CS","2022","Undeclared","Undeclared","50-59","110","100","33580","29520"
"New entrant CS","2022","Undeclared","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","20-29","280","180","29620","27270"
"New entrant CS","2022","Undeclared","Unknown","30-39","150","80","37830","33980"
"New entrant CS","2022","Undeclared","Unknown","40-49","100","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","50-59","70","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","20-29","780","760","27160","26590"
"New entrant CS","2022","Undeclared","White","30-39","400","390","34110","30700"
"New entrant CS","2022","Undeclared","White","40-49","230","220","34540","29780"
"New entrant CS","2022","Undeclared","White","50-59","200","190","33140","28400"
"New entrant CS","2022","Undeclared","White","60-64","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","White","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","20-29","120","110","27790","26590"
"New entrant CS","2022","Unknown","Asian","30-39","80","80","30740","28650"
"New entrant CS","2022","Unknown","Asian","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","16-19","410","400","21260","21250"
"New entrant CS","2022","Unknown","Unknown","20-29","8680","8550","26100","24880"
"New entrant CS","2022","Unknown","Unknown","30-39","4920","4720","30030","26590"
"New entrant CS","2022","Unknown","Unknown","40-49","3090","2930","32990","27570"
"New entrant CS","2022","Unknown","Unknown","50-59","2650","2450","31760","27230"
"New entrant CS","2022","Unknown","Unknown","60-64","640","550","30040","28200"
"New entrant CS","2022","Unknown","Unknown","65+","200","150","30210","27980"
"New entrant CS","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","20-29","540","540","26180","25050"
"New entrant CS","2022","Unknown","White","30-39","240","230","32920","29980"
"New entrant CS","2022","Unknown","White","40-49","180","170","33720","28200"
"New entrant CS","2022","Unknown","White","50-59","160","150","33390","32420"
"New entrant CS","2022","Unknown","White","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","65+","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Age","Age in 10 year bands.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
