"Status","Year","Disability","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","AA/AO","Property","150","140","21830","22010"
"In post","2022","Declared disabled","AA/AO","Security","360","340","26570","21850"
"In post","2022","Declared disabled","AA/AO","Unknown","1860","1700","22060","21680"
"In post","2022","Declared disabled","EO","Analysis","80","70","27260","26820"
"In post","2022","Declared disabled","EO","Commercial","70","70","26850","26670"
"In post","2022","Declared disabled","EO","Communications","200","190","27220","26820"
"In post","2022","Declared disabled","EO","Counter Fraud","890","800","28180","27570"
"In post","2022","Declared disabled","EO","Debt","140","130","27960","27570"
"In post","2022","Declared disabled","EO","Digital, Data & Technology","460","430","27530","27230"
"In post","2022","Declared disabled","EO","Finance","220","200","27100","26900"
"In post","2022","Declared disabled","EO","Grants Management","40","40","[c]","[c]"
"In post","2022","Declared disabled","EO","Human Resources","360","330","27630","27570"
"In post","2022","Declared disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","EO","Legal","240","220","28300","28430"
"In post","2022","Declared disabled","EO","No function","10930","9830","28180","27570"
"In post","2022","Declared disabled","EO","Project Delivery","400","370","25310","26120"
"In post","2022","Declared disabled","EO","Property","160","150","26630","26670"
"In post","2022","Declared disabled","EO","Security","170","160","30590","27570"
"In post","2022","Declared disabled","EO","Unknown","1900","1770","27610","27230"
"In post","2022","Declared disabled","G6/G7","Analysis","190","180","59730","57990"
"In post","2022","Declared disabled","G6/G7","Commercial","90","80","57610","54700"
"In post","2022","Declared disabled","G6/G7","Communications","80","80","57290","55340"
"In post","2022","Declared disabled","G6/G7","Counter Fraud","120","110","59030","55210"
"In post","2022","Declared disabled","G6/G7","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","G6/G7","Digital, Data & Technology","440","430","57310","55210"
"In post","2022","Declared disabled","G6/G7","Finance","220","210","57800","56520"
"In post","2022","Declared disabled","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","G6/G7","Human Resources","310","300","57410","55210"
"In post","2022","Declared disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","G6/G7","Legal","520","480","59500","56560"
"In post","2022","Declared disabled","G6/G7","No function","1880","1820","57960","55210"
"In post","2022","Declared disabled","G6/G7","Project Delivery","580","560","58080","55210"
"In post","2022","Declared disabled","G6/G7","Property","140","140","57730","56170"
"In post","2022","Declared disabled","G6/G7","Security","50","50","[c]","[c]"
"In post","2022","Declared disabled","G6/G7","Unknown","740","720","61460","59730"
"In post","2022","Declared disabled","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS","Human Resources","40","40","[c]","[c]"
"In post","2022","Declared disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS","Legal","40","30","[c]","[c]"
"In post","2022","Declared disabled","SCS","No function","210","200","89560","78420"
"In post","2022","Declared disabled","SCS","Project Delivery","30","30","[c]","[c]"
"In post","2022","Declared disabled","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","SCS","Unknown","80","70","89360","83230"
"In post","2022","Declared disabled","SEO/HEO","Analysis","410","390","36590","36840"
"In post","2022","Declared disabled","SEO/HEO","Commercial","250","240","37150","37420"
"In post","2022","Declared disabled","SEO/HEO","Communications","260","250","36250","33370"
"In post","2022","Declared disabled","SEO/HEO","Counter Fraud","550","510","36110","34290"
"In post","2022","Declared disabled","SEO/HEO","Debt","40","30","[c]","[c]"
"In post","2022","Declared disabled","SEO/HEO","Digital, Data & Technology","970","930","36870","36050"
"In post","2022","Declared disabled","SEO/HEO","Finance","500","470","36480","35470"
"In post","2022","Declared disabled","SEO/HEO","Grants Management","40","30","[c]","[c]"
"In post","2022","Declared disabled","SEO/HEO","Human Resources","680","650","36670","36050"
"In post","2022","Declared disabled","SEO/HEO","Internal Audit","60","60","39470","39190"
"In post","2022","Declared disabled","SEO/HEO","Legal","220","210","39120","38000"
"In post","2022","Declared disabled","SEO/HEO","No function","5370","5100","36900","35630"
"In post","2022","Declared disabled","SEO/HEO","Project Delivery","1320","1260","36500","36460"
"In post","2022","Declared disabled","SEO/HEO","Property","310","290","36880","34640"
"In post","2022","Declared disabled","SEO/HEO","Security","260","260","37990","36460"
"In post","2022","Declared disabled","SEO/HEO","Unknown","2010","1930","37610","36650"
"In post","2022","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","No function","3290","3070","30760","28290"
"In post","2022","Declared disabled","Unknown","Project Delivery","160","160","39430","36550"
"In post","2022","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","AA/AO","Analysis","180","180","21760","21380"
"In post","2022","Declared non-disabled","AA/AO","Commercial","160","150","21990","21830"
"In post","2022","Declared non-disabled","AA/AO","Communications","270","250","21850","21250"
"In post","2022","Declared non-disabled","AA/AO","Counter Fraud","1900","1640","22340","21260"
"In post","2022","Declared non-disabled","AA/AO","Debt","3140","2730","21630","21260"
"In post","2022","Declared non-disabled","AA/AO","Digital, Data & Technology","600","580","21820","21380"
"In post","2022","Declared non-disabled","AA/AO","Finance","1040","880","21740","21260"
"In post","2022","Declared non-disabled","AA/AO","Grants Management","1170","1070","21280","21300"
"In post","2022","Declared non-disabled","AA/AO","Human Resources","1030","940","21700","21260"
"In post","2022","Declared non-disabled","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","AA/AO","Legal","970","880","22650","22200"
"In post","2022","Declared non-disabled","AA/AO","No function","58830","52590","22990","21260"
"In post","2022","Declared non-disabled","AA/AO","Project Delivery","410","350","21870","21260"
"In post","2022","Declared non-disabled","AA/AO","Property","940","870","21070","21840"
"In post","2022","Declared non-disabled","AA/AO","Security","3390","3310","26120","21830"
"In post","2022","Declared non-disabled","AA/AO","Unknown","12850","11820","22210","21680"
"In post","2022","Declared non-disabled","EO","Analysis","570","550","26910","26520"
"In post","2022","Declared non-disabled","EO","Commercial","480","460","26590","26490"
"In post","2022","Declared non-disabled","EO","Communications","1750","1690","26950","26820"
"In post","2022","Declared non-disabled","EO","Counter Fraud","4790","4380","28160","27570"
"In post","2022","Declared non-disabled","EO","Debt","810","730","27730","27570"
"In post","2022","Declared non-disabled","EO","Digital, Data & Technology","2390","2270","27540","27270"
"In post","2022","Declared non-disabled","EO","Finance","1400","1320","26900","26820"
"In post","2022","Declared non-disabled","EO","Grants Management","540","500","25420","25190"
"In post","2022","Declared non-disabled","EO","Human Resources","1680","1570","27170","27230"
"In post","2022","Declared non-disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","EO","Legal","1440","1350","28080","27870"
"In post","2022","Declared non-disabled","EO","No function","50930","46780","28110","27570"
"In post","2022","Declared non-disabled","EO","Project Delivery","2350","2230","24840","25750"
"In post","2022","Declared non-disabled","EO","Property","1210","1140","26740","26880"
"In post","2022","Declared non-disabled","EO","Security","960","930","31730","28670"
"In post","2022","Declared non-disabled","EO","Unknown","15930","14880","27470","27230"
"In post","2022","Declared non-disabled","G6/G7","Analysis","2000","1910","59110","57150"
"In post","2022","Declared non-disabled","G6/G7","Commercial","820","800","58830","56490"
"In post","2022","Declared non-disabled","G6/G7","Communications","730","710","58700","56500"
"In post","2022","Declared non-disabled","G6/G7","Counter Fraud","890","860","59710","56170"
"In post","2022","Declared non-disabled","G6/G7","Debt","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","G6/G7","Digital, Data & Technology","4160","4080","57670","55210"
"In post","2022","Declared non-disabled","G6/G7","Finance","2010","1950","58430","57130"
"In post","2022","Declared non-disabled","G6/G7","Grants Management","60","60","51790","49370"
"In post","2022","Declared non-disabled","G6/G7","Human Resources","1690","1630","57690","55720"
"In post","2022","Declared non-disabled","G6/G7","Internal Audit","150","150","58030","56400"
"In post","2022","Declared non-disabled","G6/G7","Legal","4210","3880","59610","58040"
"In post","2022","Declared non-disabled","G6/G7","No function","17240","16660","58580","55430"
"In post","2022","Declared non-disabled","G6/G7","Project Delivery","5120","4970","58050","55620"
"In post","2022","Declared non-disabled","G6/G7","Property","1270","1240","58610","57150"
"In post","2022","Declared non-disabled","G6/G7","Security","410","400","59500","58040"
"In post","2022","Declared non-disabled","G6/G7","Unknown","6900","6640","62120","61440"
"In post","2022","Declared non-disabled","SCS","Analysis","140","140","88530","79600"
"In post","2022","Declared non-disabled","SCS","Commercial","160","150","111550","100150"
"In post","2022","Declared non-disabled","SCS","Communications","90","90","92320","84240"
"In post","2022","Declared non-disabled","SCS","Counter Fraud","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","SCS","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SCS","Digital, Data & Technology","240","230","91090","85000"
"In post","2022","Declared non-disabled","SCS","Finance","220","210","86810","79890"
"In post","2022","Declared non-disabled","SCS","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SCS","Human Resources","180","180","87230","79580"
"In post","2022","Declared non-disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SCS","Legal","350","340","87910","82720"
"In post","2022","Declared non-disabled","SCS","No function","2300","2200","88180","80000"
"In post","2022","Declared non-disabled","SCS","Project Delivery","470","450","92650","84220"
"In post","2022","Declared non-disabled","SCS","Property","80","80","90130","82120"
"In post","2022","Declared non-disabled","SCS","Security","40","40","[c]","[c]"
"In post","2022","Declared non-disabled","SCS","Unknown","760","740","88770","82810"
"In post","2022","Declared non-disabled","SEO/HEO","Analysis","2780","2700","36440","36650"
"In post","2022","Declared non-disabled","SEO/HEO","Commercial","1760","1710","37360","37300"
"In post","2022","Declared non-disabled","SEO/HEO","Communications","2160","2090","36720","34710"
"In post","2022","Declared non-disabled","SEO/HEO","Counter Fraud","3760","3580","36340","34290"
"In post","2022","Declared non-disabled","SEO/HEO","Debt","280","260","34960","33370"
"In post","2022","Declared non-disabled","SEO/HEO","Digital, Data & Technology","7230","7020","37380","36900"
"In post","2022","Declared non-disabled","SEO/HEO","Finance","3740","3600","37320","36560"
"In post","2022","Declared non-disabled","SEO/HEO","Grants Management","310","290","32520","31040"
"In post","2022","Declared non-disabled","SEO/HEO","Human Resources","3250","3100","36170","35310"
"In post","2022","Declared non-disabled","SEO/HEO","Internal Audit","340","320","40870","40690"
"In post","2022","Declared non-disabled","SEO/HEO","Legal","1530","1460","39870","38180"
"In post","2022","Declared non-disabled","SEO/HEO","No function","36590","35070","37080","35900"
"In post","2022","Declared non-disabled","SEO/HEO","Project Delivery","9260","8900","36610","36910"
"In post","2022","Declared non-disabled","SEO/HEO","Property","2740","2630","37640","36460"
"In post","2022","Declared non-disabled","SEO/HEO","Security","1780","1740","38860","37280"
"In post","2022","Declared non-disabled","SEO/HEO","Unknown","16920","16330","38030","37460"
"In post","2022","Declared non-disabled","Unknown","Commercial","120","120","40230","37450"
"In post","2022","Declared non-disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
