"Status","Year","Sex","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","Undeclared","510","480","36010","33150"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","Unknown","1540","1410","31260","26330"
"In post","2022","Female","Department for International Trade","Heterosexual / straight","840","830","46550","42930"
"In post","2022","Female","Department for International Trade","LGBO","70","70","43640","39420"
"In post","2022","Female","Department for International Trade","Undeclared","70","70","44200","39340"
"In post","2022","Female","Department for International Trade","Unknown","400","400","43280","38540"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","Heterosexual / straight","1560","1480","45070","40720"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","LGBO","160","150","40760","36340"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","Undeclared","130","130","43680","39600"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","Unknown","280","260","42520","38330"
"In post","2022","Female","Department for Transport","Heterosexual / straight","4800","4310","32060","26780"
"In post","2022","Female","Department for Transport","LGBO","300","280","32150","26700"
"In post","2022","Female","Department for Transport","Undeclared","1300","1040","26720","21840"
"In post","2022","Female","Department for Transport","Unknown","1100","1010","29670","26130"
"In post","2022","Female","Department for Work and Pensions","Heterosexual / straight","41820","36540","28040","27570"
"In post","2022","Female","Department for Work and Pensions","LGBO","1900","1790","28080","27570"
"In post","2022","Female","Department for Work and Pensions","Undeclared","4840","4150","27400","27570"
"In post","2022","Female","Department for Work and Pensions","Unknown","11850","9740","26820","27570"
"In post","2022","Female","Department of Health and Social Care","Heterosexual / straight","4600","4280","42580","38200"
"In post","2022","Female","Department of Health and Social Care","LGBO","330","320","40310","36330"
"In post","2022","Female","Department of Health and Social Care","Undeclared","1460","1370","44590","40650"
"In post","2022","Female","Department of Health and Social Care","Unknown","1270","1200","47280","40650"
"In post","2022","Female","Estyn","Heterosexual / straight","60","50","55510","64520"
"In post","2022","Female","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Heterosexual / straight","490","480","39290","37350"
"In post","2022","Female","Food Standards Agency","LGBO","40","40","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Undeclared","50","50","39030","37350"
"In post","2022","Female","Food Standards Agency","Unknown","70","60","37850","32830"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Heterosexual / straight","2880","2780","46940","42190"
"In post","2022","Female","Foreign, Commonwealth and Development Office","LGBO","150","150","42870","38500"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Undeclared","270","260","47400","43320"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Unknown","720","700","46660","45800"
"In post","2022","Female","HM Land Registry","Heterosexual / straight","2470","2190","31350","27130"
"In post","2022","Female","HM Land Registry","LGBO","80","80","28190","26300"
"In post","2022","Female","HM Land Registry","Undeclared","390","330","31940","27130"
"In post","2022","Female","HM Land Registry","Unknown","1070","960","28220","27130"
"In post","2022","Female","HM Revenue and Customs","Heterosexual / straight","22500","20280","33710","31020"
"In post","2022","Female","HM Revenue and Customs","LGBO","1210","1150","33320","33080"
"In post","2022","Female","HM Revenue and Customs","Undeclared","2430","2130","33440","30750"
"In post","2022","Female","HM Revenue and Customs","Unknown","11220","9920","29130","26590"
"In post","2022","Female","HM Treasury","Heterosexual / straight","1060","1010","46530","42950"
"In post","2022","Female","HM Treasury","LGBO","100","90","44900","37900"
"In post","2022","Female","HM Treasury","Undeclared","140","130","44240","40850"
"In post","2022","Female","HM Treasury","Unknown","70","60","47080","41890"
"In post","2022","Female","Home Office","Heterosexual / straight","14280","12920","32070","28650"
"In post","2022","Female","Home Office","LGBO","500","480","32440","26850"
"In post","2022","Female","Home Office","Undeclared","1880","1670","32080","28650"
"In post","2022","Female","Home Office","Unknown","2210","2140","32000","27370"
"In post","2022","Female","Ministry of Defence","Heterosexual / straight","16830","15870","32580","29000"
"In post","2022","Female","Ministry of Defence","LGBO","690","670","31810","29000"
"In post","2022","Female","Ministry of Defence","Undeclared","2210","2090","33420","32200"
"In post","2022","Female","Ministry of Defence","Unknown","3290","3080","35210","33000"
"In post","2022","Female","Ministry of Justice","Heterosexual / straight","35170","32340","29840","26400"
"In post","2022","Female","Ministry of Justice","LGBO","2750","2680","29880","27120"
"In post","2022","Female","Ministry of Justice","Undeclared","3710","3380","30300","26900"
"In post","2022","Female","Ministry of Justice","Unknown","7960","7310","28290","25190"
"In post","2022","Female","National Crime Agency","Heterosexual / straight","1940","1860","38190","36410"
"In post","2022","Female","National Crime Agency","LGBO","120","120","36960","36200"
"In post","2022","Female","National Crime Agency","Undeclared","140","130","38520","36410"
"In post","2022","Female","National Crime Agency","Unknown","290","270","39120","37560"
"In post","2022","Female","Northern Ireland Office","Heterosexual / straight","60","60","46640","41750"
"In post","2022","Female","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland Office","Unknown","30","30","[c]","[c]"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","1050","1000","50260","51360"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","LGBO","50","50","52610","51360"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Undeclared","60","60","45380","39850"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Unknown","70","60","41030","39850"
"In post","2022","Female","Office of Gas and Electricity Markets","Heterosexual / straight","350","340","41510","35500"
"In post","2022","Female","Office of Gas and Electricity Markets","LGBO","40","40","[c]","[c]"
"In post","2022","Female","Office of Gas and Electricity Markets","Undeclared","30","30","[c]","[c]"
"In post","2022","Female","Office of Gas and Electricity Markets","Unknown","210","200","45440","42390"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Heterosexual / straight","130","120","41380","38000"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Unknown","30","30","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Heterosexual / straight","100","90","50790","50810"
"In post","2022","Female","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Scotland","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Scotland","Unknown","30","30","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scottish Government","Heterosexual / straight","7770","7320","39130","34600"
"In post","2022","Female","Scottish Government","LGBO","600","580","34930","31540"
"In post","2022","Female","Scottish Government","Undeclared","460","430","40070","36130"
"In post","2022","Female","Scottish Government","Unknown","4760","4400","33280","30020"
"In post","2022","Female","The National Archives","Heterosexual / straight","130","120","36210","34260"
"In post","2022","Female","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Female","The National Archives","Undeclared","40","40","[c]","[c]"
"In post","2022","Female","The National Archives","Unknown","110","110","35960","34260"
"In post","2022","Female","UK Export Finance","Heterosexual / straight","180","180","47270","41880"
"In post","2022","Female","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Statistics Authority","Heterosexual / straight","2330","2040","33220","30710"
"In post","2022","Female","UK Statistics Authority","LGBO","150","140","33210","30710"
"In post","2022","Female","UK Statistics Authority","Undeclared","140","130","33640","30710"
"In post","2022","Female","UK Statistics Authority","Unknown","740","630","30840","27570"
"In post","2022","Female","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Heterosexual / straight","100","90","53860","45370"
"In post","2022","Female","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Welsh Government","Heterosexual / straight","2930","2710","40760","38160"
