"Status","Year","Function_of_post","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Operational Delivery","310","290","27940","25560"
"In post","2021","Communications","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Tax","870","850","26640","25560"
"In post","2021","Communications","Unknown","Unknown","320","320","36300","31810"
"In post","2021","Communications","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Communications","2310","2220","41330","37840"
"In post","2021","Communications","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Operational Delivery","1000","930","30520","28130"
"In post","2021","Communications","White","Other","160","150","26340","22480"
"In post","2021","Communications","White","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Tax","1020","970","27870","25560"
"In post","2021","Communications","White","Unknown","360","350","40020","34550"
"In post","2021","Counter Fraud","Asian","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Asian","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","Legal","160","160","30670","29570"
"In post","2021","Counter Fraud","Asian","Operational Delivery","210","190","28770","27560"
"In post","2021","Counter Fraud","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","Other","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Asian","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","Tax","150","140","36100","35160"
"In post","2021","Counter Fraud","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Legal","80","80","31480","29570"
"In post","2021","Counter Fraud","Black","Operational Delivery","80","70","28750","29570"
"In post","2021","Counter Fraud","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Other","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Tax","60","60","33680","31810"
"In post","2021","Counter Fraud","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Other","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mixed","Legal","50","50","30980","29570"
"In post","2021","Counter Fraud","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mixed","Other","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mixed","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mixed","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Legal","210","200","34330","31810"
"In post","2021","Counter Fraud","Undeclared","Operational Delivery","150","140","30360","28130"
"In post","2021","Counter Fraud","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Tax","150","140","42720","38630"
"In post","2021","Counter Fraud","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Counter Fraud","160","150","41130","38510"
"In post","2021","Counter Fraud","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Legal","650","630","30450","29570"
"In post","2021","Counter Fraud","Unknown","Operational Delivery","450","420","28250","25560"
"In post","2021","Counter Fraud","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Other","50","40","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Tax","290","280","35360","31810"
"In post","2021","Counter Fraud","Unknown","Unknown","50","40","[c]","[c]"
"In post","2021","Counter Fraud","White","Counter Fraud","420","410","41130","39170"
"In post","2021","Counter Fraud","White","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","White","Intelligence Analysis","140","130","38630","36160"
"In post","2021","Counter Fraud","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","White","Legal","2170","2060","31430","29570"
"In post","2021","Counter Fraud","White","Operational Delivery","1960","1800","30800","28130"
"In post","2021","Counter Fraud","White","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","White","Other","220","200","39210","33660"
"In post","2021","Counter Fraud","White","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","White","Tax","1210","1130","40350","36160"
"In post","2021","Counter Fraud","White","Unknown","130","130","41100","36160"
"In post","2021","Debt","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Asian","Operational Delivery","300","260","24220","24390"
"In post","2021","Debt","Asian","Tax","50","40","[c]","[c]"
"In post","2021","Debt","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Black","Operational Delivery","130","120","25340","24930"
"In post","2021","Debt","Black","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Chinese","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Mixed","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Debt","Mixed","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Operational Delivery","140","120","24670","21440"
"In post","2021","Debt","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Operational Delivery","860","780","22220","20140"
"In post","2021","Debt","Unknown","Tax","640","620","20420","20140"
"In post","2021","Debt","Unknown","Unknown","50","40","[c]","[c]"
"In post","2021","Debt","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt","White","Operational Delivery","2090","1830","24510","21440"
"In post","2021","Debt","White","Tax","280","270","21150","20140"
"In post","2021","Debt","White","Unknown","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Digital, Data and Technology","610","600","40620","36800"
"In post","2021","Digital, Data & Technology","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Other","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Asian","Unknown","120","120","47780","41850"
"In post","2021","Digital, Data & Technology","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Digital, Data and Technology","280","280","38390","36030"
"In post","2021","Digital, Data & Technology","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Other","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Black","Tax","[c]","[c]","[c]","[c]"
