"Status","Year","Region_ITL1","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North East (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Legal","Declared disabled","40","40","[c]","[c]"
"In post","2021","North East (England)","Legal","Declared non-disabled","290","270","42820","43030"
"In post","2021","North East (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Legal","Unknown","80","70","36860","31810"
"In post","2021","North East (England)","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Delivery","Declared disabled","1320","1150","25260","21550"
"In post","2021","North East (England)","Operational Delivery","Declared non-disabled","8530","7530","26290","23970"
"In post","2021","North East (England)","Operational Delivery","Undeclared","980","870","27730","26810"
"In post","2021","North East (England)","Operational Delivery","Unknown","2870","2490","23630","21440"
"In post","2021","North East (England)","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","Declared non-disabled","160","150","28020","21580"
"In post","2021","North East (England)","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Policy","Declared disabled","40","40","[c]","[c]"
"In post","2021","North East (England)","Policy","Declared non-disabled","250","240","40770","37100"
"In post","2021","North East (England)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Policy","Unknown","50","50","38180","35900"
"In post","2021","North East (England)","Project Delivery","Declared disabled","80","70","39220","38630"
"In post","2021","North East (England)","Project Delivery","Declared non-disabled","590","570","40990","38630"
"In post","2021","North East (England)","Project Delivery","Undeclared","40","40","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Unknown","170","160","39750","38630"
"In post","2021","North East (England)","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Property","Declared non-disabled","190","180","36410","32480"
"In post","2021","North East (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Property","Unknown","60","60","29200","25100"
"In post","2021","North East (England)","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Psychology","Declared non-disabled","80","70","38460","40060"
"In post","2021","North East (England)","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","Declared non-disabled","60","60","32260","31810"
"In post","2021","North East (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tax","Declared disabled","140","130","30120","29970"
"In post","2021","North East (England)","Tax","Declared non-disabled","1120","1060","31320","28130"
"In post","2021","North East (England)","Tax","Undeclared","90","90","34390","31810"
"In post","2021","North East (England)","Tax","Unknown","820","790","25090","25560"
"In post","2021","North East (England)","Unknown","Declared disabled","1620","1400","25980","27570"
"In post","2021","North East (England)","Unknown","Declared non-disabled","7860","6990","27330","27570"
"In post","2021","North East (England)","Unknown","Undeclared","450","420","27200","27570"
"In post","2021","North East (England)","Unknown","Unknown","710","680","28150","25560"
"In post","2021","North East (England)","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Declared disabled","50","50","38100","37040"
"In post","2021","North West (England)","Commercial","Declared non-disabled","270","260","41550","38280"
"In post","2021","North West (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Unknown","170","160","33550","34630"
"In post","2021","North West (England)","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Declared non-disabled","140","130","37560","36430"
"In post","2021","North West (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Unknown","30","30","[c]","[c]"
"In post","2021","North West (England)","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Counter Fraud","Declared non-disabled","70","70","37390","39170"
"In post","2021","North West (England)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Digital, Data and Technology","Declared disabled","80","70","38530","33690"
"In post","2021","North West (England)","Digital, Data and Technology","Declared non-disabled","670","650","39560","36780"
"In post","2021","North West (England)","Digital, Data and Technology","Undeclared","50","50","38550","36320"
"In post","2021","North West (England)","Digital, Data and Technology","Unknown","240","240","39140","36740"
"In post","2021","North West (England)","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Finance","Declared disabled","70","70","35590","33260"
"In post","2021","North West (England)","Finance","Declared non-disabled","430","420","39410","36760"
"In post","2021","North West (England)","Finance","Undeclared","50","50","[c]","[c]"
"In post","2021","North West (England)","Finance","Unknown","90","90","36070","33570"
"In post","2021","North West (England)","Human Resources","Declared disabled","120","120","37150","31810"
"In post","2021","North West (England)","Human Resources","Declared non-disabled","650","620","33910","30820"
"In post","2021","North West (England)","Human Resources","Undeclared","50","40","[c]","[c]"
"In post","2021","North West (England)","Human Resources","Unknown","210","190","31230","26930"
"In post","2021","North West (England)","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Inspector of Education and Training","Declared non-disabled","90","90","66420","70500"
"In post","2021","North West (England)","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Intelligence Analysis","Declared disabled","30","30","[c]","[c]"
"In post","2021","North West (England)","Intelligence Analysis","Declared non-disabled","290","270","28180","26160"
"In post","2021","North West (England)","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Internal Audit","Declared non-disabled","50","50","42710","41350"
"In post","2021","North West (England)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
