"Status","Year","Region_ITL2","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cumbria","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence","Project Delivery","240","240","35430","33000"
"In post","2021","Cumbria","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence","Security","90","90","27540","23540"
"In post","2021","Cumbria","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice","No function","380","340","27070","25300"
"In post","2021","Cumbria","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Legal","240","220","38880","34480"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","No function","150","140","29950","27130"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","No function","160","150","40430","37100"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Project Delivery","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Grants Management","60","60","25370","25100"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","No function","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Communications","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Digital, Data & Technology","90","90","38800","39060"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","No function","190","180","33420","26780"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","No function","340","310","42380","39390"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Unknown","2290","2030","26060","27570"
"In post","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","No function","160","150","43650","36330"
"In post","2021","Derbyshire and Nottinghamshire","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Human Resources","70","60","36150","33840"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","No function","410","370","28650","27130"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Communications","420","410","28750","25560"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Counter Fraud","500","470","33420","31810"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Debt","250","220","21470","20140"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Finance","90","90","39020","32570"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Human Resources","290","280","37310","31810"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Legal","90","80","27100","25560"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","No function","1420","1330","32620","31810"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Project Delivery","120","110","45200","38630"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Property","250","230","37550","33250"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","Project Delivery","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","Security","50","50","31540","28890"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","Unknown","130","130","26570","21580"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","No function","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
