"Status","Year","Region_ITL1","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North East (England)","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Heterosexual / straight","Tax","1120","1060","31240","28130"
"In post","2021","North East (England)","Heterosexual / straight","Unknown","7020","6290","27400","27570"
"In post","2021","North East (England)","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Operational Delivery","390","360","26610","23970"
"In post","2021","North East (England)","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Other","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Project Delivery","30","30","[c]","[c]"
"In post","2021","North East (England)","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","LGBO","Tax","80","80","29480","25560"
"In post","2021","North East (England)","LGBO","Unknown","390","370","26470","25560"
"In post","2021","North East (England)","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Digital, Data and Technology","60","50","37700","37100"
"In post","2021","North East (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Legal","40","30","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Operational Delivery","1040","910","26460","23240"
"In post","2021","North East (England)","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Project Delivery","60","50","37830","38630"
"In post","2021","North East (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Tax","110","100","35910","31810"
"In post","2021","North East (England)","Undeclared","Unknown","710","630","26890","26120"
"In post","2021","North East (England)","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Digital, Data and Technology","160","160","37810","36510"
"In post","2021","North East (England)","Unknown","Finance","60","60","39690","35010"
"In post","2021","North East (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Legal","80","80","39820","32860"
"In post","2021","North East (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Operational Delivery","3720","3180","24230","21440"
"In post","2021","North East (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Policy","40","40","[c]","[c]"
"In post","2021","North East (England)","Unknown","Project Delivery","190","180","39670","38630"
"In post","2021","North East (England)","Unknown","Property","70","60","31990","25860"
"In post","2021","North East (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Tax","850","810","25130","25560"
"In post","2021","North East (England)","Unknown","Unknown","2520","2190","26730","25560"
"In post","2021","North East (England)","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","Commercial","380","360","39810","36500"
"In post","2021","North West (England)","Heterosexual / straight","Communications","140","140","36970","35570"
"In post","2021","North West (England)","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","Counter Fraud","70","60","35470","35070"
"In post","2021","North West (England)","Heterosexual / straight","Digital, Data and Technology","720","700","39520","36780"
"In post","2021","North West (England)","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","Finance","490","470","39060","36630"
"In post","2021","North West (England)","Heterosexual / straight","Human Resources","780","730","34200","30820"
"In post","2021","North West (England)","Heterosexual / straight","Inspector of Education and Training","90","90","65540","73000"
"In post","2021","North West (England)","Heterosexual / straight","Intelligence Analysis","280","260","28080","26160"
"In post","2021","North West (England)","Heterosexual / straight","Internal Audit","60","50","43120","41350"
"In post","2021","North West (England)","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","Knowledge and Information Management","90","90","33510","33000"
"In post","2021","North West (England)","Heterosexual / straight","Legal","770","720","43530","43460"
"In post","2021","North West (England)","Heterosexual / straight","Medicine","50","40","72550","74070"
"In post","2021","North West (England)","Heterosexual / straight","Operational Delivery","17710","16340","27730","25100"
"In post","2021","North West (England)","Heterosexual / straight","Operational Research","70","60","42880","38630"
"In post","2021","North West (England)","Heterosexual / straight","Other","650","610","27600","22960"
"In post","2021","North West (England)","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","Policy","710","680","41160","37240"
"In post","2021","North West (England)","Heterosexual / straight","Project Delivery","1010","970","40480","38630"
"In post","2021","North West (England)","Heterosexual / straight","Property","370","350","37070","32270"
"In post","2021","North West (England)","Heterosexual / straight","Psychology","120","110","35800","30450"
"In post","2021","North West (England)","Heterosexual / straight","Science and Engineering","360","340","36040","33240"
"In post","2021","North West (England)","Heterosexual / straight","Security","220","210","28700","25040"
"In post","2021","North West (England)","Heterosexual / straight","Social Research","30","30","[c]","[c]"
"In post","2021","North West (England)","Heterosexual / straight","Statistics","80","70","40870","38630"
"In post","2021","North West (England)","Heterosexual / straight","Tax","1730","1630","34380","31810"
"In post","2021","North West (England)","Heterosexual / straight","Unknown","11950","10890","27560","27570"
"In post","2021","North West (England)","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Digital, Data and Technology","50","50","41850","37660"
"In post","2021","North West (England)","LGBO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Human Resources","50","50","32890","30830"
"In post","2021","North West (England)","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
