"Status","Year","Profession_of_post","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","16-19","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","16-19","White","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","20-29","Asian","80","70","31430","29360"
"In post","2021","Human Resources","20-29","Black","40","40","[c]","[c]"
"In post","2021","Human Resources","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","20-29","Mixed","40","40","[c]","[c]"
"In post","2021","Human Resources","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","20-29","Unknown","160","160","29130","27270"
"In post","2021","Human Resources","20-29","White","740","740","31230","29060"
"In post","2021","Human Resources","30-39","Asian","120","120","35640","33450"
"In post","2021","Human Resources","30-39","Black","70","70","36590","35030"
"In post","2021","Human Resources","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","30-39","Mixed","60","60","41960","37460"
"In post","2021","Human Resources","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","30-39","Undeclared","40","40","[c]","[c]"
"In post","2021","Human Resources","30-39","Unknown","190","180","36830","32310"
"In post","2021","Human Resources","30-39","White","1240","1160","37550","33300"
"In post","2021","Human Resources","40-49","Asian","110","110","41640","38540"
"In post","2021","Human Resources","40-49","Black","70","70","40530","37280"
"In post","2021","Human Resources","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","40-49","Undeclared","50","50","38780","33640"
"In post","2021","Human Resources","40-49","Unknown","170","160","37550","35120"
"In post","2021","Human Resources","40-49","White","1640","1550","42230","38630"
"In post","2021","Human Resources","50-59","Asian","80","70","39050","35060"
"In post","2021","Human Resources","50-59","Black","100","90","39920","35400"
"In post","2021","Human Resources","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","50-59","Undeclared","90","90","36690","33300"
"In post","2021","Human Resources","50-59","Unknown","130","120","40250","36270"
"In post","2021","Human Resources","50-59","White","1930","1850","41180","37410"
"In post","2021","Human Resources","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","60-64","White","390","330","37460","33300"
"In post","2021","Human Resources","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","65+","White","90","70","35110","32800"
"In post","2021","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","30-39","White","70","70","61030","51360"
"In post","2021","Inspector of Education and Training","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","40-49","White","240","240","66140","70500"
"In post","2021","Inspector of Education and Training","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","50-59","White","350","340","67620","74730"
"In post","2021","Inspector of Education and Training","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","60-64","White","90","80","68680","74730"
"In post","2021","Inspector of Education and Training","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","65+","White","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","20-29","Unknown","100","100","39970","37000"
"In post","2021","Intelligence Analysis","20-29","White","380","380","31980","29250"
"In post","2021","Intelligence Analysis","30-39","Asian","60","60","33740","30810"
"In post","2021","Intelligence Analysis","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","30-39","Undeclared","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","30-39","Unknown","90","90","43820","41610"
"In post","2021","Intelligence Analysis","30-39","White","670","650","34330","30980"
"In post","2021","Intelligence Analysis","40-49","Asian","70","70","33800","29250"
"In post","2021","Intelligence Analysis","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","40-49","Undeclared","60","60","36980","33300"
"In post","2021","Intelligence Analysis","40-49","Unknown","50","50","50080","53360"
"In post","2021","Intelligence Analysis","40-49","White","640","610","35160","30980"
"In post","2021","Intelligence Analysis","50-59","Asian","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","50-59","Undeclared","80","80","35220","31520"
"In post","2021","Intelligence Analysis","50-59","Unknown","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","50-59","White","670","650","34640","31690"
"In post","2021","Intelligence Analysis","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","60-64","White","140","120","34770","31870"
"In post","2021","Intelligence Analysis","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","65+","White","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","20-29","White","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","30-39","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","30-39","White","100","90","41040","39200"
"In post","2021","Internal Audit","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","40-49","White","130","130","46430","43280"
"In post","2021","Internal Audit","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","50-59","White","260","250","49150","45470"
"In post","2021","Internal Audit","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","60-64","Undeclared","[c]","[c]","[c]","[c]"
