"Status","Year","Function_of_post","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","East Wales","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Crown Commercial Service","70","60","31160","28540"
"In post","2021","Commercial","East Wales","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Scottish Prison Service","60","60","31730","25870"
"In post","2021","Commercial","Eastern Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","80","80","73750","64500"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","220","220","45770","41790"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence (excl. agencies)","510","480","36840","34800"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Submarine Delivery Agency","110","110","40830","38240"
"In post","2021","Commercial","Greater Manchester","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Cabinet Office (excl. agencies)","90","90","61760","56210"
"In post","2021","Commercial","Greater Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Department for Education (excl. agencies)","60","60","38230","36780"
"In post","2021","Commercial","Greater Manchester","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","HM Revenue and Customs (excl. agencies)","100","90","35340","31810"
"In post","2021","Commercial","Greater Manchester","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Cabinet Office (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Ministry of Defence (excl. agencies)","270","260","32190","33300"
"In post","2021","Commercial","Hampshire and Isle of Wight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Cabinet Office (excl. agencies)","110","110","60160","56510"
"In post","2021","Commercial","Inner London - East","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Commercial","Inner London - East","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Cabinet Office (excl. agencies)","640","630","78260","69150"
"In post","2021","Commercial","Inner London - West","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Department of Health and Social Care (excl. agencies)","110","100","55070","53360"
"In post","2021","Commercial","Inner London - West","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","HM Prison and Probation Service","120","110","55410","53670"
"In post","2021","Commercial","Inner London - West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Legal Aid Agency","50","40","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Ministry of Defence (excl. agencies)","140","140","39330","37000"
"In post","2021","Commercial","Inner London - West","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Commercial","Inner London - West","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","UK Export Finance","190","190","53960","49790"
"In post","2021","Commercial","Inner London - West","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Commercial","Lancashire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Cabinet Office (excl. agencies)","70","70","63830","55750"
"In post","2021","Commercial","Merseyside","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Crown Commercial Service","190","180","33650","34800"
"In post","2021","Commercial","Merseyside","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
