"Status","Year","Responsibility_level","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SCS","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","White","140","130","88320","78830"
"In post","2021","SCS","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Unknown","400","400","87570","72000"
"In post","2021","SCS","Commercial","White","150","150","105660","95580"
"In post","2021","SCS","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","Unknown","30","30","[c]","[c]"
"In post","2021","SCS","Communications","White","90","90","90920","82850"
"In post","2021","SCS","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","White","40","40","[c]","[c]"
"In post","2021","SCS","Debt","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Debt","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Debt","White","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"In post","2021","SCS","Digital, Data & Technology","White","190","180","90040","83410"
"In post","2021","SCS","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","White","230","220","91470","85100"
"In post","2021","SCS","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Grants Management","White","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","White","190","180","90080","83160"
"In post","2021","SCS","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal","Unknown","60","60","86290","79470"
"In post","2021","SCS","Legal","White","340","330","89810","83230"
"In post","2021","SCS","No function","Asian","170","160","93890","91370"
"In post","2021","SCS","No function","Black","60","50","98350","93000"
"In post","2021","SCS","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","No function","Mixed","70","70","84430","75980"
"In post","2021","SCS","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","No function","Undeclared","100","90","91990","84640"
"In post","2021","SCS","No function","Unknown","350","340","92500","80180"
"In post","2021","SCS","No function","White","2190","2080","89760","80530"
"In post","2021","SCS","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Unknown","70","70","95070","88000"
"In post","2021","SCS","Project Delivery","White","570","550","91190","83230"
"In post","2021","SCS","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Property","White","70","70","91060","81450"
"In post","2021","SCS","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Security","White","40","40","[c]","[c]"
"In post","2021","SCS","Unknown","Asian","40","40","[c]","[c]"
"In post","2021","SCS","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Unknown","130","130","93730","85000"
"In post","2021","SCS","Unknown","White","1080","1050","90070","83230"
"In post","2021","SEO/HEO","Analysis","Asian","220","210","37000","36160"
"In post","2021","SEO/HEO","Analysis","Black","110","110","37580","36800"
"In post","2021","SEO/HEO","Analysis","Chinese","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Analysis","Mixed","110","110","35800","34710"
"In post","2021","SEO/HEO","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Analysis","Undeclared","120","110","37230","37320"
"In post","2021","SEO/HEO","Analysis","Unknown","500","490","35040","35140"
"In post","2021","SEO/HEO","Analysis","White","2590","2500","35740","36030"
"In post","2021","SEO/HEO","Commercial","Asian","140","140","38190","37590"
"In post","2021","SEO/HEO","Commercial","Black","100","100","39700","39440"
"In post","2021","SEO/HEO","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Commercial","Mixed","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Commercial","Undeclared","150","150","37660","37920"
"In post","2021","SEO/HEO","Commercial","Unknown","350","340","37340","38200"
"In post","2021","SEO/HEO","Commercial","White","2220","2150","38330","37640"
"In post","2021","SEO/HEO","Communications","Asian","210","210","35090","32280"
"In post","2021","SEO/HEO","Communications","Black","80","80","35770","34970"
"In post","2021","SEO/HEO","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Communications","Mixed","80","80","36790","36360"
"In post","2021","SEO/HEO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Communications","Undeclared","90","90","36070","34250"
"In post","2021","SEO/HEO","Communications","Unknown","710","700","35380","32790"
"In post","2021","SEO/HEO","Communications","White","2110","2050","35870","34770"
"In post","2021","SEO/HEO","Counter Fraud","Asian","240","240","35180","36160"
"In post","2021","SEO/HEO","Counter Fraud","Black","100","90","35860","36160"
"In post","2021","SEO/HEO","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Counter Fraud","Mixed","50","50","36880","36160"
"In post","2021","SEO/HEO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Counter Fraud","Undeclared","260","250","35660","36160"
"In post","2021","SEO/HEO","Counter Fraud","Unknown","680","650","35390","35000"
"In post","2021","SEO/HEO","Counter Fraud","White","2870","2710","35070","33140"
"In post","2021","SEO/HEO","Debt","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt","White","200","190","34230","31810"
"In post","2021","SEO/HEO","Digital, Data & Technology","Asian","390","380","36810","36500"
"In post","2021","SEO/HEO","Digital, Data & Technology","Black","200","190","36840","36160"
"In post","2021","SEO/HEO","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Digital, Data & Technology","Mixed","90","90","37000","36490"
"In post","2021","SEO/HEO","Digital, Data & Technology","Other ethnicity","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Digital, Data & Technology","Undeclared","360","350","38010","38450"
"In post","2021","SEO/HEO","Digital, Data & Technology","Unknown","1270","1250","36710","36160"
"In post","2021","SEO/HEO","Digital, Data & Technology","White","4450","4300","37400","37420"
"In post","2021","SEO/HEO","Finance","Asian","350","340","37810","36890"
"In post","2021","SEO/HEO","Finance","Black","190","190","38450","37510"
"In post","2021","SEO/HEO","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Mixed","70","70","37420","36970"
"In post","2021","SEO/HEO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Undeclared","150","150","37900","36970"
"In post","2021","SEO/HEO","Finance","Unknown","480","470","36200","35950"
"In post","2021","SEO/HEO","Finance","White","2520","2420","37340","36970"
"In post","2021","SEO/HEO","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Grants Management","Unknown","80","70","32470","31130"
"In post","2021","SEO/HEO","Grants Management","White","230","210","32740","31080"
"In post","2021","SEO/HEO","Human Resources","Asian","210","210","36710","36160"
"In post","2021","SEO/HEO","Human Resources","Black","150","150","37250","36390"
"In post","2021","SEO/HEO","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Human Resources","Mixed","80","70","35320","34640"
"In post","2021","SEO/HEO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Human Resources","Undeclared","100","100","36050","34280"
"In post","2021","SEO/HEO","Human Resources","Unknown","390","380","35670","35230"
"In post","2021","SEO/HEO","Human Resources","White","2900","2760","36470","35810"
"In post","2021","SEO/HEO","Internal Audit","Asian","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Internal Audit","White","340","330","40390","40250"
"In post","2021","SEO/HEO","Legal","Asian","280","260","37960","38300"
"In post","2021","SEO/HEO","Legal","Black","150","150","37090","36240"
"In post","2021","SEO/HEO","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Legal","Mixed","60","60","37780","38000"
"In post","2021","SEO/HEO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Legal","Undeclared","110","110","39450","38630"
"In post","2021","SEO/HEO","Legal","Unknown","580","550","35680","35230"
"In post","2021","SEO/HEO","Legal","White","2110","1950","39440","38550"
"In post","2021","SEO/HEO","No function","Asian","2670","2570","36540","35700"
"In post","2021","SEO/HEO","No function","Black","1370","1340","37060","36160"
"In post","2021","SEO/HEO","No function","Chinese","150","140","37790","36880"
"In post","2021","SEO/HEO","No function","Mixed","910","880","36630","35590"
