"Status","Year","Profession_of_post","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Other","Male","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Other","Male","Declared non-disabled","230","230","32390","27570"
"Leaver Dept.","2022","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Male","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","Planning","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Female","Declared disabled","100","90","43700","39200"
"Leaver Dept.","2022","Policy","Female","Declared non-disabled","710","680","45470","40490"
"Leaver Dept.","2022","Policy","Female","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Policy","Female","Unknown","430","200","42150","38940"
"Leaver Dept.","2022","Policy","Male","Declared disabled","100","80","43040","39600"
"Leaver Dept.","2022","Policy","Male","Declared non-disabled","610","590","47150","42200"
"Leaver Dept.","2022","Policy","Male","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2022","Policy","Male","Unknown","360","190","44170","40050"
"Leaver Dept.","2022","Project Delivery","Female","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Declared non-disabled","180","170","39970","37040"
"Leaver Dept.","2022","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Declared non-disabled","180","180","41740","38230"
"Leaver Dept.","2022","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Declared disabled","90","80","35340","34500"
"Leaver Dept.","2022","Science and Engineering","Female","Declared non-disabled","910","840","37450","34170"
"Leaver Dept.","2022","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Unknown","470","420","43440","40560"
"Leaver Dept.","2022","Science and Engineering","Male","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Declared non-disabled","450","430","37400","32650"
"Leaver Dept.","2022","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Unknown","260","260","48900","46000"
"Leaver Dept.","2022","Security","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Declared disabled","190","170","39640","34710"
"Leaver Dept.","2022","Unknown","Female","Declared non-disabled","1140","1010","44770","38650"
"Leaver Dept.","2022","Unknown","Female","Undeclared","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","990","820","37400","32000"
"Leaver Dept.","2022","Unknown","Male","Declared disabled","140","130","38950","34550"
"Leaver Dept.","2022","Unknown","Male","Declared non-disabled","970","880","45190","40200"
"Leaver Dept.","2022","Unknown","Male","Undeclared","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","850","700","38870","32000"
"Leaver Dept.","2022","Veterinarian","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Declared non-disabled","110","110","34470","33000"
"New entrant CS","2021","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Unknown","120","120","37750","36560"
"New entrant CS","2021","Commercial","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Declared non-disabled","110","110","36530","34710"
"New entrant CS","2021","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Unknown","100","100","37410","34800"
"New entrant CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Declared non-disabled","110","110","35770","32330"
"New entrant CS","2021","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Unknown","160","160","34240","29170"
"New entrant CS","2021","Communications","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Declared non-disabled","70","70","37750","32640"
"New entrant CS","2021","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Unknown","90","90","38940","35440"
"New entrant CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Declared non-disabled","260","250","39620","36340"
"New entrant CS","2021","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Unknown","330","330","38900","33960"
"New entrant CS","2021","Digital, Data and Technology","Male","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Declared non-disabled","490","490","42080","38650"
"New entrant CS","2021","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Unknown","640","640","41070","37500"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Declared non-disabled","100","100","32300","31800"
"New entrant CS","2021","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Unknown","70","70","29820","31800"
"New entrant CS","2021","Economics","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Declared non-disabled","160","160","32960","31800"
"New entrant CS","2021","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Unknown","110","110","31750","32540"
"New entrant CS","2021","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Declared non-disabled","200","190","34170","30710"
"New entrant CS","2021","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Unknown","170","160","34920","32790"
"New entrant CS","2021","Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Declared non-disabled","150","150","39170","35060"
"New entrant CS","2021","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Unknown","140","130","34620","31810"
"New entrant CS","2021","Human Resources","Female","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Declared non-disabled","260","240","32710","29540"
"New entrant CS","2021","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Unknown","200","200","33080","28000"
"New entrant CS","2021","Human Resources","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Declared non-disabled","100","100","35250","29440"
"New entrant CS","2021","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Unknown","80","80","33740","29100"
"New entrant CS","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Female","Declared non-disabled","50","50","61220","67500"
"New entrant CS","2021","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Male","Unknown","70","70","39770","32790"
"New entrant CS","2021","Internal Audit","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Female","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","International Trade","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Male","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Female","Declared non-disabled","60","60","29040","28200"
"New entrant CS","2021","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Male","Declared non-disabled","60","60","34750","32190"
"New entrant CS","2021","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","Declared non-disabled","230","220","41640","43920"
"New entrant CS","2021","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","Unknown","320","310","42170","43920"
"New entrant CS","2021","Legal","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","Declared non-disabled","130","120","41560","43920"
"New entrant CS","2021","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","Unknown","210","210","43150","48080"
"New entrant CS","2021","Medicine","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Female","Declared non-disabled","170","140","45890","37890"
"New entrant CS","2021","Medicine","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Female","Unknown","90","70","46540","37890"
"New entrant CS","2021","Medicine","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Male","Declared non-disabled","70","60","63150","73760"
"New entrant CS","2021","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Male","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Female","Declared disabled","530","510","24730","22920"
"New entrant CS","2021","Operational Delivery","Female","Declared non-disabled","4180","3960","25430","22920"
"New entrant CS","2021","Operational Delivery","Female","Undeclared","280","250","29080","25990"
"New entrant CS","2021","Operational Delivery","Female","Unknown","4220","4050","24420","22350"
"New entrant CS","2021","Operational Delivery","Male","Declared disabled","270","260","25340","22850"
"New entrant CS","2021","Operational Delivery","Male","Declared non-disabled","2890","2800","26740","23140"
"New entrant CS","2021","Operational Delivery","Male","Undeclared","160","150","28930","24120"
"New entrant CS","2021","Operational Delivery","Male","Unknown","3500","3420","25830","22850"
"New entrant CS","2021","Operational Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Female","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Male","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Female","Declared disabled","60","50","23340","20920"
"New entrant CS","2021","Other","Female","Declared non-disabled","560","540","26560","22210"
"New entrant CS","2021","Other","Female","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Other","Female","Unknown","290","280","29530","27400"
"New entrant CS","2021","Other","Male","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Other","Male","Declared non-disabled","530","530","29450","26090"
"New entrant CS","2021","Other","Male","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Other","Male","Unknown","270","270","30060","26350"
"New entrant CS","2021","Planning","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Female","Declared disabled","140","140","34580","32790"
"New entrant CS","2021","Policy","Female","Declared non-disabled","760","750","35820","33570"
"New entrant CS","2021","Policy","Female","Undeclared","100","100","36130","32350"
"New entrant CS","2021","Policy","Female","Unknown","870","840","37280","32790"
"New entrant CS","2021","Policy","Male","Declared disabled","80","80","35170","32790"
"New entrant CS","2021","Policy","Male","Declared non-disabled","650","650","37620","33570"
"New entrant CS","2021","Policy","Male","Undeclared","100","90","37610","34710"
"New entrant CS","2021","Policy","Male","Unknown","630","630","40290","33730"
"New entrant CS","2021","Policy","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Declared non-disabled","350","340","35870","33300"
"New entrant CS","2021","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","Unknown","170","170","36560","33570"
"New entrant CS","2021","Project Delivery","Male","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","Declared non-disabled","360","360","39990","37000"
"New entrant CS","2021","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","Unknown","180","180","38360","36740"
"New entrant CS","2021","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Declared non-disabled","100","90","29560","26670"
"New entrant CS","2021","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","Unknown","70","70","32440","28730"
"New entrant CS","2021","Property","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","Declared non-disabled","190","190","35010","33000"
"New entrant CS","2021","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","Unknown","100","100","37120","30000"
"New entrant CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Female","Declared non-disabled","60","60","25420","24620"
"New entrant CS","2021","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Psychology","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Female","Declared disabled","70","60","29140","27750"
"New entrant CS","2021","Science and Engineering","Female","Declared non-disabled","480","430","32190","30450"
"New entrant CS","2021","Science and Engineering","Female","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Male","Declared non-disabled","470","470","31990","29270"
"New entrant CS","2021","Science and Engineering","Male","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Male","Unknown","140","140","26740","22960"
"New entrant CS","2021","Security","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Declared non-disabled","90","90","24780","20920"
"New entrant CS","2021","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","Unknown","70","70","28890","24620"
"New entrant CS","2021","Security","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","Declared non-disabled","300","300","26310","23540"
"New entrant CS","2021","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","Unknown","240","240","29070","25540"
"New entrant CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","Declared non-disabled","70","70","33670","32540"
"New entrant CS","2021","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","Unknown","60","60","33610","32540"
"New entrant CS","2021","Social Research","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","Declared non-disabled","90","90","34170","31450"
"New entrant CS","2021","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","Unknown","70","70","33580","32540"
"New entrant CS","2021","Statistics","Male","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Male","Declared non-disabled","90","90","34730","31810"
"New entrant CS","2021","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Male","Unknown","60","60","31610","29830"
"New entrant CS","2021","Statistics","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Female","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Tax","Female","Declared non-disabled","510","490","22790","20140"
