"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","200","190","43600","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","110","110","47110","43430"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","310","300","45870","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","19540","18570","35110","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","5290","5140","35670","33080"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Communications","40","40","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Economics","180","180","44770","34690"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Finance","90","90","48720","52530"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Human Resources","80","80","45570","49500"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","160","160","31220","28540"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Policy","1420","1390","49210","52500"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","Tax","50","50","61550","60060"
"In post","2022","Home Office","Home Office","Commercial","110","110","39870","41740"
"In post","2022","Home Office","Home Office","Communications","180","170","48850","45750"
"In post","2022","Home Office","Home Office","Counter Fraud","190","170","27030","25310"
"In post","2022","Home Office","Home Office","Digital, Data and Technology","1630","1610","50010","45450"
"In post","2022","Home Office","Home Office","Economics","150","150","47440","43950"
"In post","2022","Home Office","Home Office","Finance","330","310","46140","42130"
"In post","2022","Home Office","Home Office","Human Resources","660","640","42390","37450"
"In post","2022","Home Office","Home Office","Intelligence Analysis","1410","1330","29750","27370"
"In post","2022","Home Office","Home Office","Knowledge and Information Management","90","90","41650","39560"
"In post","2022","Home Office","Home Office","Operational Delivery","25250","23290","28220","25630"
"In post","2022","Home Office","Home Office","Operational Research","90","90","46670","41990"
"In post","2022","Home Office","Home Office","Other","1690","1620","35610","30830"
"In post","2022","Home Office","Home Office","Policy","2380","2330","50240","45390"
"In post","2022","Home Office","Home Office","Project Delivery","1630","1590","44960","41950"
"In post","2022","Home Office","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Home Office","Science and Engineering","110","100","49100","42710"
"In post","2022","Home Office","Home Office","Security","350","330","31350","28670"
"In post","2022","Home Office","Home Office","Social Research","150","140","46820","43950"
"In post","2022","Home Office","Home Office","Statistics","140","130","36340","31460"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Communications","30","30","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","140","130","48950","49960"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Policy","40","40","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Communications","40","40","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","210","210","45610","45070"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","60","50","36910","31050"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Legal","60","60","48570","42080"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","690","640","27180","24030"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Policy","100","100","47520","42210"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Project Delivery","40","40","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","380","360","48860","43740"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Legal","40","40","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Operational Delivery","1090","1010","28640","25120"
"In post","2022","Legal Aid Agency","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","100","100","37560","32180"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Finance","40","40","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Human Resources","40","30","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","790","760","37000","33150"
