"Status","Year","Profession_of_post","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Tax","50-59","Male","2210","2160","38800","35000"
"In post","2021","Tax","60-64","Female","580","440","34360","31810"
"In post","2021","Tax","60-64","Male","650","500","40090","35000"
"In post","2021","Tax","65+","Female","120","80","33290","31470"
"In post","2021","Tax","65+","Male","230","160","39580","35000"
"In post","2021","Unknown","16-19","Female","190","190","22330","21010"
"In post","2021","Unknown","16-19","Male","130","130","22270","21010"
"In post","2021","Unknown","20-29","Female","9950","9740","28500","27570"
"In post","2021","Unknown","20-29","Male","7740","7700","28460","27570"
"In post","2021","Unknown","30-39","Female","12860","11480","31440","27570"
"In post","2021","Unknown","30-39","Male","9430","9320","32890","27570"
"In post","2021","Unknown","40-49","Female","17830","15560","31270","27570"
"In post","2021","Unknown","40-49","Male","10630","10450","34760","27570"
"In post","2021","Unknown","50-59","Female","25240","22360","29600","27570"
"In post","2021","Unknown","50-59","Male","13190","12800","33920","27570"
"In post","2021","Unknown","60-64","Female","6950","5250","27290","27570"
"In post","2021","Unknown","60-64","Male","3560","3030","30980","27570"
"In post","2021","Unknown","65+","Female","1810","1270","26480","26240"
"In post","2021","Unknown","65+","Male","1110","860","29340","27570"
"In post","2021","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","20-29","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","30-39","Female","70","70","40370","37410"
"In post","2021","Veterinarian","30-39","Male","30","30","[c]","[c]"
"In post","2021","Veterinarian","40-49","Female","100","90","44260","38390"
"In post","2021","Veterinarian","40-49","Male","70","70","43910","38260"
"In post","2021","Veterinarian","50-59","Female","60","60","51010","51540"
"In post","2021","Veterinarian","50-59","Male","50","50","53750","52640"
"In post","2021","Veterinarian","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","20-29","Female","590","580","32370","30600"
"In post","2022","Commercial","20-29","Male","470","470","32370","30590"
"In post","2022","Commercial","30-39","Female","860","800","37810","36500"
"In post","2022","Commercial","30-39","Male","680","680","40060","38240"
"In post","2022","Commercial","40-49","Female","870","820","41750","39180"
"In post","2022","Commercial","40-49","Male","640","640","44150","40580"
"In post","2022","Commercial","50-59","Female","880","840","40210","37380"
"In post","2022","Commercial","50-59","Male","780","770","46360","42180"
"In post","2022","Commercial","60-64","Female","180","150","38030","36640"
"In post","2022","Commercial","60-64","Male","170","150","42980","40720"
"In post","2022","Commercial","65+","Female","40","30","[c]","[c]"
"In post","2022","Commercial","65+","Male","50","40","38710","37650"
"In post","2022","Communications","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","20-29","Female","600","600","35020","33120"
"In post","2022","Communications","20-29","Male","300","290","35610","33210"
"In post","2022","Communications","30-39","Female","740","710","43660","40650"
"In post","2022","Communications","30-39","Male","450","450","44120","40960"
"In post","2022","Communications","40-49","Female","630","580","47170","43850"
"In post","2022","Communications","40-49","Male","470","470","46650","42120"
"In post","2022","Communications","50-59","Female","410","390","44000","40420"
"In post","2022","Communications","50-59","Male","360","350","42040","37580"
"In post","2022","Communications","60-64","Female","70","70","39190","36150"
"In post","2022","Communications","60-64","Male","80","80","42030","34610"
"In post","2022","Communications","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","20-29","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","30-39","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","30-39","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","40-49","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","40-49","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","50-59","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","50-59","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","20-29","Female","380","370","27500","27570"
"In post","2022","Counter Fraud","20-29","Male","270","270","27130","27570"
"In post","2022","Counter Fraud","30-39","Female","540","490","28440","27570"
"In post","2022","Counter Fraud","30-39","Male","340","340","29990","27570"
"In post","2022","Counter Fraud","40-49","Female","880","780","28970","27570"
"In post","2022","Counter Fraud","40-49","Male","540","540","30930","27570"
"In post","2022","Counter Fraud","50-59","Female","1470","1310","28500","27570"
"In post","2022","Counter Fraud","50-59","Male","1030","990","31420","27570"
"In post","2022","Counter Fraud","60-64","Female","480","350","27690","27570"
"In post","2022","Counter Fraud","60-64","Male","350","280","30380","27570"
"In post","2022","Counter Fraud","65+","Female","160","110","27200","26120"
"In post","2022","Counter Fraud","65+","Male","150","100","30310","27570"
"In post","2022","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","20-29","Female","1040","1030","34210","33000"
"In post","2022","Digital, Data and Technology","20-29","Male","1890","1880","33730","32790"
"In post","2022","Digital, Data and Technology","30-39","Female","1690","1620","41220","38650"
"In post","2022","Digital, Data and Technology","30-39","Male","2960","2940","42140","39580"
"In post","2022","Digital, Data and Technology","40-49","Female","1940","1840","43550","40520"
"In post","2022","Digital, Data and Technology","40-49","Male","3560","3540","46340","42420"
"In post","2022","Digital, Data and Technology","50-59","Female","1870","1790","42460","38730"
"In post","2022","Digital, Data and Technology","50-59","Male","3590","3550","44850","40580"
"In post","2022","Digital, Data and Technology","60-64","Female","350","300","38790","35310"
"In post","2022","Digital, Data and Technology","60-64","Male","770","700","42180","38450"
"In post","2022","Digital, Data and Technology","65+","Female","100","80","35290","32440"
"In post","2022","Digital, Data and Technology","65+","Male","230","190","40210","36510"
"In post","2022","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","20-29","Female","410","410","37870","34240"
"In post","2022","Economics","20-29","Male","760","760","38400","34710"
"In post","2022","Economics","30-39","Female","210","190","56500","56130"
"In post","2022","Economics","30-39","Male","300","300","56670","55730"
"In post","2022","Economics","40-49","Female","90","80","64080","61400"
"In post","2022","Economics","40-49","Male","150","140","62960","61440"
"In post","2022","Economics","50-59","Female","40","30","[c]","[c]"
"In post","2022","Economics","50-59","Male","90","80","73950","69670"
"In post","2022","Economics","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2022","Economics","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Economics","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Finance","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Finance","20-29","Female","830","820","32650","30320"
"In post","2022","Finance","20-29","Male","780","770","33460","31010"
"In post","2022","Finance","30-39","Female","1380","1290","39680","36330"
"In post","2022","Finance","30-39","Male","1090","1090","43330","40500"
"In post","2022","Finance","40-49","Female","1900","1790","40830","36780"
"In post","2022","Finance","40-49","Male","1300","1290","45290","40580"
"In post","2022","Finance","50-59","Female","2180","2090","39540","35310"
"In post","2022","Finance","50-59","Male","1670","1650","45420","40670"
"In post","2022","Finance","60-64","Female","460","390","35000","32640"
"In post","2022","Finance","60-64","Male","430","390","42190","38880"
"In post","2022","Finance","65+","Female","130","110","32640","29340"
"In post","2022","Finance","65+","Male","150","140","39370","35480"
"In post","2022","Geography","20-29","Female","40","40","[c]","[c]"
"In post","2022","Geography","20-29","Male","80","80","25740","26740"
"In post","2022","Geography","30-39","Female","40","40","[c]","[c]"
"In post","2022","Geography","30-39","Male","70","70","33020","33290"
"In post","2022","Geography","40-49","Female","40","30","[c]","[c]"
"In post","2022","Geography","40-49","Male","60","60","34940","33290"
"In post","2022","Geography","50-59","Female","40","40","[c]","[c]"
"In post","2022","Geography","50-59","Male","70","70","33740","33290"
"In post","2022","Geography","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","65+","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","65+","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","20-29","Female","980","960","31770","30000"
"In post","2022","Human Resources","20-29","Male","370","370","31850","29520"
"In post","2022","Human Resources","30-39","Female","1510","1410","37740","33370"
"In post","2022","Human Resources","30-39","Male","650","640","38510","35310"
"In post","2022","Human Resources","40-49","Female","1820","1700","41520","37610"
"In post","2022","Human Resources","40-49","Male","660","660","44110","39870"
"In post","2022","Human Resources","50-59","Female","1960","1860","40460","36570"
"In post","2022","Human Resources","50-59","Male","880","870","42210","38100"
"In post","2022","Human Resources","60-64","Female","420","350","36210","33300"
"In post","2022","Human Resources","60-64","Male","200","170","37780","34290"
"In post","2022","Human Resources","65+","Female","80","60","33810","28990"
"In post","2022","Human Resources","65+","Male","60","50","36570","32640"
"In post","2022","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","30-39","Female","70","70","54410","51360"
"In post","2022","Inspector of Education and Training","30-39","Male","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","40-49","Female","220","220","61530","51360"
"In post","2022","Inspector of Education and Training","40-49","Male","90","90","72960","75500"
"In post","2022","Inspector of Education and Training","50-59","Female","300","300","64100","64500"
"In post","2022","Inspector of Education and Training","50-59","Male","110","110","73450","75500"
"In post","2022","Inspector of Education and Training","60-64","Female","60","60","68080","64500"
"In post","2022","Inspector of Education and Training","60-64","Male","30","30","[c]","[c]"
"In post","2022","Inspector of Education and Training","65+","Female","[c]","[c]","[c]","[c]"
