"Status","Year","Profession_of_post","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","White","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","White","London","220","220","44810","40270"
"In post","2021","Counter Fraud","White","North East (England)","40","30","[c]","[c]"
"In post","2021","Counter Fraud","White","North West (England)","80","70","35960","35070"
"In post","2021","Counter Fraud","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","White","Scotland","80","70","28810","25310"
"In post","2021","Counter Fraud","White","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","White","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","White","Wales","30","30","[c]","[c]"
"In post","2021","Counter Fraud","White","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Counter Fraud","White","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Asian","London","490","490","46620","42550"
"In post","2021","Digital, Data and Technology","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Asian","North West (England)","50","50","[c]","[c]"
"In post","2021","Digital, Data and Technology","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Asian","South East (England)","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Asian","South West (England)","50","50","38190","35610"
"In post","2021","Digital, Data and Technology","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Asian","Wales","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Asian","West Midlands (England)","100","90","38440","36500"
"In post","2021","Digital, Data and Technology","Asian","Yorkshire and The Humber","60","50","34640","31810"
"In post","2021","Digital, Data and Technology","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Black","London","270","260","42300","40170"
"In post","2021","Digital, Data and Technology","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","London","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","London","90","90","47390","42930"
"In post","2021","Digital, Data and Technology","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","South West (England)","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","London","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","East of England","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","London","160","150","51000","48720"
"In post","2021","Digital, Data and Technology","Undeclared","North East (England)","40","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","North West (England)","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","South East (England)","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","South West (England)","140","140","40130","38960"
"In post","2021","Digital, Data and Technology","Undeclared","Wales","120","120","42060","41090"
"In post","2021","Digital, Data and Technology","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","East Midlands (England)","50","50","36540","31830"
"In post","2021","Digital, Data and Technology","Unknown","East of England","80","80","33560","31810"
"In post","2021","Digital, Data and Technology","Unknown","London","560","550","48160","44950"
"In post","2021","Digital, Data and Technology","Unknown","North East (England)","120","120","36580","31810"
"In post","2021","Digital, Data and Technology","Unknown","North West (England)","140","140","38200","36500"
"In post","2021","Digital, Data and Technology","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Scotland","200","200","37450","33930"
"In post","2021","Digital, Data and Technology","Unknown","South East (England)","120","110","38120","33960"
"In post","2021","Digital, Data and Technology","Unknown","South West (England)","300","290","36480","34860"
"In post","2021","Digital, Data and Technology","Unknown","Wales","360","350","38100","36030"
"In post","2021","Digital, Data and Technology","Unknown","West Midlands (England)","140","140","40270","37750"
"In post","2021","Digital, Data and Technology","Unknown","Yorkshire and The Humber","140","140","42270","38630"
"In post","2021","Digital, Data and Technology","White","East Midlands (England)","190","190","36900","34110"
"In post","2021","Digital, Data and Technology","White","East of England","350","330","36940","34820"
"In post","2021","Digital, Data and Technology","White","London","1670","1630","52080","49360"
"In post","2021","Digital, Data and Technology","White","North East (England)","520","500","40110","38630"
"In post","2021","Digital, Data and Technology","White","North West (England)","770","750","39780","36780"
"In post","2021","Digital, Data and Technology","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","White","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","White","Scotland","370","360","39460","36590"
"In post","2021","Digital, Data and Technology","White","South East (England)","600","580","38730","35850"
"In post","2021","Digital, Data and Technology","White","South West (England)","1590","1530","39640","38450"
"In post","2021","Digital, Data and Technology","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","White","Wales","1460","1420","39980","37410"
"In post","2021","Digital, Data and Technology","White","West Midlands (England)","580","560","41410","38630"
"In post","2021","Digital, Data and Technology","White","Yorkshire and The Humber","640","620","40660","37410"
"In post","2021","Economics","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Asian","London","160","150","45400","42470"
"In post","2021","Economics","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Black","London","50","50","37890","33570"
"In post","2021","Economics","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Chinese","Overseas","[c]","[c]","[c]","[c]"
