"Status","Year","Sex","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Finance","Unknown","30","30","[c]","[c]"
"In post","2022","Female","Geography","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","EO","60","60","27500","26740"
"In post","2022","Female","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Geography","SEO/HEO","80","70","35810","33290"
"In post","2022","Female","Human Resources","AA/AO","900","810","21960","21380"
"In post","2022","Female","Human Resources","EO","1250","1150","27260","26880"
"In post","2022","Female","Human Resources","G6/G7","1460","1400","57770","55940"
"In post","2022","Female","Human Resources","SCS","150","150","86650","79720"
"In post","2022","Female","Human Resources","SEO/HEO","2990","2830","36310","35530"
"In post","2022","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Inspector of Education and Training","G6/G7","330","320","74790","75500"
"In post","2022","Female","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Inspector of Education and Training","SEO/HEO","340","330","50340","51360"
"In post","2022","Female","Intelligence Analysis","AA/AO","70","60","23320","21960"
"In post","2022","Female","Intelligence Analysis","EO","820","750","27480","27370"
"In post","2022","Female","Intelligence Analysis","G6/G7","90","80","58840","58230"
"In post","2022","Female","Intelligence Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Intelligence Analysis","SEO/HEO","500","480","36230","35500"
"In post","2022","Female","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Internal Audit","G6/G7","100","90","58410","55230"
"In post","2022","Female","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Internal Audit","SEO/HEO","250","240","40180","40120"
"In post","2022","Female","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Female","International Trade","EO","60","60","27100","26510"
"In post","2022","Female","International Trade","G6/G7","300","300","55900","52190"
"In post","2022","Female","International Trade","SCS","50","50","82110","75300"
"In post","2022","Female","International Trade","SEO/HEO","340","330","35900","35370"
"In post","2022","Female","Knowledge and Information Management","AA/AO","230","220","22240","21380"
"In post","2022","Female","Knowledge and Information Management","EO","350","320","27760","27570"
"In post","2022","Female","Knowledge and Information Management","G6/G7","160","150","56770","54540"
"In post","2022","Female","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Knowledge and Information Management","SEO/HEO","550","520","36400","35480"
"In post","2022","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Legal","AA/AO","160","130","22190","22080"
"In post","2022","Female","Legal","EO","980","920","28330","27130"
"In post","2022","Female","Legal","G6/G7","3910","3530","58850","57370"
"In post","2022","Female","Legal","SCS","220","210","86570","82500"
"In post","2022","Female","Legal","SEO/HEO","2190","2020","39850","38890"
"In post","2022","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medicine","AA/AO","310","290","22810","23280"
"In post","2022","Female","Medicine","EO","220","190","32150","31530"
"In post","2022","Female","Medicine","G6/G7","470","400","72280","74960"
"In post","2022","Female","Medicine","SCS","200","170","103330","100750"
"In post","2022","Female","Medicine","SEO/HEO","560","500","39880","39030"
"In post","2022","Female","Operational Delivery","AA/AO","60250","51210","22300","21260"
"In post","2022","Female","Operational Delivery","EO","50070","44560","27860","27570"
"In post","2022","Female","Operational Delivery","G6/G7","4170","4030","57530","55130"
"In post","2022","Female","Operational Delivery","SCS","410","400","89070","80950"
"In post","2022","Female","Operational Delivery","SEO/HEO","20570","19360","36110","34500"
"In post","2022","Female","Operational Delivery","Unknown","14630","13460","29740","28200"
"In post","2022","Female","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Operational Research","G6/G7","170","150","56030","56350"
"In post","2022","Female","Operational Research","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Operational Research","SEO/HEO","220","210","36890","37930"
"In post","2022","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Other","AA/AO","6460","5800","21510","21260"
"In post","2022","Female","Other","EO","4840","4460","27350","27570"
"In post","2022","Female","Other","G6/G7","940","890","59040","57320"
"In post","2022","Female","Other","SCS","160","150","90920","83780"
"In post","2022","Female","Other","SEO/HEO","3410","3230","35980","35050"
"In post","2022","Female","Other","Unknown","260","260","32570","30780"
"In post","2022","Female","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning","G6/G7","30","30","[c]","[c]"
"In post","2022","Female","Planning","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning","SEO/HEO","50","50","38730","38160"
"In post","2022","Female","Planning Inspectors","G6/G7","130","110","56130","58810"
"In post","2022","Female","Planning Inspectors","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Policy","AA/AO","420","390","23600","23720"
"In post","2022","Female","Policy","EO","1700","1630","28080","27850"
"In post","2022","Female","Policy","G6/G7","6770","6460","57800","55620"
"In post","2022","Female","Policy","SCS","940","890","83860","76990"
"In post","2022","Female","Policy","SEO/HEO","8070","7780","37070","36650"
"In post","2022","Female","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Project Delivery","AA/AO","330","260","22110","21260"
"In post","2022","Female","Project Delivery","EO","880","810","27060","26820"
"In post","2022","Female","Project Delivery","G6/G7","2120","2050","57090","55210"
"In post","2022","Female","Project Delivery","SCS","170","160","86680","79990"
"In post","2022","Female","Project Delivery","SEO/HEO","4470","4230","36820","36840"
"In post","2022","Female","Project Delivery","Unknown","180","170","41250","39860"
"In post","2022","Female","Property","AA/AO","450","390","20770","21250"
"In post","2022","Female","Property","EO","760","690","27330","26880"
"In post","2022","Female","Property","G6/G7","510","500","57120","55210"
"In post","2022","Female","Property","SCS","30","30","[c]","[c]"
"In post","2022","Female","Property","SEO/HEO","1360","1290","36910","35310"
"In post","2022","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Psychology","AA/AO","80","70","21700","21550"
"In post","2022","Female","Psychology","EO","350","340","27140","26850"
"In post","2022","Female","Psychology","G6/G7","90","90","65240","65520"
"In post","2022","Female","Psychology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Psychology","SEO/HEO","810","780","37100","31600"
"In post","2022","Female","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Science and Engineering","AA/AO","320","310","22060","21580"
"In post","2022","Female","Science and Engineering","EO","660","630","26150","26370"
"In post","2022","Female","Science and Engineering","G6/G7","980","910","55860","53620"
"In post","2022","Female","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Science and Engineering","SEO/HEO","2290","2120","36340","37000"
"In post","2022","Female","Science and Engineering","Unknown","90","90","39650","33870"
"In post","2022","Female","Security","AA/AO","860","820","25220","21830"
"In post","2022","Female","Security","EO","350","330","29490","27570"
"In post","2022","Female","Security","G6/G7","160","160","58320","56860"
"In post","2022","Female","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Security","SEO/HEO","720","700","37740","36500"
"In post","2022","Female","Security","Unknown","50","40","[c]","[c]"
"In post","2022","Female","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","EO","40","40","[c]","[c]"
"In post","2022","Female","Social Research","G6/G7","240","230","57390","57290"
"In post","2022","Female","Social Research","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Social Research","SEO/HEO","620","590","36560","37610"
"In post","2022","Female","Statistics","AA/AO","40","40","[c]","[c]"
"In post","2022","Female","Statistics","EO","100","90","28150","28310"
"In post","2022","Female","Statistics","G6/G7","380","350","57590","56500"
"In post","2022","Female","Statistics","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Statistics","SEO/HEO","560","530","37200","37610"
"In post","2022","Female","Tax","AA/AO","1820","1660","21370","21250"
"In post","2022","Female","Tax","EO","2400","2200","27450","26820"
"In post","2022","Female","Tax","G6/G7","1170","1110","58980","55210"
"In post","2022","Female","Tax","SCS","40","40","[c]","[c]"
"In post","2022","Female","Tax","SEO/HEO","3870","3640","36050","33370"
"In post","2022","Female","Unknown","AA/AO","2490","2280","22820","22140"
"In post","2022","Female","Unknown","EO","3040","2900","27930","27230"
"In post","2022","Female","Unknown","G6/G7","4250","4080","61140","61190"
"In post","2022","Female","Unknown","SCS","540","520","92280","83230"
"In post","2022","Female","Unknown","SEO/HEO","6960","6720","36610","35540"
"In post","2022","Female","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","G6/G7","70","60","54600","54280"
"In post","2022","Female","Veterinarian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Veterinarian","SEO/HEO","160","140","39360","37480"
"In post","2022","Male","Commercial","AA/AO","150","140","22720","21640"
"In post","2022","Male","Commercial","EO","340","340","26520","26520"
"In post","2022","Male","Commercial","G6/G7","640","630","59030","56240"
"In post","2022","Male","Commercial","SCS","60","60","87180","81040"
"In post","2022","Male","Commercial","SEO/HEO","1510","1490","37610","37400"
"In post","2022","Male","Commercial","Unknown","100","100","42150","39860"
"In post","2022","Male","Communications","AA/AO","90","90","22350","21830"
"In post","2022","Male","Communications","EO","250","250","27830","27350"
"In post","2022","Male","Communications","G6/G7","430","420","59100","57460"
"In post","2022","Male","Communications","SCS","50","50","90930","85000"
"In post","2022","Male","Communications","SEO/HEO","860","850","38180","38160"
"In post","2022","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Male","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","AA/AO","490","460","22430","21260"
"In post","2022","Male","Counter Fraud","EO","1430","1320","28220","27570"
"In post","2022","Male","Counter Fraud","G6/G7","110","110","60670","59290"
"In post","2022","Male","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Male","Counter Fraud","SEO/HEO","640","620","35950","34780"
"In post","2022","Male","Digital, Data and Technology","AA/AO","390","380","21990","21380"
"In post","2022","Male","Digital, Data and Technology","EO","2270","2210","27880","27570"
"In post","2022","Male","Digital, Data and Technology","G6/G7","3680","3650","59390","57500"
"In post","2022","Male","Digital, Data and Technology","SCS","200","190","93760","90000"
"In post","2022","Male","Digital, Data and Technology","SEO/HEO","6450","6360","38240","37710"
"In post","2022","Male","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Economics","AA/AO","50","50","[c]","[c]"
"In post","2022","Male","Economics","EO","70","70","27030","27340"
"In post","2022","Male","Economics","G6/G7","580","570","60130","57950"
"In post","2022","Male","Economics","SCS","50","50","96340","82890"
"In post","2022","Male","Economics","SEO/HEO","570","570","35430","34320"
"In post","2022","Male","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","AA/AO","330","310","22010","21380"
"In post","2022","Male","Finance","EO","850","840","26920","26670"
"In post","2022","Male","Finance","G6/G7","1380","1370","59680","58010"
"In post","2022","Male","Finance","SCS","200","190","89640","82160"
"In post","2022","Male","Finance","SEO/HEO","2630","2590","37930","37100"
"In post","2022","Male","Finance","Unknown","50","40","[c]","[c]"
"In post","2022","Male","Geography","AA/AO","50","40","[c]","[c]"
"In post","2022","Male","Geography","EO","90","90","27560","26740"
"In post","2022","Male","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Male","Geography","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Male","Geography","SEO/HEO","170","160","35550","33290"
"In post","2022","Male","Human Resources","AA/AO","330","320","22020","21410"
"In post","2022","Male","Human Resources","EO","480","470","27720","27380"
"In post","2022","Male","Human Resources","G6/G7","640","630","58700","57460"
"In post","2022","Male","Human Resources","SCS","80","70","86460","79500"
