"Status","Year","Organisation","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","White","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","White","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","White","South East (England)","80","70","37950","33300"
"In post","2021","Cabinet Office (excl. agencies)","White","South West (England)","70","70","44480","38650"
"In post","2021","Cabinet Office (excl. agencies)","White","Unknown","120","120","41300","36460"
"In post","2021","Cabinet Office (excl. agencies)","White","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","White","Yorkshire and The Humber","340","320","35710","33300"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","White","East of England","430","410","34520","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","White","South West (England)","130","120","32660","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","North West (England)","60","60","33220","29160"
"In post","2021","Charity Commission","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","London","40","40","[c]","[c]"
"In post","2021","Charity Commission","White","North West (England)","230","220","32520","29160"
"In post","2021","Charity Commission","White","South West (England)","50","50","35880","30450"
"In post","2021","Charity Commission","White","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Undeclared","Wales","70","60","30850","24500"
"In post","2021","Companies House","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Wales","80","80","30340","24500"
"In post","2021","Companies House","White","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","White","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","White","Wales","830","760","31390","27460"
"In post","2021","Competition and Markets Authority","Asian","London","100","100","45900","37660"
"In post","2021","Competition and Markets Authority","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","London","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","London","40","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Unknown","London","60","50","78970","78810"
"In post","2021","Competition and Markets Authority","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","White","London","520","500","64350","59940"
"In post","2021","Competition and Markets Authority","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","White","Scotland","50","50","[c]","[c]"
"In post","2021","Competition and Markets Authority","White","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Unknown","Scotland","60","60","25410","22570"
"In post","2021","Criminal Injuries Compensation Authority","White","Scotland","220","200","26700","22710"
"In post","2021","Crown Commercial Service","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Asian","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Black","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
