"Status","Year","Region_ITL1","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","G6/G7","80","80","56480","53460"
"In post","2021","London","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","SEO/HEO","240","230","34880","32540"
"In post","2021","London","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","G6/G7","30","30","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","London","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","London","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","AA/AO","100","80","21860","21950"
"In post","2021","North East (England)","Attorney General's Departments","EO","60","60","27390","28430"
"In post","2021","North East (England)","Attorney General's Departments","G6/G7","130","130","54840","55610"
"In post","2021","North East (England)","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","SEO/HEO","50","40","[c]","[c]"
"In post","2021","North East (England)","Cabinet Office","AA/AO","160","140","20800","20800"
"In post","2021","North East (England)","Cabinet Office","EO","100","90","24800","23850"
"In post","2021","North East (England)","Cabinet Office","G6/G7","30","30","[c]","[c]"
"In post","2021","North East (England)","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Cabinet Office","SEO/HEO","120","120","33060","32000"
"In post","2021","North East (England)","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","EO","70","70","24680","24250"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","SEO/HEO","100","100","34610","33250"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Education","EO","120","110","25770","26000"
"In post","2021","North East (England)","Department for Education","G6/G7","200","200","53710","50630"
"In post","2021","North East (England)","Department for Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Education","SEO/HEO","430","410","34520","36500"
"In post","2021","North East (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","AA/AO","150","140","21080","21050"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","EO","110","100","25430","25190"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","G6/G7","90","80","52310","49360"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","SEO/HEO","200","190","33930","33440"
"In post","2021","North East (England)","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","AA/AO","160","140","22190","21590"
"In post","2021","North East (England)","Department for Transport","EO","120","110","27170","26780"
"In post","2021","North East (England)","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","SEO/HEO","80","80","35770","33350"
"In post","2021","North East (England)","Department for Work and Pensions","AA/AO","4220","3620","20860","21010"
"In post","2021","North East (England)","Department for Work and Pensions","EO","3500","3110","27460","27570"
"In post","2021","North East (England)","Department for Work and Pensions","G6/G7","500","480","55970","52750"
"In post","2021","North East (England)","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Work and Pensions","SEO/HEO","1380","1290","34550","33590"
"In post","2021","North East (England)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department of Health and Social Care","G6/G7","40","40","[c]","[c]"
"In post","2021","North East (England)","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department of Health and Social Care","SEO/HEO","60","50","35790","36330"
"In post","2021","North East (England)","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Land Registry","AA/AO","260","250","22350","22350"
"In post","2021","North East (England)","HM Land Registry","EO","260","240","27150","27130"
"In post","2021","North East (England)","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Land Registry","SEO/HEO","170","150","36190","33840"
"In post","2021","North East (England)","HM Revenue and Customs","AA/AO","5310","4390","20670","20140"
"In post","2021","North East (England)","HM Revenue and Customs","EO","2450","2260","25800","25560"
"In post","2021","North East (England)","HM Revenue and Customs","G6/G7","850","830","53730","52580"
"In post","2021","North East (England)","HM Revenue and Customs","SCS","40","40","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","SEO/HEO","2630","2500","34140","31810"
"In post","2021","North East (England)","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Home Office","AA/AO","660","530","21080","21430"
"In post","2021","North East (England)","Home Office","EO","410","380","25530","25260"
"In post","2021","North East (England)","Home Office","G6/G7","30","30","[c]","[c]"
"In post","2021","North East (England)","Home Office","SEO/HEO","200","190","33930","31690"
"In post","2021","North East (England)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","AA/AO","160","160","20310","20920"
"In post","2021","North East (England)","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Housing, Communities and Local Government","SEO/HEO","40","40","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","AA/AO","2450","2220","24400","23240"
"In post","2021","North East (England)","Ministry of Justice","EO","590","550","28270","27380"
"In post","2021","North East (England)","Ministry of Justice","G6/G7","80","80","61070","58600"
"In post","2021","North East (England)","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","SEO/HEO","620","590","37710","37280"
"In post","2021","North East (England)","Ministry of Justice","Unknown","710","660","29350","28200"
"In post","2021","North East (England)","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","National Crime Agency","EO","60","60","32680","34140"
"In post","2021","North East (England)","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","National Crime Agency","SEO/HEO","30","30","[c]","[c]"
"In post","2021","North East (England)","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Attorney General's Departments","AA/AO","210","190","21970","21950"
"In post","2021","North West (England)","Attorney General's Departments","EO","210","200","27610","28430"
"In post","2021","North West (England)","Attorney General's Departments","G6/G7","400","380","55690","55610"
"In post","2021","North West (England)","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Attorney General's Departments","SEO/HEO","140","140","35170","34480"
"In post","2021","North West (England)","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cabinet Office","EO","[c]","[c]","[c]","[c]"
