"Status","Year","Function_of_post","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Corporate Finance","50","50","36880","37320"
"In post","2021","Finance","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Economics","50","50","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Finance","3120","3010","37790","37130"
"In post","2021","Finance","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Operational Delivery","260","260","34510","32300"
"In post","2021","Finance","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Other","60","60","32960","32930"
"In post","2021","Finance","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Project Delivery","40","40","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Tax","30","30","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Unknown","140","140","37320","37530"
"In post","2021","Finance","Unknown","Finance","50","50","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","AA/AO","Operational Delivery","950","860","21010","21050"
"In post","2021","Grants Management","AA/AO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","EO","Operational Delivery","540","500","25510","25190"
"In post","2021","Grants Management","G6/G7","Operational Delivery","60","50","52530","49800"
"In post","2021","Grants Management","G6/G7","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","SCS","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","SEO/HEO","Operational Delivery","330","310","32740","31110"
"In post","2021","Grants Management","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","Human Resources","1120","1020","21530","21130"
"In post","2021","Human Resources","AA/AO","Operational Delivery","280","240","20980","21400"
"In post","2021","Human Resources","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","Unknown","210","190","20850","20800"
"In post","2021","Human Resources","EO","Human Resources","1210","1140","26920","26670"
"In post","2021","Human Resources","EO","Operational Delivery","220","210","25840","25560"
"In post","2021","Human Resources","EO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","EO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","EO","Tax","60","50","26750","25560"
"In post","2021","Human Resources","EO","Unknown","250","240","26410","25760"
"In post","2021","Human Resources","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Human Resources","1450","1400","58030","56020"
"In post","2021","Human Resources","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Operational Delivery","60","60","55360","53430"
"In post","2021","Human Resources","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Other","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Tax","30","30","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Unknown","320","310","57600","56520"
"In post","2021","Human Resources","SCS","Human Resources","170","160","89020","82330"
"In post","2021","Human Resources","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Other","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Unknown","50","50","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Human Resources","2950","2820","36700","36030"
"In post","2021","Human Resources","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Operational Delivery","220","210","33580","31810"
"In post","2021","Human Resources","SEO/HEO","Other","30","30","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Policy","50","40","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Tax","80","80","34250","32460"
"In post","2021","Human Resources","SEO/HEO","Unknown","490","470","36100","35790"
"In post","2021","Human Resources","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Human Resources","40","40","[c]","[c]"
"In post","2021","Human Resources","Unknown","Operational Delivery","150","140","33560","29080"
"In post","2021","Human Resources","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Internal Audit","50","50","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Internal Audit","190","190","58890","56670"
"In post","2021","Internal Audit","G6/G7","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Other","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Internal Audit","460","440","40570","40550"
"In post","2021","Internal Audit","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","Legal","40","40","[c]","[c]"
"In post","2021","Legal","AA/AO","Operational Delivery","2480","2230","22030","21950"
"In post","2021","Legal","AA/AO","Other","40","40","[c]","[c]"
"In post","2021","Legal","AA/AO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Legal","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","EO","Legal","370","360","28330","27130"
"In post","2021","Legal","EO","Operational Delivery","1810","1660","28070","28430"
"In post","2021","Legal","EO","Other","210","200","27500","27350"
"In post","2021","Legal","EO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","EO","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G6/G7","Legal","5660","5220","59470","58040"
"In post","2021","Legal","G6/G7","Operational Delivery","150","150","60120","58590"
"In post","2021","Legal","G6/G7","Other","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G6/G7","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","G6/G7","Tax","80","80","55070","52580"
"In post","2021","Legal","G6/G7","Unknown","60","60","62140","59160"
"In post","2021","Legal","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","Legal","380","360","88640","83220"
"In post","2021","Legal","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","Other","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","Unknown","60","60","88220","80020"
"In post","2021","Legal","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SEO/HEO","Legal","2190","2020","40390","40000"
"In post","2021","Legal","SEO/HEO","Operational Delivery","710","690","35150","33930"
"In post","2021","Legal","SEO/HEO","Other","90","90","33650","31670"
"In post","2021","Legal","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SEO/HEO","Tax","250","240","34480","31810"
"In post","2021","Legal","SEO/HEO","Unknown","50","50","34710","31810"
"In post","2021","Legal","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Knowledge and Information Management","100","90","22100","22000"
"In post","2021","No function","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Operational Delivery","64200","57880","23290","21590"
"In post","2021","No function","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Other","480","430","23680","21160"
"In post","2021","No function","AA/AO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Policy","500","470","23910","23500"
"In post","2021","No function","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Psychology","70","60","21260","20890"
"In post","2021","No function","AA/AO","Science and Engineering","710","670","22000","21580"
"In post","2021","No function","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Tax","2770","2590","20240","20140"
"In post","2021","No function","AA/AO","Unknown","1580","1490","20600","20140"
"In post","2021","No function","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Digital, Data and Technology","50","40","[c]","[c]"
"In post","2021","No function","EO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Finance","40","40","[c]","[c]"
"In post","2021","No function","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Intelligence Analysis","350","340","28700","27380"
"In post","2021","No function","EO","International Trade","100","100","26890","26510"
"In post","2021","No function","EO","Knowledge and Information Management","210","200","26510","26210"
"In post","2021","No function","EO","Operational Delivery","25950","24260","28440","27130"
"In post","2021","No function","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Other","580","560","27890","26780"
"In post","2021","No function","EO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Policy","1860","1820","28230","27850"
"In post","2021","No function","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Psychology","420","410","26890","26330"
"In post","2021","No function","EO","Science and Engineering","690","670","26640","26880"
"In post","2021","No function","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","Tax","1850","1670","27130","25560"
"In post","2021","No function","EO","Unknown","860","840","26450","25560"
"In post","2021","No function","EO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","No function","G6/G7","Commercial","100","100","58530","54760"
"In post","2021","No function","G6/G7","Communications","40","40","[c]","[c]"
"In post","2021","No function","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","No function","G6/G7","Digital, Data and Technology","50","50","59130","54710"
"In post","2021","No function","G6/G7","Economics","230","220","58380","57850"
"In post","2021","No function","G6/G7","Finance","130","130","58430","54760"
"In post","2021","No function","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","G6/G7","Inspector of Education and Training","510","500","75360","75500"
"In post","2021","No function","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
