"Status","Year","Sex","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Female","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Communications","30","30","[c]","[c]"
"New entrant CS","2021","Female","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Digital, Data & Technology","50","50","38090","34360"
"New entrant CS","2021","Female","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Human Resources","60","50","32580","31110"
"New entrant CS","2021","Female","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Legal","90","90","36230","37230"
"New entrant CS","2021","Female","Asian","No function","570","530","28460","25850"
"New entrant CS","2021","Female","Asian","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Female","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Asian","Unknown","1150","1110","28350","27570"
"New entrant CS","2021","Female","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Female","Black","No function","480","460","29350","26810"
"New entrant CS","2021","Female","Black","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Female","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Black","Unknown","1050","1040","29080","31060"
"New entrant CS","2021","Female","Chinese","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","No function","300","290","29430","26810"
"New entrant CS","2021","Female","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Mixed","Unknown","490","480","27630","27570"
"New entrant CS","2021","Female","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","No function","70","60","30190","26680"
"New entrant CS","2021","Female","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Unknown","120","110","27690","27570"
"New entrant CS","2021","Female","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","No function","200","180","29420","27500"
"New entrant CS","2021","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Unknown","170","160","29000","27570"
"New entrant CS","2021","Female","Unknown","Analysis","120","110","36560","32540"
"New entrant CS","2021","Female","Unknown","Commercial","170","160","58650","61710"
"New entrant CS","2021","Female","Unknown","Communications","320","310","30110","25560"
"New entrant CS","2021","Female","Unknown","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Debt","340","330","20400","20140"
"New entrant CS","2021","Female","Unknown","Digital, Data & Technology","250","240","38840","34550"
"New entrant CS","2021","Female","Unknown","Finance","120","120","33950","32790"
"New entrant CS","2021","Female","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Human Resources","130","120","32310","27270"
"New entrant CS","2021","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Legal","240","240","31490","25950"
"New entrant CS","2021","Female","Unknown","No function","4240","4080","25870","22680"
"New entrant CS","2021","Female","Unknown","Project Delivery","150","150","35500","32930"
"New entrant CS","2021","Female","Unknown","Property","80","80","25220","20880"
"New entrant CS","2021","Female","Unknown","Security","80","80","27360","23540"
"New entrant CS","2021","Female","Unknown","Unknown","2600","2500","30380","27570"
"New entrant CS","2021","Female","White","Analysis","360","350","33600","31810"
"New entrant CS","2021","Female","White","Commercial","170","170","33600","33000"
"New entrant CS","2021","Female","White","Communications","270","260","31540","26870"
"New entrant CS","2021","Female","White","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2021","Female","White","Debt","120","120","20350","20140"
"New entrant CS","2021","Female","White","Digital, Data & Technology","340","330","38550","35460"
"New entrant CS","2021","Female","White","Finance","220","210","33640","29540"
"New entrant CS","2021","Female","White","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","White","Human Resources","380","360","31990","28000"
"New entrant CS","2021","Female","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","White","Legal","490","470","35740","33550"
"New entrant CS","2021","Female","White","No function","6300","6000","28330","24300"
"New entrant CS","2021","Female","White","Project Delivery","530","510","35170","33000"
"New entrant CS","2021","Female","White","Property","190","190","28500","25070"
"New entrant CS","2021","Female","White","Security","130","130","25200","23230"
"New entrant CS","2021","Female","White","Unknown","7590","7350","26830","27570"
"New entrant CS","2021","Male","Asian","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Digital, Data & Technology","110","110","41280","36500"
"New entrant CS","2021","Male","Asian","Finance","40","40","[c]","[c]"
"New entrant CS","2021","Male","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Male","Asian","No function","480","470","29350","26370"
"New entrant CS","2021","Male","Asian","Project Delivery","60","60","39990","36540"
"New entrant CS","2021","Male","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Asian","Unknown","1080","1070","28980","27570"
"New entrant CS","2021","Male","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Male","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","No function","250","240","29820","26880"
"New entrant CS","2021","Male","Black","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Male","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Black","Unknown","480","480","28910","29290"
"New entrant CS","2021","Male","Chinese","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","No function","180","180","29150","27360"
"New entrant CS","2021","Male","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Unknown","270","270","28250","27570"
"New entrant CS","2021","Male","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","No function","40","30","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Unknown","80","80","30590","28650"
"New entrant CS","2021","Male","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","No function","200","190","32250","27660"
"New entrant CS","2021","Male","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Unknown","200","200","27430","27570"
"New entrant CS","2021","Male","Unknown","Analysis","170","170","35030","31810"
"New entrant CS","2021","Male","Unknown","Commercial","180","180","67550","68130"
"New entrant CS","2021","Male","Unknown","Communications","350","350","29640","25560"
"New entrant CS","2021","Male","Unknown","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Debt","320","310","20450","20140"
"New entrant CS","2021","Male","Unknown","Digital, Data & Technology","410","410","40210","36530"
"New entrant CS","2021","Male","Unknown","Finance","110","110","32530","31810"
"New entrant CS","2021","Male","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Human Resources","50","50","31870","31870"
"New entrant CS","2021","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Legal","120","120","32390","26550"
"New entrant CS","2021","Male","Unknown","No function","3420","3340","27020","22850"
"New entrant CS","2021","Male","Unknown","Project Delivery","240","240","31630","29000"
"New entrant CS","2021","Male","Unknown","Property","120","120","29790","24500"
"New entrant CS","2021","Male","Unknown","Security","240","230","27970","25540"
"New entrant CS","2021","Male","Unknown","Unknown","2120","2090","31040","27570"
"New entrant CS","2021","Male","White","Analysis","350","350","34200","32540"
"New entrant CS","2021","Male","White","Commercial","150","150","37710","34670"
"New entrant CS","2021","Male","White","Communications","250","250","30940","25560"
"New entrant CS","2021","Male","White","Counter Fraud","60","60","32900","30350"
"New entrant CS","2021","Male","White","Debt","120","120","20830","20140"
"New entrant CS","2021","Male","White","Digital, Data & Technology","520","520","40620","37300"
"New entrant CS","2021","Male","White","Finance","170","160","39080","33000"
"New entrant CS","2021","Male","White","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","White","Human Resources","170","160","32880","27810"
"New entrant CS","2021","Male","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","White","Legal","280","280","38860","38000"
"New entrant CS","2021","Male","White","No function","4410","4320","30120","25850"
"New entrant CS","2021","Male","White","Project Delivery","670","670","38140","35000"
"New entrant CS","2021","Male","White","Property","300","290","32900","30000"
"New entrant CS","2021","Male","White","Security","340","340","27070","23540"
"New entrant CS","2021","Male","White","Unknown","5590","5550","27030","27570"
"New entrant CS","2021","Unknown","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Analysis","70","70","32170","30710"
"New entrant CS","2022","Female","Asian","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Female","Asian","Communications","80","80","27150","26590"
"New entrant CS","2022","Female","Asian","Counter Fraud","90","90","27110","25110"
"New entrant CS","2022","Female","Asian","Debt","80","80","21390","21250"
"New entrant CS","2022","Female","Asian","Digital, Data & Technology","120","120","37190","34260"
"New entrant CS","2022","Female","Asian","Finance","60","60","31880","29270"
"New entrant CS","2022","Female","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Human Resources","70","70","32330","28000"
"New entrant CS","2022","Female","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Legal","130","130","36430","31560"
"New entrant CS","2022","Female","Asian","No function","1690","1610","28300","27570"
"New entrant CS","2022","Female","Asian","Project Delivery","60","60","35950","32000"
"New entrant CS","2022","Female","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Unknown","190","180","28470","27570"
"New entrant CS","2022","Female","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","Communications","40","30","[c]","[c]"
"New entrant CS","2022","Female","Black","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2022","Female","Black","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","Digital, Data & Technology","60","60","38190","33640"
"New entrant CS","2022","Female","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","Human Resources","50","40","[c]","[c]"
"New entrant CS","2022","Female","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","Legal","60","60","33160","26950"
"New entrant CS","2022","Female","Black","No function","1240","1190","28960","27680"
"New entrant CS","2022","Female","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","Unknown","90","90","31260","28650"
"New entrant CS","2022","Female","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","No function","690","670","28660","27570"
"New entrant CS","2022","Female","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Unknown","70","70","29350","27230"
"New entrant CS","2022","Female","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","No function","170","170","28280","27270"
"New entrant CS","2022","Female","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","No function","300","280","29820","27570"
"New entrant CS","2022","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Analysis","120","100","34480","30950"
