"Status","Year","Function_of_post","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","White","40","40","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","White","30","30","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Asian","40","40","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Mixed","30","30","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Unknown","310","300","33720","30130"
"In post","2021","Analysis","United Kingdom Statistics Authority","White","1270","1210","38130","36030"
"In post","2021","Analysis","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","White","30","30","[c]","[c]"
"In post","2021","Analysis","Wales Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","Black","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","White","40","40","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","1020","1000","71010","64500"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","White","320","320","71570","62730"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Companies House","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Companies House","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Companies House","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Companies House","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Companies House","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Companies House","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Unknown","70","70","30040","27770"
"In post","2021","Commercial","Crown Commercial Service","White","270","260","34740","34800"
"In post","2021","Commercial","Crown Prosecution Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
