"Status","Year","Profession_of_post","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Economics","Unknown","No function","60","60","49870","52290"
"In post","2021","Economics","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2021","Economics","Unknown","Unknown","60","60","43660","35340"
"In post","2021","Economics","White","Analysis","790","770","48530","44000"
"In post","2021","Economics","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Economics","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Economics","White","Finance","40","30","[c]","[c]"
"In post","2021","Economics","White","No function","300","300","49490","52500"
"In post","2021","Economics","White","Project Delivery","60","60","55740","55730"
"In post","2021","Economics","White","Unknown","110","110","48630","44480"
"In post","2021","Finance","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Asian","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Asian","Finance","590","570","39450","36200"
"In post","2021","Finance","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Asian","No function","60","50","43250","40050"
"In post","2021","Finance","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Asian","Unknown","70","70","40410","35700"
"In post","2021","Finance","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Black","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Black","Finance","300","290","39740","36960"
"In post","2021","Finance","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chinese","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chinese","Finance","50","40","[c]","[c]"
"In post","2021","Finance","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","Finance","120","120","40630","37960"
"In post","2021","Finance","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other ethnicity","Finance","50","50","39620","37070"
"In post","2021","Finance","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Finance","310","290","40270","36780"
"In post","2021","Finance","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","Finance","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Finance","860","820","37190","32950"
"In post","2021","Finance","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","No function","40","40","[c]","[c]"
"In post","2021","Finance","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2021","Finance","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","White","Analysis","30","30","[c]","[c]"
"In post","2021","Finance","White","Commercial","50","50","32330","28370"
"In post","2021","Finance","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Finance","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Finance","White","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Finance","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","White","Finance","5280","4980","40180","36360"
"In post","2021","Finance","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","White","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Finance","White","No function","270","260","43540","37100"
"In post","2021","Finance","White","Project Delivery","310","300","43420","39980"
"In post","2021","Finance","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","White","Unknown","460","440","44570","37450"
"In post","2021","Human Resources","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Asian","Human Resources","330","320","37400","33300"
"In post","2021","Human Resources","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Asian","Unknown","70","70","38250","35070"
"In post","2021","Human Resources","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Black","Human Resources","230","220","37070","33890"
"In post","2021","Human Resources","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Black","Unknown","50","50","41740","36190"
"In post","2021","Human Resources","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Human Resources","130","120","40770","37000"
"In post","2021","Human Resources","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Human Resources","40","40","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Human Resources","190","180","36220","33000"
"In post","2021","Human Resources","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Human Resources","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Human Resources","610","580","35370","31810"
"In post","2021","Human Resources","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Human Resources","White","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Grants Management","[c]","[c]","[c]","[c]"
