"Status","Year","Function_of_post","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Undeclared","Unknown","1270","1170","37400","33650"
"In post","2021","No function","Unknown","Heterosexual / straight","1830","1670","31410","27380"
"In post","2021","No function","Unknown","LGBO","110","110","34190","30810"
"In post","2021","No function","Unknown","Undeclared","890","820","32140","28590"
"In post","2021","No function","Unknown","Unknown","28360","26870","30000","26300"
"In post","2021","No function","White","Heterosexual / straight","97730","91150","33550","29850"
"In post","2021","No function","White","LGBO","6980","6810","34210","30670"
"In post","2021","No function","White","Undeclared","9540","8610","32330","28130"
"In post","2021","No function","White","Unknown","12740","11260","32300","30080"
"In post","2021","Project Delivery","Asian","Heterosexual / straight","980","960","41250","38080"
"In post","2021","Project Delivery","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Undeclared","40","40","[c]","[c]"
"In post","2021","Project Delivery","Asian","Unknown","80","80","44890","39650"
"In post","2021","Project Delivery","Black","Heterosexual / straight","600","590","38890","36440"
"In post","2021","Project Delivery","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Unknown","30","30","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Project Delivery","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Heterosexual / straight","360","350","41910","38600"
"In post","2021","Project Delivery","Mixed","LGBO","40","40","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Undeclared","30","30","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Heterosexual / straight","110","110","43180","39800"
"In post","2021","Project Delivery","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Heterosexual / straight","100","100","41260","40100"
"In post","2021","Project Delivery","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Undeclared","1250","1210","41910","40050"
"In post","2021","Project Delivery","Undeclared","Unknown","160","150","42320","39110"
"In post","2021","Project Delivery","Unknown","Heterosexual / straight","140","130","43530","38950"
"In post","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Undeclared","80","70","43050","41540"
"In post","2021","Project Delivery","Unknown","Unknown","2590","2520","41470","38600"
"In post","2021","Project Delivery","White","Heterosexual / straight","17920","17300","41200","38630"
"In post","2021","Project Delivery","White","LGBO","810","800","41070","37000"
"In post","2021","Project Delivery","White","Undeclared","1490","1410","40110","35590"
"In post","2021","Project Delivery","White","Unknown","1390","1310","41640","38630"
"In post","2021","Property","Asian","Heterosexual / straight","240","230","35400","31030"
"In post","2021","Property","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Asian","Unknown","40","40","[c]","[c]"
"In post","2021","Property","Black","Heterosexual / straight","120","110","36450","33740"
"In post","2021","Property","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","Heterosexual / straight","80","80","33680","32780"
"In post","2021","Property","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Property","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Property","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Undeclared","360","340","36850","33300"
"In post","2021","Property","Undeclared","Unknown","60","60","35720","33300"
"In post","2021","Property","Unknown","Heterosexual / straight","70","70","35070","30710"
"In post","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","1380","1310","30430","26500"
"In post","2021","Property","White","Heterosexual / straight","5310","5070","35580","33300"
"In post","2021","Property","White","LGBO","200","190","34690","32060"
"In post","2021","Property","White","Undeclared","410","390","36480","33300"
"In post","2021","Property","White","Unknown","820","780","30820","28120"
"In post","2021","Security","Asian","Heterosexual / straight","190","190","32040","30500"
"In post","2021","Security","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","Heterosexual / straight","100","100","30760","27630"
"In post","2021","Security","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","Heterosexual / straight","80","70","36080","33200"
"In post","2021","Security","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Security","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Undeclared","390","390","34800","36460"
"In post","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","1210","1190","30240","26750"
"In post","2021","Security","White","Heterosexual / straight","5540","5410","30920","26670"
"In post","2021","Security","White","LGBO","240","240","32680","29370"
"In post","2021","Security","White","Undeclared","500","490","34680","37730"
"In post","2021","Security","White","Unknown","270","260","37320","39070"
"In post","2021","Unknown","Asian","Heterosexual / straight","10240","9490","30030","27570"
"In post","2021","Unknown","Asian","LGBO","180","160","29020","27570"
"In post","2021","Unknown","Asian","Undeclared","840","740","28330","27570"
"In post","2021","Unknown","Asian","Unknown","1480","1250","27850","27570"
"In post","2021","Unknown","Black","Heterosexual / straight","5040","4810","30650","29290"
"In post","2021","Unknown","Black","LGBO","120","120","30410","29540"
"In post","2021","Unknown","Black","Undeclared","340","320","30060","28850"
"In post","2021","Unknown","Black","Unknown","660","590","29240","30330"
"In post","2021","Unknown","Chinese","Heterosexual / straight","290","270","31850","28670"
"In post","2021","Unknown","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Undeclared","30","30","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","40","40","[c]","[c]"
"In post","2021","Unknown","Mixed","Heterosexual / straight","2160","2030","31260","27570"
"In post","2021","Unknown","Mixed","LGBO","230","220","31770","27570"
"In post","2021","Unknown","Mixed","Undeclared","200","180","30440","27570"
"In post","2021","Unknown","Mixed","Unknown","210","180","28900","27570"
"In post","2021","Unknown","Other ethnicity","Heterosexual / straight","590","550","31560","28670"
"In post","2021","Unknown","Other ethnicity","LGBO","50","50","32480","30170"
"In post","2021","Unknown","Other ethnicity","Undeclared","120","120","37570","31060"
"In post","2021","Unknown","Other ethnicity","Unknown","100","80","29340","27570"
"In post","2021","Unknown","Undeclared","Heterosexual / straight","1100","1010","30250","27570"
"In post","2021","Unknown","Undeclared","LGBO","90","90","29030","27570"
"In post","2021","Unknown","Undeclared","Undeclared","4680","4360","31950","27570"
"In post","2021","Unknown","Undeclared","Unknown","2090","1780","27850","27570"
"In post","2021","Unknown","Unknown","Heterosexual / straight","450","420","30270","27570"
"In post","2021","Unknown","Unknown","LGBO","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Undeclared","120","120","34500","27570"
"In post","2021","Unknown","Unknown","Unknown","13160","12500","32600","27570"
"In post","2021","Unknown","White","Heterosexual / straight","94730","87110","30930","27570"
"In post","2021","Unknown","White","LGBO","5380","5190","30910","27570"
"In post","2021","Unknown","White","Undeclared","8580","7750","30410","27570"
"In post","2021","Unknown","White","Unknown","13360","11440","28590","27570"
"In post","2022","Analysis","Asian","Heterosexual / straight","540","520","42920","38370"
"In post","2022","Analysis","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Asian","Undeclared","30","30","[c]","[c]"
"In post","2022","Analysis","Asian","Unknown","40","30","[c]","[c]"
"In post","2022","Analysis","Black","Heterosexual / straight","170","170","39500","37610"
"In post","2022","Analysis","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mixed","Heterosexual / straight","170","160","43720","40280"
"In post","2022","Analysis","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other ethnicity","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Analysis","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Undeclared","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Analysis","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Undeclared","Undeclared","140","130","46550","42080"
"In post","2022","Analysis","Undeclared","Unknown","70","70","43300","47010"
"In post","2022","Analysis","Unknown","Heterosexual / straight","50","50","41310","38200"
"In post","2022","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Undeclared","120","120","49740","53360"
"In post","2022","Analysis","Unknown","Unknown","780","760","40200","36840"
"In post","2022","Analysis","White","Heterosexual / straight","4480","4290","45010","39850"
"In post","2022","Analysis","White","LGBO","490","480","40670","37610"
"In post","2022","Analysis","White","Undeclared","350","330","42910","38070"
"In post","2022","Analysis","White","Unknown","810","780","41050","38070"
"In post","2022","Commercial","Asian","Heterosexual / straight","250","250","42550","38840"
"In post","2022","Commercial","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Black","Heterosexual / straight","130","130","40390","36530"
"In post","2022","Commercial","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mixed","Heterosexual / straight","70","70","39900","36520"
"In post","2022","Commercial","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Undeclared","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Commercial","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Undeclared","Undeclared","160","150","42590","40000"
"In post","2022","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Heterosexual / straight","60","60","43710","40520"
"In post","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Undeclared","100","100","45890","41980"
"In post","2022","Commercial","Unknown","Unknown","1680","1660","61390","61710"
"In post","2022","Commercial","White","Heterosexual / straight","3290","3180","42930","38980"
"In post","2022","Commercial","White","LGBO","190","180","39990","36500"
"In post","2022","Commercial","White","Undeclared","260","250","40860","36820"
"In post","2022","Commercial","White","Unknown","240","230","45070","40010"
"In post","2022","Communications","Asian","Heterosexual / straight","580","570","32450","27140"
