"Status","Year","Function_of_post","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Project Delivery","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Unknown","50","50","46860","42100"
"Leaver Dept.","2022","Property","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Heterosexual / straight","Declared non-disabled","90","80","41810","36800"
"Leaver Dept.","2022","Property","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Security","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Heterosexual / straight","Declared non-disabled","80","80","38700","34590"
"Leaver Dept.","2022","Security","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Declared disabled","110","110","35770","29970"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Declared non-disabled","1220","1180","35410","28850"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Unknown","70","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Declared non-disabled","80","80","36730","32000"
"Leaver Dept.","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Declared non-disabled","100","90","37960","31950"
"Leaver Dept.","2022","Unknown","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared disabled","120","100","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared non-disabled","890","700","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","60","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","920","800","35690","31060"
"New entrant CS","2021","Analysis","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Declared non-disabled","480","480","34530","32190"
"New entrant CS","2021","Analysis","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Unknown","170","160","32680","32540"
"New entrant CS","2021","Analysis","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Declared non-disabled","50","50","31950","31810"
"New entrant CS","2021","Analysis","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Unknown","300","300","35590","32540"
"New entrant CS","2021","Commercial","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Heterosexual / straight","Declared non-disabled","240","230","36790","34020"
"New entrant CS","2021","Commercial","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Heterosexual / straight","Unknown","80","80","34230","31780"
"New entrant CS","2021","Commercial","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Unknown","350","340","63460","67500"
"New entrant CS","2021","Communications","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Heterosexual / straight","Declared non-disabled","410","400","31070","25560"
"New entrant CS","2021","Communications","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Heterosexual / straight","Unknown","60","60","34570","31030"
"New entrant CS","2021","Communications","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Unknown","660","650","29620","25560"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Declared non-disabled","70","70","31950","26140"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Unknown","90","90","28650","25560"
"New entrant CS","2021","Debt","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Heterosexual / straight","Declared non-disabled","210","200","20600","20140"
"New entrant CS","2021","Debt","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Unknown","670","650","20460","20140"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Declared disabled","60","60","38620","37000"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Declared non-disabled","620","610","41160","38630"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Unknown","230","220","39190","36500"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Declared non-disabled","50","50","40490","36090"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Declared non-disabled","50","50","42840","38630"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Declared non-disabled","80","80","33340","32060"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","670","660","39600","36030"
"New entrant CS","2021","Finance","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Heterosexual / straight","Declared non-disabled","340","330","36150","32560"
"New entrant CS","2021","Finance","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Heterosexual / straight","Unknown","80","80","35500","32790"
"New entrant CS","2021","Finance","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","220","210","33290","32790"
"New entrant CS","2021","Grants Management","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Declared disabled","60","60","33270","29260"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Declared non-disabled","400","380","32660","28000"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Unknown","100","100","32850","28840"
"New entrant CS","2021","Human Resources","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","170","160","32280","28000"
"New entrant CS","2021","Internal Audit","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Legal","Heterosexual / straight","Declared non-disabled","330","320","40770","37230"
"New entrant CS","2021","Legal","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Heterosexual / straight","Unknown","530","510","34950","38000"
"New entrant CS","2021","Legal","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","LGBO","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Unknown","90","80","26270","20850"
"New entrant CS","2021","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Unknown","280","270","34240","28570"
"New entrant CS","2021","No function","Heterosexual / straight","Declared disabled","810","780","27970","24830"
"New entrant CS","2021","No function","Heterosexual / straight","Declared non-disabled","8290","7960","28620","24620"
"New entrant CS","2021","No function","Heterosexual / straight","Undeclared","350","330","31970","28590"
"New entrant CS","2021","No function","Heterosexual / straight","Unknown","1590","1560","31130","28970"
"New entrant CS","2021","No function","LGBO","Declared disabled","230","230","26960","24920"
"New entrant CS","2021","No function","LGBO","Declared non-disabled","800","780","28100","24800"
"New entrant CS","2021","No function","LGBO","Undeclared","50","50","27610","28030"
"New entrant CS","2021","No function","LGBO","Unknown","170","160","29940","28500"
"New entrant CS","2021","No function","Undeclared","Declared disabled","80","80","27390","25240"
"New entrant CS","2021","No function","Undeclared","Declared non-disabled","530","490","31180","27850"
"New entrant CS","2021","No function","Undeclared","Undeclared","270","240","35500","31370"
"New entrant CS","2021","No function","Undeclared","Unknown","130","130","33850","30190"
"New entrant CS","2021","No function","Unknown","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Declared non-disabled","150","150","32180","25900"
"New entrant CS","2021","No function","Unknown","Undeclared","110","110","40360","34710"
"New entrant CS","2021","No function","Unknown","Unknown","7580","7350","26030","22850"
"New entrant CS","2021","Project Delivery","Heterosexual / straight","Declared disabled","80","80","35580","33000"
"New entrant CS","2021","Project Delivery","Heterosexual / straight","Declared non-disabled","1020","1000","37220","33610"
"New entrant CS","2021","Project Delivery","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Heterosexual / straight","Unknown","140","130","37190","36030"
"New entrant CS","2021","Project Delivery","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","LGBO","Declared non-disabled","70","60","34170","30850"
"New entrant CS","2021","Project Delivery","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Declared non-disabled","60","60","37550","35790"
"New entrant CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","350","350","32450","29180"
"New entrant CS","2021","Property","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Heterosexual / straight","Declared non-disabled","370","360","32060","30000"
"New entrant CS","2021","Property","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Property","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Declared non-disabled","50","50","26680","25140"
"New entrant CS","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","200","200","27990","24500"
"New entrant CS","2021","Security","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Declared non-disabled","380","370","26400","23540"
"New entrant CS","2021","Security","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Unknown","50","50","28580","25000"
"New entrant CS","2021","Security","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Unknown","290","290","27710","24540"
"New entrant CS","2021","Unknown","Heterosexual / straight","Declared disabled","1720","1670","26890","27570"
"New entrant CS","2021","Unknown","Heterosexual / straight","Declared non-disabled","12910","12660","27190","27570"
"New entrant CS","2021","Unknown","Heterosexual / straight","Undeclared","480","470","26610","27570"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","630","610","33360","28650"
"New entrant CS","2021","Unknown","LGBO","Declared disabled","370","360","26900","27570"
"New entrant CS","2021","Unknown","LGBO","Declared non-disabled","1080","1070","26620","27570"
"New entrant CS","2021","Unknown","LGBO","Undeclared","80","80","26220","27570"
"New entrant CS","2021","Unknown","LGBO","Unknown","50","50","33700","30650"
"New entrant CS","2021","Unknown","Undeclared","Declared disabled","150","150","28020","27570"
"New entrant CS","2021","Unknown","Undeclared","Declared non-disabled","600","590","27990","27570"
"New entrant CS","2021","Unknown","Undeclared","Undeclared","160","160","27940","27570"
"New entrant CS","2021","Unknown","Undeclared","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","100","90","30130","28430"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","4630","4510","30760","27570"
"New entrant CS","2022","Analysis","Heterosexual / straight","Declared disabled","70","70","30710","30850"
"New entrant CS","2022","Analysis","Heterosexual / straight","Declared non-disabled","700","690","34330","30880"
"New entrant CS","2022","Analysis","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Heterosexual / straight","Unknown","130","120","34830","31800"
"New entrant CS","2022","Analysis","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","Declared non-disabled","100","100","32540","30710"
"New entrant CS","2022","Analysis","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Unknown","70","40","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Declared non-disabled","90","90","29930","29200"
"New entrant CS","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Unknown","170","170","34690","30450"
"New entrant CS","2022","Commercial","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","Declared non-disabled","330","330","34950","33000"
"New entrant CS","2022","Commercial","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","Unknown","110","100","33680","30420"
"New entrant CS","2022","Commercial","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Unknown","80","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","330","320","58720","62060"
