"Status","Year","Region_ITL3","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedford","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","No function","100","90","27040","26750"
"In post","2021","Bedford","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Unknown","40","30","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Counter Fraud","260","250","32230","31810"
"In post","2021","Belfast","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","No function","1000","930","30850","28130"
"In post","2021","Belfast","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Heterosexual / straight","Unknown","400","360","25040","21670"
"In post","2021","Belfast","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","No function","60","60","26840","25560"
"In post","2021","Belfast","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","No function","80","80","30270","27740"
"In post","2021","Belfast","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2021","Belfast","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Counter Fraud","100","90","29190","25560"
"In post","2021","Belfast","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","No function","580","540","24820","21020"
"In post","2021","Belfast","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Counter Fraud","50","50","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Digital, Data & Technology","70","70","40930","36970"
"In post","2021","Berkshire","Heterosexual / straight","Finance","40","40","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Grants Management","80","80","31240","26520"
"In post","2021","Berkshire","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Legal","110","100","43430","40800"
"In post","2021","Berkshire","Heterosexual / straight","No function","470","440","33860","31980"
"In post","2021","Berkshire","Heterosexual / straight","Project Delivery","60","60","45860","41820"
"In post","2021","Berkshire","Heterosexual / straight","Property","40","40","[c]","[c]"
"In post","2021","Berkshire","Heterosexual / straight","Security","390","390","35520","39070"
"In post","2021","Berkshire","Heterosexual / straight","Unknown","550","530","30090","29290"
"In post","2021","Berkshire","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","No function","70","70","32330","29180"
"In post","2021","Berkshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Security","70","70","38570","41070"
"In post","2021","Berkshire","Undeclared","Unknown","70","60","30800","29290"
"In post","2021","Berkshire","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Berkshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Grants Management","70","60","26360","21050"
"In post","2021","Berkshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Legal","40","30","[c]","[c]"
"In post","2021","Berkshire","Unknown","No function","140","130","32990","31810"
"In post","2021","Berkshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Security","150","150","32060","27680"
"In post","2021","Berkshire","Unknown","Unknown","110","100","30780","29290"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","No function","770","740","32000","32600"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Unknown","330","310","31200","31060"
"In post","2021","Bexley and Greenwich","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","No function","50","50","32340","32600"
"In post","2021","Bexley and Greenwich","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","No function","100","90","32440","32890"
"In post","2021","Bexley and Greenwich","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","No function","300","290","30600","30180"
"In post","2021","Bexley and Greenwich","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Unknown","100","90","30790","31060"
"In post","2021","Birmingham","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Heterosexual / straight","Commercial","50","50","45220","38370"
"In post","2021","Birmingham","Heterosexual / straight","Communications","110","100","32310","31810"
"In post","2021","Birmingham","Heterosexual / straight","Counter Fraud","350","330","32870","31810"
"In post","2021","Birmingham","Heterosexual / straight","Debt","180","160","22710","20140"
"In post","2021","Birmingham","Heterosexual / straight","Digital, Data & Technology","150","140","40810","37150"
"In post","2021","Birmingham","Heterosexual / straight","Finance","70","70","41430","38270"
"In post","2021","Birmingham","Heterosexual / straight","Human Resources","90","90","43070","39850"
"In post","2021","Birmingham","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Heterosexual / straight","Legal","420","390","38340","32370"
"In post","2021","Birmingham","Heterosexual / straight","No function","4070","3820","31010","26290"
"In post","2021","Birmingham","Heterosexual / straight","Project Delivery","200","200","42980","39850"
"In post","2021","Birmingham","Heterosexual / straight","Property","160","140","35320","32100"
"In post","2021","Birmingham","Heterosexual / straight","Security","30","30","[c]","[c]"
"In post","2021","Birmingham","Heterosexual / straight","Unknown","1430","1300","27580","27570"
"In post","2021","Birmingham","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","No function","210","200","31030","26550"
"In post","2021","Birmingham","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Unknown","70","70","26860","27570"
"In post","2021","Birmingham","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Counter Fraud","60","50","34170","28130"
