"Status","Year","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Female","1350","1260","33570","28520"
"In post","2021","Project Delivery","Other","Male","2000","1960","35000","30810"
"In post","2021","Project Delivery","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Female","1320","1250","50600","52580"
"In post","2021","Project Delivery","Policy","Male","1130","1100","53870","54400"
"In post","2021","Project Delivery","Project Delivery","Female","7020","6700","40120","37320"
"In post","2021","Project Delivery","Project Delivery","Male","7020","6910","44120","40580"
"In post","2021","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","Female","120","120","49760","50630"
"In post","2021","Project Delivery","Property","Male","180","180","49300","50630"
"In post","2021","Project Delivery","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","Female","350","340","36600","33000"
"In post","2021","Project Delivery","Science and Engineering","Male","3110","3050","37290","35730"
"In post","2021","Project Delivery","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","Male","40","40","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","Female","80","80","40410","32520"
"In post","2021","Project Delivery","Tax","Male","50","50","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Female","280","260","45740","35680"
"In post","2021","Project Delivery","Unknown","Male","290","290","54600","45210"
"In post","2021","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Operational Delivery","Female","870","790","27390","21250"
"In post","2021","Property","Operational Delivery","Male","580","560","31080","24500"
"In post","2021","Property","Other","Female","80","70","32840","25900"
"In post","2021","Property","Other","Male","250","240","31640","28870"
"In post","2021","Property","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","Female","30","30","[c]","[c]"
"In post","2021","Property","Project Delivery","Male","40","40","[c]","[c]"
"In post","2021","Property","Property","Female","2570","2390","33560","31810"
"In post","2021","Property","Property","Male","3890","3790","37020","33300"
"In post","2021","Property","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Female","260","240","33580","29190"
"In post","2021","Property","Unknown","Male","590","580","32700","30160"
"In post","2021","Security","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","Female","100","100","43680","38860"
"In post","2021","Security","Intelligence Analysis","Male","100","100","47960","39770"
"In post","2021","Security","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Security","Female","1480","1440","31160","27700"
"In post","2021","Security","Security","Male","6140","6050","30960","26750"
"In post","2021","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Female","460","430","32190","33000"
"In post","2021","Security","Unknown","Male","420","410","34060","33300"
"In post","2021","Unknown","Commercial","Female","60","60","39490","39190"
"In post","2021","Unknown","Commercial","Male","50","50","41910","42100"
"In post","2021","Unknown","Communications","Female","200","190","44220","42710"
"In post","2021","Unknown","Communications","Male","140","140","44160","41320"
"In post","2021","Unknown","Counter Fraud","Female","110","100","25620","25310"
"In post","2021","Unknown","Counter Fraud","Male","70","60","29190","25580"
"In post","2021","Unknown","Digital, Data and Technology","Female","450","430","47490","44100"
"In post","2021","Unknown","Digital, Data and Technology","Male","1000","990","48490","44970"
"In post","2021","Unknown","Economics","Female","80","70","45870","40870"
"In post","2021","Unknown","Economics","Male","130","130","46740","35910"
"In post","2021","Unknown","Finance","Female","350","330","42040","37410"
"In post","2021","Unknown","Finance","Male","280","280","45730","41970"
"In post","2021","Unknown","Human Resources","Female","510","470","40730","37180"
"In post","2021","Unknown","Human Resources","Male","270","260","41400","36620"
"In post","2021","Unknown","Intelligence Analysis","Female","930","860","30970","29080"
"In post","2021","Unknown","Intelligence Analysis","Male","1310","1270","33680","30980"
"In post","2021","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Female","110","100","36590","34490"
"In post","2021","Unknown","Knowledge and Information Management","Male","100","100","38240","37410"
"In post","2021","Unknown","Legal","Female","100","90","56140","60830"
"In post","2021","Unknown","Legal","Male","50","50","57450","60830"
"In post","2021","Unknown","Medicine","Female","1430","1270","42870","37890"
"In post","2021","Unknown","Medicine","Male","560","530","55420","46290"
"In post","2021","Unknown","Operational Delivery","Female","14720","13080","28100","25630"
"In post","2021","Unknown","Operational Delivery","Male","12910","12280","29070","25990"
"In post","2021","Unknown","Operational Research","Female","50","50","[c]","[c]"
"In post","2021","Unknown","Operational Research","Male","130","120","45650","41700"
"In post","2021","Unknown","Other","Female","7300","6900","27600","22080"
"In post","2021","Unknown","Other","Male","7900","7760","31000","28650"
"In post","2021","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Female","3010","2870","45460","41970"
"In post","2021","Unknown","Policy","Male","2330","2300","49410","45200"
"In post","2021","Unknown","Project Delivery","Female","800","770","44020","41140"
"In post","2021","Unknown","Project Delivery","Male","650","640","46130","41970"
"In post","2021","Unknown","Property","Female","70","60","40800","34600"
"In post","2021","Unknown","Property","Male","90","90","43710","40740"
"In post","2021","Unknown","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Female","510","490","43140","40580"
"In post","2021","Unknown","Science and Engineering","Male","1820","1790","34910","29200"
"In post","2021","Unknown","Security","Female","120","110","33630","29370"
"In post","2021","Unknown","Security","Male","230","230","29740","25630"
"In post","2021","Unknown","Social Research","Female","200","190","45630","47000"
"In post","2021","Unknown","Social Research","Male","50","50","[c]","[c]"
"In post","2021","Unknown","Statistics","Female","100","90","41560","38360"
"In post","2021","Unknown","Statistics","Male","90","80","40540","37410"
"In post","2021","Unknown","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","67120","58420","28650","27570"
"In post","2021","Unknown","Unknown","Male","38130","36730","30620","27570"
"In post","2021","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","Female","80","80","42440","41750"
"In post","2022","Analysis","Digital, Data and Technology","Male","80","80","46640","45250"
"In post","2022","Analysis","Economics","Female","480","460","45680","38340"
"In post","2022","Analysis","Economics","Male","890","880","47460","41950"
"In post","2022","Analysis","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Male","30","30","[c]","[c]"
"In post","2022","Analysis","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Female","50","50","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Male","60","60","43330","40000"
"In post","2022","Analysis","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Female","430","400","34540","30810"
"In post","2022","Analysis","Operational Delivery","Male","420","410","36130","32890"
"In post","2022","Analysis","Operational Research","Female","270","250","42780","38340"
"In post","2022","Analysis","Operational Research","Male","450","430","45680","47010"
"In post","2022","Analysis","Operational Research","Unknown","[c]","[c]","[c]","[c]"
