"Status","Year","Sex","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Attorney General's Departments","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Attorney General's Departments","Counter Fraud","150","150","49230","42270"
"In post","2022","Male","Attorney General's Departments","Digital, Data & Technology","110","110","42440","40170"
"In post","2022","Male","Attorney General's Departments","Finance","70","70","37850","30720"
"In post","2022","Male","Attorney General's Departments","Human Resources","80","70","41630","35340"
"In post","2022","Male","Attorney General's Departments","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Attorney General's Departments","Legal","2920","2850","48520","51250"
"In post","2022","Male","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"In post","2022","Male","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Attorney General's Departments","Unknown","70","70","45680","39750"
"In post","2022","Male","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Cabinet Office","Commercial","1010","1010","67540","64200"
"In post","2022","Male","Cabinet Office","Communications","140","140","48630","40600"
"In post","2022","Male","Cabinet Office","Counter Fraud","70","70","46800","49700"
"In post","2022","Male","Cabinet Office","Digital, Data & Technology","710","700","50890","54700"
"In post","2022","Male","Cabinet Office","Finance","90","80","50090","49700"
"In post","2022","Male","Cabinet Office","Human Resources","410","400","41050","37300"
"In post","2022","Male","Cabinet Office","Legal","30","30","[c]","[c]"
"In post","2022","Male","Cabinet Office","No function","1860","1850","42860","34550"
"In post","2022","Male","Cabinet Office","Project Delivery","110","110","70600","60570"
"In post","2022","Male","Cabinet Office","Property","220","220","53800","54700"
"In post","2022","Male","Cabinet Office","Security","480","470","34860","33300"
"In post","2022","Male","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Chancellor's other departments","Analysis","140","130","67610","57250"
"In post","2022","Male","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"In post","2022","Male","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Charity Commission","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Male","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Charity Commission","No function","110","110","31590","29160"
"In post","2022","Male","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Charity Commission","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Competition and Markets Authority","Analysis","80","80","63000","57840"
"In post","2022","Male","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Competition and Markets Authority","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2022","Male","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Competition and Markets Authority","Legal","80","80","73360","72430"
"In post","2022","Male","Competition and Markets Authority","Project Delivery","170","170","65170","60230"
"In post","2022","Male","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Analysis","240","230","43450","39570"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Commercial","130","130","46250","45370"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Communications","100","100","40990","38620"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Counter Fraud","210","200","35160","35070"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","1400","1360","41130","39650"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Finance","160","160","46080","42700"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Human Resources","100","100","44180","40040"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Legal","50","40","[c]","[c]"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","No function","4120","4040","44310","40220"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Project Delivery","460","450","44980","42430"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Property","40","40","[c]","[c]"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Security","30","30","[c]","[c]"
"In post","2022","Male","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Digital, Culture, Media and Sport","Analysis","90","90","48810","55730"
"In post","2022","Male","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Digital, Culture, Media and Sport","Finance","40","40","[c]","[c]"
"In post","2022","Male","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Digital, Culture, Media and Sport","No function","690","690","46810","51730"
"In post","2022","Male","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Education","Analysis","90","80","45600","45540"
"In post","2022","Male","Department for Education","Commercial","110","110","38800","36500"
"In post","2022","Male","Department for Education","Communications","90","90","38730","33740"
"In post","2022","Male","Department for Education","Digital, Data & Technology","480","480","41980","38110"
"In post","2022","Male","Department for Education","Finance","610","610","41790","37100"
"In post","2022","Male","Department for Education","Human Resources","40","40","[c]","[c]"
"In post","2022","Male","Department for Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Education","No function","1680","1660","45470","40780"
"In post","2022","Male","Department for Education","Project Delivery","40","40","[c]","[c]"
"In post","2022","Male","Department for Education","Property","330","330","53120","54160"
"In post","2022","Male","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Department for Environment, Food and Rural Affairs","Analysis","290","280","35710","30220"
"In post","2022","Male","Department for Environment, Food and Rural Affairs","Commercial","80","80","39120","36730"
"In post","2022","Male","Department for Environment, Food and Rural Affairs","Communications","100","100","39410","36970"
"In post","2022","Male","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","540","540","43520","44820"
"In post","2022","Male","Department for Environment, Food and Rural Affairs","Finance","210","210","44650","40210"
"In post","2022","Male","Department for Environment, Food and Rural Affairs","Grants Management","970","940","25640","21300"
"In post","2022","Male","Department for Environment, Food and Rural Affairs","Human Resources","90","90","42650","39550"
"In post","2022","Male","Department for Environment, Food and Rural Affairs","No function","2940","2870","38590","35890"
"In post","2022","Male","Department for Environment, Food and Rural Affairs","Project Delivery","130","120","34130","32310"
"In post","2022","Male","Department for Environment, Food and Rural Affairs","Property","180","180","42560","38750"
"In post","2022","Male","Department for Environment, Food and Rural Affairs","Unknown","60","60","46030","53200"
"In post","2022","Male","Department for International Trade","Analysis","160","150","45180","48600"
