"Status","Year","Organisation","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","AA/AO","70","70","18590","17710"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","EO","140","130","23170","22780"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","G6/G7","1260","1200","51350","46720"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Declared non-disabled","SEO/HEO","1300","1250","33060","32910"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","G6/G7","240","230","49560","46130"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","SEO/HEO","150","150","33980","37320"
"In post","2021","Defence Science and Technology Laboratory","Unknown","AA/AO","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","EO","50","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","G6/G7","310","300","51850","47140"
"In post","2021","Defence Science and Technology Laboratory","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","SEO/HEO","340","330","33700","37320"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","EO","50","50","28290","27690"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","G6/G7","190","180","58560","56340"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","SEO/HEO","200","200","37390","35820"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","AA/AO","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","EO","250","240","28070","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","G6/G7","1690","1650","58910","57300"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","SCS","270","250","81920","75000"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","SEO/HEO","1440","1410","38220","37900"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","G6/G7","130","130","58580","55730"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","SEO/HEO","100","100","39080","39610"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","EO","90","90","28060","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","G6/G7","320","310","57670","53850"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SEO/HEO","440","440","37500","36740"
"In post","2021","Department for Digital, Culture, Media and Sport","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Declared disabled","G6/G7","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Declared disabled","SEO/HEO","50","50","36170","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","EO","140","130","27470","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","G6/G7","610","600","58840","57580"
"In post","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","SCS","100","90","85300","76320"
"In post","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","SEO/HEO","470","470","37060","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Undeclared","G6/G7","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","G6/G7","120","110","58390","55550"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","SEO/HEO","110","110","37270","34020"
"In post","2021","Department for Education (excl. agencies)","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Declared disabled","EO","80","80","26690","26000"
"In post","2021","Department for Education (excl. agencies)","Declared disabled","G6/G7","150","140","57090","54400"
"In post","2021","Department for Education (excl. agencies)","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Declared disabled","SEO/HEO","260","250","35760","36500"
"In post","2021","Department for Education (excl. agencies)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Declared non-disabled","AA/AO","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Declared non-disabled","EO","390","380","27150","26000"
"In post","2021","Department for Education (excl. agencies)","Declared non-disabled","G6/G7","1600","1530","57020","54400"
"In post","2021","Department for Education (excl. agencies)","Declared non-disabled","SCS","180","170","82260","74100"
"In post","2021","Department for Education (excl. agencies)","Declared non-disabled","SEO/HEO","1640","1580","36150","36780"
"In post","2021","Department for Education (excl. agencies)","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Undeclared","G6/G7","100","90","57120","54160"
"In post","2021","Department for Education (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Undeclared","SEO/HEO","140","140","36310","36780"
"In post","2021","Department for Education (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","EO","240","240","26490","25000"
"In post","2021","Department for Education (excl. agencies)","Unknown","G6/G7","290","280","55710","53420"
"In post","2021","Department for Education (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","SEO/HEO","470","460","35230","36500"
"In post","2021","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","EO","70","70","26700","26050"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","G6/G7","180","170","53700","53200"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","SEO/HEO","300","290","35120","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","AA/AO","120","110","22820","23230"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","EO","340","330","26730","25950"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","G6/G7","1300","1250","54660","53200"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","SCS","150","150","83460","77240"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","SEO/HEO","1860","1790","35110","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","G6/G7","90","80","53570","52290"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","SEO/HEO","100","100","34070","33680"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","AA/AO","30","20","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","EO","70","70","27040","27240"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","G6/G7","290","280","54950","53610"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","SCS","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","SEO/HEO","400","380","35110","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Declared disabled","G6/G7","90","90","56420","53260"
"In post","2021","Department for International Trade","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Declared disabled","SEO/HEO","70","70","35260","35360"
"In post","2021","Department for International Trade","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Declared non-disabled","EO","130","130","27650","27580"
"In post","2021","Department for International Trade","Declared non-disabled","G6/G7","580","570","55500","52400"
"In post","2021","Department for International Trade","Declared non-disabled","SCS","110","110","85420","76810"
"In post","2021","Department for International Trade","Declared non-disabled","SEO/HEO","570","570","35450","35370"
"In post","2021","Department for International Trade","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","G6/G7","30","30","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","EO","90","90","26730","26510"
"In post","2021","Department for International Trade","Unknown","G6/G7","380","380","55010","51970"
"In post","2021","Department for International Trade","Unknown","SCS","50","50","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","SEO/HEO","470","470","35180","33670"
"In post","2021","Department for Transport (excl. agencies)","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Declared disabled","G6/G7","70","70","57830","54760"
"In post","2021","Department for Transport (excl. agencies)","Declared disabled","SCS","[c]","[c]","[c]","[c]"
