"Status","Year","Responsibility_level","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Herefordshire, County of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Herefordshire, County of","Unknown","50","50","24070","20970"
"In post","2021","AA/AO","Hertfordshire","Heterosexual / straight","480","450","25180","24180"
"In post","2021","AA/AO","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hertfordshire","Undeclared","60","60","25040","24670"
"In post","2021","AA/AO","Hertfordshire","Unknown","130","120","25770","25090"
"In post","2021","AA/AO","Hounslow and Richmond upon Thames","Heterosexual / straight","590","550","27040","25110"
"In post","2021","AA/AO","Hounslow and Richmond upon Thames","LGBO","40","30","[c]","[c]"
"In post","2021","AA/AO","Hounslow and Richmond upon Thames","Undeclared","80","80","25100","24440"
"In post","2021","AA/AO","Hounslow and Richmond upon Thames","Unknown","250","230","26860","25110"
"In post","2021","AA/AO","Inverclyde, East Renfrewshire and Renfrewshire","Heterosexual / straight","160","140","21640","21010"
"In post","2021","AA/AO","Inverclyde, East Renfrewshire and Renfrewshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inverclyde, East Renfrewshire and Renfrewshire","Undeclared","80","70","21430","21010"
"In post","2021","AA/AO","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","100","90","22220","21010"
"In post","2021","AA/AO","Inverness and Nairn and Moray, Badenoch and Strathspey","Heterosexual / straight","290","270","21120","20920"
"In post","2021","AA/AO","Inverness and Nairn and Moray, Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inverness and Nairn and Moray, Badenoch and Strathspey","Undeclared","50","50","21220","20820"
"In post","2021","AA/AO","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","120","120","23150","22920"
"In post","2021","AA/AO","Isle of Anglesey","Heterosexual / straight","60","50","22090","21130"
"In post","2021","AA/AO","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Isle of Anglesey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Isle of Wight","Heterosexual / straight","390","370","24150","23240"
"In post","2021","AA/AO","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Isle of Wight","Undeclared","60","50","25150","21710"
"In post","2021","AA/AO","Isle of Wight","Unknown","90","80","28120","31650"
"In post","2021","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","290","280","30230","30220"
"In post","2021","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","Unknown","110","100","29910","30220"
"In post","2021","AA/AO","Kent Thames Gateway","Heterosexual / straight","610","570","27610","30300"
"In post","2021","AA/AO","Kent Thames Gateway","LGBO","30","30","[c]","[c]"
"In post","2021","AA/AO","Kent Thames Gateway","Undeclared","60","50","27020","27850"
"In post","2021","AA/AO","Kent Thames Gateway","Unknown","270","260","27230","27850"
"In post","2021","AA/AO","Kingston upon Hull, City of","Heterosexual / straight","540","480","23280","21710"
"In post","2021","AA/AO","Kingston upon Hull, City of","LGBO","40","30","[c]","[c]"
"In post","2021","AA/AO","Kingston upon Hull, City of","Undeclared","60","60","23050","21010"
"In post","2021","AA/AO","Kingston upon Hull, City of","Unknown","190","170","23880","22350"
"In post","2021","AA/AO","Lambeth","Heterosexual / straight","300","290","27580","25450"
"In post","2021","AA/AO","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lambeth","Undeclared","40","40","[c]","[c]"
"In post","2021","AA/AO","Lambeth","Unknown","120","110","29080","28670"
"In post","2021","AA/AO","Lancaster and Wyre","Heterosexual / straight","330","310","22550","21030"
"In post","2021","AA/AO","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lancaster and Wyre","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lancaster and Wyre","Unknown","100","90","24250","21570"
"In post","2021","AA/AO","Leeds","Heterosexual / straight","1550","1430","22070","21010"
"In post","2021","AA/AO","Leeds","LGBO","120","110","21780","21010"
"In post","2021","AA/AO","Leeds","Undeclared","180","160","21520","21010"
"In post","2021","AA/AO","Leeds","Unknown","890","840","21640","20140"
"In post","2021","AA/AO","Leicester","Heterosexual / straight","720","630","21090","21010"
"In post","2021","AA/AO","Leicester","LGBO","30","30","[c]","[c]"
"In post","2021","AA/AO","Leicester","Undeclared","100","90","21010","20180"
"In post","2021","AA/AO","Leicester","Unknown","360","310","21220","21010"
"In post","2021","AA/AO","Leicestershire CC and Rutland","Heterosexual / straight","660","620","23030","21550"
"In post","2021","AA/AO","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Leicestershire CC and Rutland","Undeclared","90","80","23170","21580"
"In post","2021","AA/AO","Leicestershire CC and Rutland","Unknown","180","170","23710","22850"
"In post","2021","AA/AO","Lewisham and Southwark","Heterosexual / straight","170","150","24320","25110"
"In post","2021","AA/AO","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lewisham and Southwark","Unknown","90","80","29610","32740"
"In post","2021","AA/AO","Lincolnshire","Heterosexual / straight","990","930","22160","21010"
"In post","2021","AA/AO","Lincolnshire","LGBO","40","30","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Undeclared","130","110","21940","21010"
"In post","2021","AA/AO","Lincolnshire","Unknown","150","130","22540","21010"
"In post","2021","AA/AO","Lisburn and Castlereagh","Heterosexual / straight","170","160","21420","21670"
"In post","2021","AA/AO","Lisburn and Castlereagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lisburn and Castlereagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Liverpool","Heterosexual / straight","2550","2280","21360","21430"
"In post","2021","AA/AO","Liverpool","LGBO","110","100","21510","21430"
"In post","2021","AA/AO","Liverpool","Undeclared","280","250","21150","21430"
"In post","2021","AA/AO","Liverpool","Unknown","710","620","21960","21010"
"In post","2021","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","90","90","25120","26530"
"In post","2021","AA/AO","Luton","Heterosexual / straight","100","80","20270","20650"
"In post","2021","AA/AO","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Luton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Manchester","Heterosexual / straight","1170","1080","21560","21000"
"In post","2021","AA/AO","Manchester","LGBO","100","100","21090","21010"
"In post","2021","AA/AO","Manchester","Undeclared","170","150","21910","21010"
"In post","2021","AA/AO","Manchester","Unknown","480","440","22050","20880"
"In post","2021","AA/AO","Medway","Heterosexual / straight","430","400","25320","25110"
"In post","2021","AA/AO","Medway","LGBO","30","30","[c]","[c]"
"In post","2021","AA/AO","Medway","Undeclared","50","40","[c]","[c]"
"In post","2021","AA/AO","Medway","Unknown","130","120","24620","23240"
"In post","2021","AA/AO","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","90","80","22610","22450"
"In post","2021","AA/AO","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Merton, Kingston upon Thames and Sutton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Merton, Kingston upon Thames and Sutton","Unknown","30","30","[c]","[c]"
"In post","2021","AA/AO","Mid and East Antrim","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mid and East Antrim","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mid Kent","Heterosexual / straight","250","230","24240","23240"
"In post","2021","AA/AO","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Mid Kent","Undeclared","30","30","[c]","[c]"
"In post","2021","AA/AO","Mid Kent","Unknown","40","40","[c]","[c]"
"In post","2021","AA/AO","Mid Lancashire","Heterosexual / straight","1630","1440","21450","21010"
"In post","2021","AA/AO","Mid Lancashire","LGBO","80","70","21630","21010"
"In post","2021","AA/AO","Mid Lancashire","Undeclared","240","210","21500","21010"
"In post","2021","AA/AO","Mid Lancashire","Unknown","880","760","21640","21010"
"In post","2021","AA/AO","Milton Keynes","Heterosexual / straight","560","540","25070","24750"
"In post","2021","AA/AO","Milton Keynes","LGBO","50","50","[c]","[c]"
"In post","2021","AA/AO","Milton Keynes","Undeclared","60","60","25820","24750"
"In post","2021","AA/AO","Milton Keynes","Unknown","200","200","25320","23270"
"In post","2021","AA/AO","Monmouthshire and Newport","Heterosexual / straight","630","560","21200","21010"
"In post","2021","AA/AO","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Monmouthshire and Newport","Undeclared","60","50","21570","21010"
"In post","2021","AA/AO","Monmouthshire and Newport","Unknown","380","330","20400","19520"
"In post","2021","AA/AO","Na h-Eileanan Siar","Heterosexual / straight","80","70","21540","21010"
"In post","2021","AA/AO","Na h-Eileanan Siar","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Na h-Eileanan Siar","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Newry, Mourne and Down","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","AA/AO","Newry, Mourne and Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Newry, Mourne and Down","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North and North East Lincolnshire","Heterosexual / straight","180","150","20770","21010"
"In post","2021","AA/AO","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North and North East Lincolnshire","Undeclared","30","30","[c]","[c]"
"In post","2021","AA/AO","North and North East Lincolnshire","Unknown","80","70","21070","21010"
"In post","2021","AA/AO","North and West Norfolk","Heterosexual / straight","400","370","23840","21150"
"In post","2021","AA/AO","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North and West Norfolk","Undeclared","30","30","[c]","[c]"
"In post","2021","AA/AO","North and West Norfolk","Unknown","60","50","24970","21280"
"In post","2021","AA/AO","North Hampshire","Heterosexual / straight","230","220","21230","20920"
"In post","2021","AA/AO","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Hampshire","Undeclared","40","40","[c]","[c]"
"In post","2021","AA/AO","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Lanarkshire","Heterosexual / straight","770","630","20830","20760"
"In post","2021","AA/AO","North Lanarkshire","LGBO","30","30","[c]","[c]"
"In post","2021","AA/AO","North Lanarkshire","Undeclared","150","120","20990","21010"
"In post","2021","AA/AO","North Lanarkshire","Unknown","520","440","21050","20180"
"In post","2021","AA/AO","North Northamptonshire","Heterosexual / straight","130","100","21230","21010"
"In post","2021","AA/AO","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Northamptonshire","Unknown","50","50","21170","21010"
"In post","2021","AA/AO","North Nottinghamshire","Heterosexual / straight","270","260","23770","23240"
"In post","2021","AA/AO","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Nottinghamshire","Unknown","110","100","25000","24440"
"In post","2021","AA/AO","North Yorkshire CC","Heterosexual / straight","600","570","22480","20920"
"In post","2021","AA/AO","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Yorkshire CC","Undeclared","90","90","25610","21130"
"In post","2021","AA/AO","North Yorkshire CC","Unknown","90","90","24250","20920"
"In post","2021","AA/AO","Northumberland","Heterosexual / straight","70","60","20390","20920"
"In post","2021","AA/AO","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northumberland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Norwich and East Norfolk","Heterosexual / straight","430","390","22100","21010"
"In post","2021","AA/AO","Norwich and East Norfolk","LGBO","30","30","[c]","[c]"
"In post","2021","AA/AO","Norwich and East Norfolk","Undeclared","50","50","22560","21010"
"In post","2021","AA/AO","Norwich and East Norfolk","Unknown","120","100","22280","21010"
"In post","2021","AA/AO","Nottingham","Heterosexual / straight","1180","1080","21310","21010"
"In post","2021","AA/AO","Nottingham","LGBO","90","80","21770","21010"
"In post","2021","AA/AO","Nottingham","Undeclared","150","130","20980","20450"
"In post","2021","AA/AO","Nottingham","Unknown","660","600","20950","20140"
"In post","2021","AA/AO","Orkney Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Orkney Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Orkney Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Overseas","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","AA/AO","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Oxfordshire","Heterosexual / straight","780","740","23660","21130"
"In post","2021","AA/AO","Oxfordshire","LGBO","40","40","[c]","[c]"
"In post","2021","AA/AO","Oxfordshire","Undeclared","110","110","24440","21300"
"In post","2021","AA/AO","Oxfordshire","Unknown","210","200","25910","24670"
"In post","2021","AA/AO","Perth and Kinross and Stirling","Heterosexual / straight","150","140","23200","22220"
"In post","2021","AA/AO","Perth and Kinross and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Perth and Kinross and Stirling","Undeclared","30","30","[c]","[c]"
"In post","2021","AA/AO","Perth and Kinross and Stirling","Unknown","270","260","23850","24450"
"In post","2021","AA/AO","Peterborough","Heterosexual / straight","520","450","20890","21430"
"In post","2021","AA/AO","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Peterborough","Undeclared","80","70","21000","21430"
"In post","2021","AA/AO","Peterborough","Unknown","70","60","21780","22350"
"In post","2021","AA/AO","Plymouth","Heterosexual / straight","610","550","22490","21010"
"In post","2021","AA/AO","Plymouth","LGBO","40","40","[c]","[c]"
"In post","2021","AA/AO","Plymouth","Undeclared","80","80","26130","22080"
"In post","2021","AA/AO","Plymouth","Unknown","270","250","22570","21100"
"In post","2021","AA/AO","Portsmouth","Heterosexual / straight","820","750","22570","20920"
"In post","2021","AA/AO","Portsmouth","LGBO","30","30","[c]","[c]"
"In post","2021","AA/AO","Portsmouth","Undeclared","130","120","23040","21130"
"In post","2021","AA/AO","Portsmouth","Unknown","370","320","22320","20140"
