"Status","Year","Ethnicity","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Lancashire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Legal","30","30","[c]","[c]"
"In post","2021","Asian","Lancashire","No function","370","320","22630","20140"
"In post","2021","Asian","Lancashire","Project Delivery","30","30","[c]","[c]"
"In post","2021","Asian","Lancashire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Unknown","510","460","24970","21010"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Legal","40","40","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","No function","470","420","23680","21400"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","480","420","24770","25860"
"In post","2021","Asian","Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","No function","50","40","[c]","[c]"
"In post","2021","Asian","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Unknown","90","80","24550","21430"
"In post","2021","Asian","North Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","No function","80","70","26000","20140"
"In post","2021","Asian","Northumberland and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Unknown","120","110","29090","25220"
"In post","2021","Asian","Outer London - East and North East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","No function","100","100","29030","27220"
"In post","2021","Asian","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Unknown","590","530","29660","31060"
"In post","2021","Asian","Outer London - South","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","Counter Fraud","50","50","35120","29570"
"In post","2021","Asian","Outer London - South","Debt","40","30","[c]","[c]"
"In post","2021","Asian","Outer London - South","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","No function","290","270","32610","30600"
"In post","2021","Asian","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","Unknown","1230","1140","33860","29370"
"In post","2021","Asian","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","Communications","50","50","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","No function","500","470","33100","28040"
"In post","2021","Asian","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","Property","30","30","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","Unknown","1920","1760","30560","29530"
"In post","2021","Asian","Overseas","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","No function","70","70","47850","40330"
"In post","2021","Asian","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Unknown","40","40","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","No function","120","120","29700","25400"
"In post","2021","Asian","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Unknown","90","80","28080","27570"
"In post","2021","Asian","South Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Debt","[c]","[c]","[c]","[c]"
