"Status","Year","Sex","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Health and Safety Executive","Undeclared","70","70","39190","36860"
"In post","2021","Female","Health and Safety Executive","Unknown","120","110","37240","31880"
"In post","2021","Female","Health and Safety Executive","White","1050","950","38490","35910"
"In post","2021","Female","HM Courts and Tribunals Service","Asian","980","860","24880","22500"
"In post","2021","Female","HM Courts and Tribunals Service","Black","690","640","25500","23500"
"In post","2021","Female","HM Courts and Tribunals Service","Chinese","30","30","[c]","[c]"
"In post","2021","Female","HM Courts and Tribunals Service","Mixed","210","180","24580","22080"
"In post","2021","Female","HM Courts and Tribunals Service","Other ethnicity","70","60","26660","23500"
"In post","2021","Female","HM Courts and Tribunals Service","Undeclared","420","380","25200","21300"
"In post","2021","Female","HM Courts and Tribunals Service","Unknown","1250","1170","22630","21170"
"In post","2021","Female","HM Courts and Tribunals Service","White","8080","7000","24430","20650"
"In post","2021","Female","HM Land Registry","Asian","110","100","30340","27130"
"In post","2021","Female","HM Land Registry","Black","40","40","[c]","[c]"
"In post","2021","Female","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Land Registry","Mixed","50","40","[c]","[c]"
"In post","2021","Female","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Land Registry","Undeclared","110","100","31840","27130"
"In post","2021","Female","HM Land Registry","Unknown","580","540","27040","22350"
"In post","2021","Female","HM Land Registry","White","2900","2520","30700","27130"
"In post","2021","Female","HM Prison and Probation Service","Asian","740","690","30260","28200"
"In post","2021","Female","HM Prison and Probation Service","Black","1180","1130","31220","28990"
"In post","2021","Female","HM Prison and Probation Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Prison and Probation Service","Mixed","590","560","31420","29920"
"In post","2021","Female","HM Prison and Probation Service","Other ethnicity","110","100","30960","27730"
"In post","2021","Female","HM Prison and Probation Service","Undeclared","430","400","30040","28400"
"In post","2021","Female","HM Prison and Probation Service","Unknown","3000","2810","27010","24920"
"In post","2021","Female","HM Prison and Probation Service","White","20890","19340","29600","27380"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","Asian","1980","1780","30530","27700"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","Black","850","810","31940","29570"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","Chinese","90","80","36280","29570"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","Mixed","370","350","31990","28130"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","Other ethnicity","110","100","34090","29570"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","Undeclared","970","840","31660","28130"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","Unknown","7390","6600","26690","21440"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","White","21470","18720","31010","27230"
"In post","2021","Female","HM Treasury (excl. agencies)","Asian","110","110","44500","41900"
"In post","2021","Female","HM Treasury (excl. agencies)","Black","40","40","[c]","[c]"
"In post","2021","Female","HM Treasury (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Treasury (excl. agencies)","Mixed","50","50","[c]","[c]"
"In post","2021","Female","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Treasury (excl. agencies)","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Treasury (excl. agencies)","White","700","670","47160","44280"
"In post","2021","Female","Home Office (incl. agencies)","Asian","2600","2340","31130","28850"
"In post","2021","Female","Home Office (incl. agencies)","Black","1220","1130","32360","29080"
"In post","2021","Female","Home Office (incl. agencies)","Chinese","90","80","32130","29080"
"In post","2021","Female","Home Office (incl. agencies)","Mixed","430","390","33510","28850"
"In post","2021","Female","Home Office (incl. agencies)","Other ethnicity","110","100","32580","28920"
"In post","2021","Female","Home Office (incl. agencies)","Undeclared","850","760","32250","28650"
"In post","2021","Female","Home Office (incl. agencies)","Unknown","800","770","31650","27240"
"In post","2021","Female","Home Office (incl. agencies)","White","12220","10970","31150","25630"
"In post","2021","Female","Insolvency Service","Asian","90","80","27740","25060"
"In post","2021","Female","Insolvency Service","Black","40","40","[c]","[c]"
"In post","2021","Female","Insolvency Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Insolvency Service","Unknown","340","320","28050","23790"
"In post","2021","Female","Insolvency Service","White","530","500","33690","31000"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","White","70","70","49020","50470"
"In post","2021","Female","Legal Aid Agency","Asian","40","30","[c]","[c]"
"In post","2021","Female","Legal Aid Agency","Black","40","30","[c]","[c]"
"In post","2021","Female","Legal Aid Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal Aid Agency","Unknown","70","70","21930","19930"
"In post","2021","Female","Legal Aid Agency","White","520","480","28050","22570"
"In post","2021","Female","Maritime and Coastguard Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","Undeclared","40","40","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","Unknown","50","40","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","White","350","320","33070","31040"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","Asian","170","160","38810","33100"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","Black","70","70","38480","33010"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","Mixed","70","70","39020","36820"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","White","420","400","51970","53100"
"In post","2021","Female","Met Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Met Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Met Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Met Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Met Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Met Office","Unknown","70","70","36390","38200"
"In post","2021","Female","Met Office","White","670","620","38610","38250"
"In post","2021","Female","Ministry of Defence (excl. agencies)","Asian","420","400","33530","30660"
"In post","2021","Female","Ministry of Defence (excl. agencies)","Black","280","280","32650","30200"
"In post","2021","Female","Ministry of Defence (excl. agencies)","Chinese","40","30","[c]","[c]"
"In post","2021","Female","Ministry of Defence (excl. agencies)","Mixed","190","190","34230","33000"
"In post","2021","Female","Ministry of Defence (excl. agencies)","Other ethnicity","80","70","30150","26670"
"In post","2021","Female","Ministry of Defence (excl. agencies)","Undeclared","630","590","32200","30390"
"In post","2021","Female","Ministry of Defence (excl. agencies)","Unknown","1180","1110","33930","30750"
"In post","2021","Female","Ministry of Defence (excl. agencies)","White","13710","12950","30640","26670"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Asian","120","120","41010","36340"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Black","90","90","41720","39600"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Mixed","50","40","[c]","[c]"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","100","100","47410","43790"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","White","880","840","46230","42900"
"In post","2021","Female","Ministry of Justice (excl. agencies)","Asian","280","260","36840","32870"
"In post","2021","Female","Ministry of Justice (excl. agencies)","Black","230","230","34920","31780"
"In post","2021","Female","Ministry of Justice (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ministry of Justice (excl. agencies)","Mixed","100","100","40500","36800"
"In post","2021","Female","Ministry of Justice (excl. agencies)","Other ethnicity","40","30","[c]","[c]"
"In post","2021","Female","Ministry of Justice (excl. agencies)","Undeclared","80","70","38980","32810"
"In post","2021","Female","Ministry of Justice (excl. agencies)","Unknown","470","460","40960","36800"
"In post","2021","Female","Ministry of Justice (excl. agencies)","White","1850","1770","41860","37120"
"In post","2021","Female","National Crime Agency","Asian","140","140","35210","33910"
"In post","2021","Female","National Crime Agency","Black","60","60","36230","35690"
"In post","2021","Female","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Crime Agency","Mixed","50","50","38160","36200"
"In post","2021","Female","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Crime Agency","Undeclared","70","70","33880","32260"
"In post","2021","Female","National Crime Agency","Unknown","280","260","39350","36740"
"In post","2021","Female","National Crime Agency","White","1810","1730","37520","36410"
"In post","2021","Female","National Infrastructure Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Infrastructure Commission","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Infrastructure Commission","Chinese","[c]","[c]","[c]","[c]"
