"Status","Year","Function_of_post","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","White","40","40","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Unknown","120","120","48390","40650"
"In post","2021","Commercial","Department of Health and Social Care","White","100","90","46910","40650"
"In post","2021","Commercial","ESTYN","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","White","140","140","41720","39580"
"In post","2021","Commercial","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","White","90","90","37440","35000"
"In post","2021","Commercial","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Asian","60","50","36540","34320"
"In post","2021","Commercial","Ministry of Defence","Black","30","30","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Undeclared","140","140","38310","35480"
"In post","2021","Commercial","Ministry of Defence","Unknown","110","100","36000","33000"
"In post","2021","Commercial","Ministry of Defence","White","1710","1650","36750","34500"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Asian","60","60","38430","34360"
"In post","2021","Commercial","Ministry of Justice","Black","70","70","38870","34090"
"In post","2021","Commercial","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Undeclared","40","30","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Unknown","70","70","37380","36160"
"In post","2021","Commercial","Ministry of Justice","White","780","760","46040","43960"
"In post","2021","Commercial","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Unknown","70","70","30040","27770"
"In post","2021","Commercial","Other Cabinet Office Agencies","White","270","260","34740","34800"
"In post","2021","Commercial","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Unknown","50","50","27550","25870"
"In post","2021","Commercial","Scottish Government","White","40","40","[c]","[c]"
"In post","2021","Commercial","The National Archives","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","White","140","140","56300","51600"
"In post","2021","Commercial","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
