"Status","Year","Profession_of_post","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Knowledge and Information Management","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","White","220","210","34490","33150"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Asian","90","90","35160","32800"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Black","60","60","34430","31870"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Undeclared","50","50","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Unknown","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","White","1330","1270","36820","33380"
"In post","2021","Knowledge and Information Management","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Undeclared","70","70","40000","37340"
"In post","2021","Knowledge and Information Management","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","White","80","80","38150","34840"
"In post","2021","Knowledge and Information Management","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","130","120","38100","36330"
"In post","2021","Knowledge and Information Management","Unknown","White","160","140","39900","37380"
"In post","2021","Legal","Declared disabled","Asian","70","60","50620","50130"
"In post","2021","Legal","Declared disabled","Black","40","40","[c]","[c]"
"In post","2021","Legal","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Mixed","30","30","[c]","[c]"
"In post","2021","Legal","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Unknown","30","30","[c]","[c]"
"In post","2021","Legal","Declared disabled","White","750","690","48270","50520"
"In post","2021","Legal","Declared non-disabled","Asian","680","640","47520","50500"
"In post","2021","Legal","Declared non-disabled","Black","320","320","49550","51120"
"In post","2021","Legal","Declared non-disabled","Chinese","40","40","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Mixed","210","200","50790","51250"
"In post","2021","Legal","Declared non-disabled","Other ethnicity","80","70","57840","57170"
"In post","2021","Legal","Declared non-disabled","Undeclared","160","150","49640","50520"
"In post","2021","Legal","Declared non-disabled","Unknown","270","250","54410","55610"
"In post","2021","Legal","Declared non-disabled","White","6410","5950","49380","51250"
"In post","2021","Legal","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Undeclared","220","200","41060","36160"
"In post","2021","Legal","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Legal","Undeclared","White","210","200","48410","46190"
"In post","2021","Legal","Unknown","Asian","120","110","44180","48080"
"In post","2021","Legal","Unknown","Black","50","50","[c]","[c]"
"In post","2021","Legal","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Mixed","30","30","[c]","[c]"
"In post","2021","Legal","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Undeclared","60","60","41090","38310"
"In post","2021","Legal","Unknown","Unknown","1400","1330","43310","36800"
"In post","2021","Legal","Unknown","White","810","770","44520","40800"
"In post","2021","Medicine","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","White","90","80","54150","38890"
"In post","2021","Medicine","Declared non-disabled","Asian","120","110","66020","74070"
"In post","2021","Medicine","Declared non-disabled","Black","30","30","[c]","[c]"
"In post","2021","Medicine","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared non-disabled","Unknown","50","40","[c]","[c]"
"In post","2021","Medicine","Declared non-disabled","White","1270","1140","52990","39240"
"In post","2021","Medicine","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Undeclared","30","30","[c]","[c]"
"In post","2021","Medicine","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","White","70","60","58390","40580"
"In post","2021","Medicine","Unknown","Asian","60","50","87150","85730"
"In post","2021","Medicine","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Unknown","300","260","46570","37890"
"In post","2021","Medicine","Unknown","White","280","250","64540","44500"
"In post","2021","Operational Delivery","Declared disabled","Asian","880","800","27910","25630"
"In post","2021","Operational Delivery","Declared disabled","Black","650","610","29480","27490"
"In post","2021","Operational Delivery","Declared disabled","Chinese","30","30","[c]","[c]"
"In post","2021","Operational Delivery","Declared disabled","Mixed","390","360","28890","26810"
"In post","2021","Operational Delivery","Declared disabled","Other ethnicity","120","110","31950","30080"
"In post","2021","Operational Delivery","Declared disabled","Undeclared","660","610","28790","27280"
"In post","2021","Operational Delivery","Declared disabled","Unknown","560","490","27590","25870"
"In post","2021","Operational Delivery","Declared disabled","White","14050","12740","27880","25560"
"In post","2021","Operational Delivery","Declared non-disabled","Asian","8010","7340","27870","25630"
"In post","2021","Operational Delivery","Declared non-disabled","Black","4480","4260","29200","27380"
"In post","2021","Operational Delivery","Declared non-disabled","Chinese","280","260","28470","25410"
"In post","2021","Operational Delivery","Declared non-disabled","Mixed","1970","1850","29810","26810"
"In post","2021","Operational Delivery","Declared non-disabled","Other ethnicity","550","510","29580","26490"
"In post","2021","Operational Delivery","Declared non-disabled","Undeclared","2630","2430","29570","27370"
"In post","2021","Operational Delivery","Declared non-disabled","Unknown","3540","3240","28650","25630"
"In post","2021","Operational Delivery","Declared non-disabled","White","91630","84120","29080","26160"
"In post","2021","Operational Delivery","Undeclared","Asian","440","390","28280","25630"
"In post","2021","Operational Delivery","Undeclared","Black","400","370","30340","28920"
"In post","2021","Operational Delivery","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Undeclared","Mixed","160","150","29940","28280"
"In post","2021","Operational Delivery","Undeclared","Other ethnicity","60","60","31350","30420"
"In post","2021","Operational Delivery","Undeclared","Undeclared","2690","2490","30200","27370"
"In post","2021","Operational Delivery","Undeclared","Unknown","860","780","28570","26840"
"In post","2021","Operational Delivery","Undeclared","White","8120","7380","29580","30080"
"In post","2021","Operational Delivery","Unknown","Asian","740","690","28370","25560"
"In post","2021","Operational Delivery","Unknown","Black","330","310","29430","26810"
"In post","2021","Operational Delivery","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Mixed","210","190","30920","27660"
"In post","2021","Operational Delivery","Unknown","Other ethnicity","70","60","33940","29490"
"In post","2021","Operational Delivery","Unknown","Undeclared","870","810","32220","30930"
"In post","2021","Operational Delivery","Unknown","Unknown","20900","19570","25770","22920"
"In post","2021","Operational Delivery","Unknown","White","9790","8980","30560","27400"
"In post","2021","Operational Research","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","White","130","120","42230","38800"
"In post","2021","Operational Research","Declared non-disabled","Asian","40","40","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","White","690","660","45090","46080"
"In post","2021","Operational Research","Undeclared","Undeclared","50","50","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","White","50","50","[c]","[c]"
"In post","2021","Operational Research","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Unknown","90","90","40480","37130"
"In post","2021","Operational Research","Unknown","White","50","50","47890","46090"
"In post","2021","Other","Declared disabled","Asian","50","50","28390","26270"
"In post","2021","Other","Declared disabled","Black","60","50","30710","28880"
"In post","2021","Other","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Other","Declared disabled","Mixed","30","30","[c]","[c]"
"In post","2021","Other","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Other","Declared disabled","Undeclared","100","100","29220","25140"
"In post","2021","Other","Declared disabled","Unknown","60","50","30190","28870"
"In post","2021","Other","Declared disabled","White","1590","1510","28180","24910"
"In post","2021","Other","Declared non-disabled","Asian","650","630","32790","28880"
"In post","2021","Other","Declared non-disabled","Black","400","390","30750","28650"
"In post","2021","Other","Declared non-disabled","Chinese","50","40","[c]","[c]"
"In post","2021","Other","Declared non-disabled","Mixed","200","190","34260","29310"
"In post","2021","Other","Declared non-disabled","Other ethnicity","90","80","32310","27690"
"In post","2021","Other","Declared non-disabled","Undeclared","370","350","32970","27770"
