"Status","Year","Sexual_orientation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Essex","Finance","80","80","36000","33300"
"In post","2021","Heterosexual / straight","Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Legal","110","100","46090","46530"
"In post","2021","Heterosexual / straight","Essex","Medicine","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Operational Delivery","1640","1520","28150","26520"
"In post","2021","Heterosexual / straight","Essex","Other","140","120","25280","22130"
"In post","2021","Heterosexual / straight","Essex","Policy","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Project Delivery","80","80","38990","38630"
"In post","2021","Heterosexual / straight","Essex","Property","60","60","28450","26500"
"In post","2021","Heterosexual / straight","Essex","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Security","160","160","40820","41070"
"In post","2021","Heterosexual / straight","Essex","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Tax","50","50","31780","28130"
"In post","2021","Heterosexual / straight","Essex","Unknown","1120","1030","29410","29290"
"In post","2021","Heterosexual / straight","Essex","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","1100","1050","38880","35430"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","160","150","36300","34670"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","730","710","41450","40000"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","910","880","39740","35130"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","590","540","36250","32890"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Inspector of Education and Training","60","60","66930","75500"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","60","60","43330","41300"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","340","330","36480","33300"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","230","210","41620","38360"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Medicine","150","130","49120","37890"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","3430","3200","30640","27510"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Research","80","80","42840","45250"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Other","2660","2530","32260","28630"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectors","250","220","57650","58810"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","470","450","40990","36970"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","3320","3210","40550","39860"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Property","390","380","37470","33340"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Psychology","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","3560","3470","38740","37360"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Security","400","390","29900","26670"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Statistics","130","120","40340","37320"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Tax","360","340","40450","35000"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1830","1680","30630","27570"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Commercial","160","160","41140","37100"
"In post","2021","Heterosexual / straight","Greater Manchester","Communications","60","60","34820","32010"
"In post","2021","Heterosexual / straight","Greater Manchester","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Digital, Data and Technology","300","290","40190","37450"
"In post","2021","Heterosexual / straight","Greater Manchester","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Finance","220","210","41330","38630"
"In post","2021","Heterosexual / straight","Greater Manchester","Human Resources","340","330","33630","31810"
"In post","2021","Heterosexual / straight","Greater Manchester","Inspector of Education and Training","90","90","65540","73000"
"In post","2021","Heterosexual / straight","Greater Manchester","Intelligence Analysis","180","170","28040","25470"
"In post","2021","Heterosexual / straight","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Knowledge and Information Management","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Legal","450","430","41280","38630"
"In post","2021","Heterosexual / straight","Greater Manchester","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Operational Delivery","4770","4470","28020","25560"
"In post","2021","Heterosexual / straight","Greater Manchester","Operational Research","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Other","170","160","32690","26190"
"In post","2021","Heterosexual / straight","Greater Manchester","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Policy","430","420","41710","37070"
"In post","2021","Heterosexual / straight","Greater Manchester","Project Delivery","230","220","42390","38630"
"In post","2021","Heterosexual / straight","Greater Manchester","Property","170","160","41230","38630"
"In post","2021","Heterosexual / straight","Greater Manchester","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Science and Engineering","140","130","33700","28590"
"In post","2021","Heterosexual / straight","Greater Manchester","Security","70","70","32580","31120"
"In post","2021","Heterosexual / straight","Greater Manchester","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Statistics","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Tax","840","800","35960","31810"
"In post","2021","Heterosexual / straight","Greater Manchester","Unknown","3610","3350","28420","27570"
"In post","2021","Heterosexual / straight","Greater Manchester","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Commercial","180","170","35850","34780"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Communications","130","130","33090","32030"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Digital, Data and Technology","260","260","37380","33350"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Finance","290","280","37270","33300"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Human Resources","210","200","34360","30890"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Intelligence Analysis","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Internal Audit","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Knowledge and Information Management","110","110","30620","28930"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Legal","160","150","48230","50520"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Medicine","150","130","49020","38490"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Operational Delivery","3500","3040","27400","24890"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Operational Research","350","330","41930","46080"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Other","1230","1190","28940","26350"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Policy","240","230","38140","35180"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Project Delivery","920","900","39150","37320"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Property","320","310","35720","33300"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Psychology","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Science and Engineering","650","630","37830","37320"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Security","510","500","27780","21130"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Social Research","160","150","38500","37020"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Statistics","110","110","40280","37020"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Tax","200","180","33160","31810"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Unknown","1050","940","27700","27570"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","60","60","37840","32250"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Finance","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Human Resources","90","80","37570","31180"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
