"Status","Year","Organisation","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Prosecution Service","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Other ethnicity","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","Undeclared","70","70","42810","43800"
"In post","2021","Crown Prosecution Service","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Heterosexual / straight","140","130","38120","30770"
"In post","2021","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Unknown","520","480","40300","34250"
"In post","2021","Crown Prosecution Service","White","Heterosexual / straight","3620","3380","41270","38000"
"In post","2021","Crown Prosecution Service","White","LGBO","200","200","40880","31810"
"In post","2021","Crown Prosecution Service","White","Undeclared","90","90","39790","38000"
"In post","2021","Crown Prosecution Service","White","Unknown","810","720","44870","50520"
"In post","2021","Crown Prosecution Service Inspectorate","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","White","Unknown","70","70","64930","57280"
"In post","2021","Defence Electronics and Components Agency","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Undeclared","30","30","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","White","Heterosexual / straight","130","130","29140","27460"
"In post","2021","Defence Electronics and Components Agency","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","White","Undeclared","250","240","28600","28750"
"In post","2021","Defence Electronics and Components Agency","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Asian","Heterosexual / straight","290","280","33760","31950"
"In post","2021","Defence Equipment and Support","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Black","Heterosexual / straight","210","210","32500","32210"
"In post","2021","Defence Equipment and Support","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Mixed","Heterosexual / straight","130","120","34280","30000"
"In post","2021","Defence Equipment and Support","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other ethnicity","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Undeclared","600","580","39430","38360"
"In post","2021","Defence Equipment and Support","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Unknown","560","550","31540","29550"
"In post","2021","Defence Equipment and Support","White","Heterosexual / straight","7760","7490","36760","33810"
"In post","2021","Defence Equipment and Support","White","LGBO","240","240","31770","29000"
"In post","2021","Defence Equipment and Support","White","Undeclared","580","550","37560","35740"
"In post","2021","Defence Equipment and Support","White","Unknown","130","120","38990","36890"
"In post","2021","Defence Science and Technology Laboratory","Asian","Heterosexual / straight","50","50","42740","38100"
"In post","2021","Defence Science and Technology Laboratory","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Mixed","Heterosexual / straight","50","50","36800","33630"
"In post","2021","Defence Science and Technology Laboratory","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Undeclared","200","190","42620","46080"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","Unknown","220","220","41790","37360"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","Unknown","270","270","35180","32000"
"In post","2021","Defence Science and Technology Laboratory","White","Heterosexual / straight","2920","2800","40360","37360"
"In post","2021","Defence Science and Technology Laboratory","White","LGBO","150","140","34630","28690"
"In post","2021","Defence Science and Technology Laboratory","White","Undeclared","110","110","43080","46080"
"In post","2021","Defence Science and Technology Laboratory","White","Unknown","330","310","45710","46090"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","Heterosexual / straight","390","390","44010","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","Heterosexual / straight","250","250","40930","36810"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","Heterosexual / straight","150","150","47680","45150"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","Undeclared","[c]","[c]","[c]","[c]"
