"Status","Year","Function_of_post","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Undeclared","50","50","59100","58680"
"In post","2021","Human Resources","G6/G7","Unknown","150","150","56970","54900"
"In post","2021","Human Resources","G6/G7","White","1510","1460","57860","56110"
"In post","2021","Human Resources","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","White","190","180","90080","83160"
"In post","2021","Human Resources","SEO/HEO","Asian","210","210","36710","36160"
"In post","2021","Human Resources","SEO/HEO","Black","150","150","37250","36390"
"In post","2021","Human Resources","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Mixed","80","70","35320","34640"
"In post","2021","Human Resources","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Undeclared","100","100","36050","34280"
"In post","2021","Human Resources","SEO/HEO","Unknown","390","380","35670","35230"
"In post","2021","Human Resources","SEO/HEO","White","2900","2760","36470","35810"
"In post","2021","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","White","200","190","38100","32710"
"In post","2021","Internal Audit","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","White","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","White","30","30","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","White","160","150","59040","58120"
"In post","2021","Internal Audit","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Asian","50","40","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","White","340","330","40390","40250"
"In post","2021","Internal Audit","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","Asian","180","170","22760","23520"
"In post","2021","Legal","AA/AO","Black","120","110","23260","23520"
"In post","2021","Legal","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","Mixed","40","30","[c]","[c]"
"In post","2021","Legal","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","Undeclared","30","30","[c]","[c]"
"In post","2021","Legal","AA/AO","Unknown","1070","950","21740","22820"
"In post","2021","Legal","AA/AO","White","1120","1030","22140","21950"
"In post","2021","Legal","EO","Asian","200","190","27670","27580"
"In post","2021","Legal","EO","Black","140","140","28390","27760"
"In post","2021","Legal","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Legal","EO","Mixed","50","50","28800","27570"
"In post","2021","Legal","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Legal","EO","Undeclared","50","50","[c]","[c]"
"In post","2021","Legal","EO","Unknown","670","630","28320","29350"
"In post","2021","Legal","EO","White","1300","1200","27900","28430"
"In post","2021","Legal","G6/G7","Asian","470","430","57410","54770"
"In post","2021","Legal","G6/G7","Black","220","220","59330","59900"
"In post","2021","Legal","G6/G7","Chinese","30","30","[c]","[c]"
"In post","2021","Legal","G6/G7","Mixed","180","170","58670","57630"
"In post","2021","Legal","G6/G7","Other ethnicity","90","80","61120","61030"
"In post","2021","Legal","G6/G7","Undeclared","140","140","60340","57760"
"In post","2021","Legal","G6/G7","Unknown","780","730","60570","59160"
"In post","2021","Legal","G6/G7","White","4110","3780","59490","58040"
"In post","2021","Legal","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","Unknown","60","60","86290","79470"
"In post","2021","Legal","SCS","White","340","330","89810","83230"
"In post","2021","Legal","SEO/HEO","Asian","280","260","37960","38300"
"In post","2021","Legal","SEO/HEO","Black","150","150","37090","36240"
"In post","2021","Legal","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SEO/HEO","Mixed","60","60","37780","38000"
"In post","2021","Legal","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SEO/HEO","Undeclared","110","110","39450","38630"
"In post","2021","Legal","SEO/HEO","Unknown","580","550","35680","35230"
"In post","2021","Legal","SEO/HEO","White","2110","1950","39440","38550"
"In post","2021","Legal","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","Asian","3330","2990","22010","20520"
"In post","2021","No function","AA/AO","Black","2190","2070","25000","23500"
"In post","2021","No function","AA/AO","Chinese","120","110","22570","21160"
"In post","2021","No function","AA/AO","Mixed","970","910","23950","22490"
"In post","2021","No function","AA/AO","Other ethnicity","280","260","24400","22680"
"In post","2021","No function","AA/AO","Undeclared","2000","1820","23120","21590"
"In post","2021","No function","AA/AO","Unknown","14630","13570","22400","20940"
"In post","2021","No function","AA/AO","White","46990","42060","23280","21590"
"In post","2021","No function","EO","Asian","1660","1570","27400","26880"
"In post","2021","No function","EO","Black","1020","990","28770","28170"
"In post","2021","No function","EO","Chinese","80","80","27390","26780"
"In post","2021","No function","EO","Mixed","520","490","28130","27130"
"In post","2021","No function","EO","Other ethnicity","170","160","28460","27500"
"In post","2021","No function","EO","Undeclared","1490","1390","28910","28130"
"In post","2021","No function","EO","Unknown","5260","5010","28320","27230"
"In post","2021","No function","EO","White","22930","21390","28170","27130"
"In post","2021","No function","G6/G7","Asian","980","960","57510","54700"
"In post","2021","No function","G6/G7","Black","400","390","56870","54020"
"In post","2021","No function","G6/G7","Chinese","90","90","57220","54700"
"In post","2021","No function","G6/G7","Mixed","460","450","58120","54700"
"In post","2021","No function","G6/G7","Other ethnicity","160","150","58990","55490"
"In post","2021","No function","G6/G7","Undeclared","1060","1020","57710","55530"
"In post","2021","No function","G6/G7","Unknown","2610","2540","57640","54700"
"In post","2021","No function","G6/G7","White","15330","14780","58560","55940"
"In post","2021","No function","SCS","Asian","170","160","93890","91370"
"In post","2021","No function","SCS","Black","60","50","98350","93000"
"In post","2021","No function","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","No function","SCS","Mixed","70","70","84430","75980"
"In post","2021","No function","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","No function","SCS","Undeclared","100","90","91990","84640"
"In post","2021","No function","SCS","Unknown","350","340","92500","80180"
"In post","2021","No function","SCS","White","2190","2080","89760","80530"
"In post","2021","No function","SEO/HEO","Asian","2670","2570","36540","35700"
"In post","2021","No function","SEO/HEO","Black","1370","1340","37060","36160"
"In post","2021","No function","SEO/HEO","Chinese","150","140","37790","36880"
"In post","2021","No function","SEO/HEO","Mixed","910","880","36630","35590"
"In post","2021","No function","SEO/HEO","Other ethnicity","300","280","38040","36360"
"In post","2021","No function","SEO/HEO","Undeclared","1920","1820","37530","36940"
"In post","2021","No function","SEO/HEO","Unknown","7250","7040","34640","32790"
"In post","2021","No function","SEO/HEO","White","30700","29330","37040","36240"
"In post","2021","No function","Unknown","Asian","520","480","29180","28200"
"In post","2021","No function","Unknown","Black","780","760","30930","28200"
"In post","2021","No function","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Mixed","350","330","30360","30210"
"In post","2021","No function","Unknown","Other ethnicity","60","60","30120","28690"
"In post","2021","No function","Unknown","Undeclared","350","330","31070","30880"
"In post","2021","No function","Unknown","Unknown","1080","960","27390","24800"
"In post","2021","No function","Unknown","White","8850","8170","30060","30210"
"In post","2021","Project Delivery","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Unknown","90","80","21520","21440"
"In post","2021","Project Delivery","AA/AO","White","440","410","21380","21280"
"In post","2021","Project Delivery","EO","Asian","180","180","26300","26550"
"In post","2021","Project Delivery","EO","Black","120","110","26580","26790"
"In post","2021","Project Delivery","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","EO","Mixed","70","60","25410","26350"
"In post","2021","Project Delivery","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","EO","Undeclared","170","160","25730","26300"
"In post","2021","Project Delivery","EO","Unknown","480","460","24320","25560"
"In post","2021","Project Delivery","EO","White","3580","3390","24750","25690"
"In post","2021","Project Delivery","G6/G7","Asian","290","290","59030","58460"
"In post","2021","Project Delivery","G6/G7","Black","150","150","57390","58030"
"In post","2021","Project Delivery","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","G6/G7","Mixed","140","140","57460","55990"
"In post","2021","Project Delivery","G6/G7","Other ethnicity","50","50","58550","57870"
"In post","2021","Project Delivery","G6/G7","Undeclared","400","390","57050","55260"
"In post","2021","Project Delivery","G6/G7","Unknown","870","860","56650","55060"
"In post","2021","Project Delivery","G6/G7","White","5460","5310","57410","55620"
"In post","2021","Project Delivery","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SCS","Unknown","70","70","95070","88000"
"In post","2021","Project Delivery","SCS","White","570","550","91190","83230"
"In post","2021","Project Delivery","SEO/HEO","Asian","580","570","36800","36790"
"In post","2021","Project Delivery","SEO/HEO","Black","370","360","36320","36160"
"In post","2021","Project Delivery","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","SEO/HEO","Mixed","220","210","35840","36160"
"In post","2021","Project Delivery","SEO/HEO","Other ethnicity","70","60","36940","36720"
"In post","2021","Project Delivery","SEO/HEO","Undeclared","820","790","37290","37810"
"In post","2021","Project Delivery","SEO/HEO","Unknown","1210","1180","36380","37320"
"In post","2021","Project Delivery","SEO/HEO","White","10460","10070","36250","36180"
"In post","2021","Project Delivery","Unknown","Asian","30","30","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Undeclared","100","100","45000","43110"
"In post","2021","Project Delivery","Unknown","Unknown","100","100","38460","35810"
"In post","2021","Project Delivery","Unknown","White","1100","1080","42500","40500"
"In post","2021","Property","AA/AO","Asian","60","50","22770","21250"
"In post","2021","Property","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Property","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Property","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Property","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Property","AA/AO","Undeclared","80","80","21650","21100"
