"Status","Year","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Mixed","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","190","190","47050","40420"
"In post","2021","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Mixed","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Crown Prosecution Service","Attorney General's Departments","170","160","42960","44440"
"In post","2021","Mixed","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Defence Equipment and Support","Ministry of Defence","140","140","34780","31690"
"In post","2021","Mixed","Defence Science and Technology Laboratory","Ministry of Defence","60","60","36860","34490"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","190","190","47240","45150"
"In post","2021","Mixed","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","90","80","45610","42020"
"In post","2021","Mixed","Department for Education (excl. agencies)","Department for Education","150","150","42210","40230"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","130","130","41200","36970"
"In post","2021","Mixed","Department for International Trade","Department for International Trade","100","100","46460","43600"
"In post","2021","Mixed","Department for Transport (excl. agencies)","Department for Transport","110","100","41410","35700"
"In post","2021","Mixed","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1610","1500","27980","27570"
"In post","2021","Mixed","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","60","60","46400","47760"
"In post","2021","Mixed","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Driver and Vehicle Licensing Agency","Department for Transport","40","40","[c]","[c]"
"In post","2021","Mixed","Driver and Vehicle Standards Agency","Department for Transport","50","40","[c]","[c]"
"In post","2021","Mixed","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","250","250","46070","39110"
"In post","2021","Mixed","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Government Legal Department","Attorney General's Departments","90","80","54050","51830"
"In post","2021","Mixed","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Health and Safety Executive","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","Mixed","HM Courts and Tribunals Service","Ministry of Justice","290","270","24650","22080"
"In post","2021","Mixed","HM Land Registry","HM Land Registry","70","70","28620","27130"
"In post","2021","Mixed","HM Prison and Probation Service","Ministry of Justice","1070","1020","31630","30210"
"In post","2021","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","720","680","33900","31810"
"In post","2021","Mixed","HM Treasury (excl. agencies)","HM Treasury","90","90","46880","52500"
"In post","2021","Mixed","Home Office (incl. agencies)","Home Office","720","670","33310","28940"
"In post","2021","Mixed","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","110","110","39890","40450"
"In post","2021","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","390","380","34610","33000"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","80","70","42520","39600"
"In post","2021","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","160","150","40730","36800"
"In post","2021","Mixed","National Crime Agency","National Crime Agency","100","100","39450","37850"
"In post","2021","Mixed","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of the Public Guardian","Ministry of Justice","40","30","[c]","[c]"
"In post","2021","Mixed","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Public Health England","Department of Health and Social Care","160","140","40070","36680"
"In post","2021","Mixed","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
