"Status","Year","Ethnicity","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Delivery","Counter Fraud","80","70","28750","29570"
"In post","2021","Black","Operational Delivery","Debt","130","120","25340","24930"
"In post","2021","Black","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Delivery","Legal","220","200","27710","26970"
"In post","2021","Black","Operational Delivery","No function","3980","3800","29510","26810"
"In post","2021","Black","Operational Delivery","Project Delivery","50","40","[c]","[c]"
"In post","2021","Black","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Delivery","Unknown","1280","1190","28970","28670"
"In post","2021","Black","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Legal","70","60","28360","27350"
"In post","2021","Black","Other","No function","80","80","34000","32240"
"In post","2021","Black","Other","Project Delivery","50","50","[c]","[c]"
"In post","2021","Black","Other","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Unknown","290","280","30150","28650"
"In post","2021","Black","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","No function","830","820","38030","34020"
"In post","2021","Black","Policy","Project Delivery","80","80","47390","42340"
"In post","2021","Black","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Unknown","170","160","40550","39790"
"In post","2021","Black","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Project Delivery","370","360","39030","37540"
"In post","2021","Black","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","100","100","44020","41950"
"In post","2021","Black","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Property","110","110","35970","33360"
"In post","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","No function","190","170","36770","33240"
"In post","2021","Black","Science and Engineering","Project Delivery","50","50","[c]","[c]"
"In post","2021","Black","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","Unknown","40","30","[c]","[c]"
"In post","2021","Black","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Security","90","90","29420","22650"
"In post","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","Analysis","50","50","39420","38630"
"In post","2021","Black","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","Communications","40","40","[c]","[c]"
"In post","2021","Black","Tax","Counter Fraud","60","60","33680","31810"
"In post","2021","Black","Tax","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","No function","290","280","33140","32520"
"In post","2021","Black","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Digital, Data & Technology","60","60","46010","40600"
"In post","2021","Black","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Human Resources","50","50","42000","37300"
"In post","2021","Black","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","No function","170","170","34670","31810"
"In post","2021","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","3970","3750","29300","30250"
"In post","2021","Black","Veterinarian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
