"Status","Year","Parent_department","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Project Delivery","410","390","40140","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Property","Property","390","370","36760","32560"
"In post","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Analysis","480","450","33720","29750"
"In post","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","No function","800","750","34110","30130"
"In post","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Social Research","No function","40","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Statistics","Analysis","70","70","38190","32840"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinarian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinarian","No function","370","350","45120","41610"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Commercial","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Communications","Communications","90","90","42740","38540"
"In post","2021","Department for International Trade","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Communications","No function","50","50","[c]","[c]"
"In post","2021","Department for International Trade","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Digital, Data and Technology","Digital, Data & Technology","120","120","47030","44020"
"In post","2021","Department for International Trade","Economics","Analysis","150","150","43340","32330"
"In post","2021","Department for International Trade","Economics","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Economics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Finance","Finance","90","90","48730","51840"
"In post","2021","Department for International Trade","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Human Resources","Human Resources","130","120","43310","38540"
"In post","2021","Department for International Trade","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","International Trade","No function","1290","1280","48350","50560"
"In post","2021","Department for International Trade","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Operational Delivery","No function","110","110","36650","32120"
"In post","2021","Department for International Trade","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Other","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Other","No function","150","150","40210","33320"
"In post","2021","Department for International Trade","Other","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Planning","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Policy","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Policy","No function","210","200","45390","38540"
"In post","2021","Department for International Trade","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Project Delivery","No function","30","30","[c]","[c]"
"In post","2021","Department for International Trade","Project Delivery","Project Delivery","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Security","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Statistics","Analysis","50","50","[c]","[c]"
"In post","2021","Department for International Trade","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Commercial","Commercial","210","190","33760","31300"
"In post","2021","Department for Transport","Commercial","No function","80","80","52290","54110"
"In post","2021","Department for Transport","Communications","Communications","290","280","37840","34710"
"In post","2021","Department for Transport","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Corporate Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Corporate Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Counter Fraud","Counter Fraud","60","60","30410","26780"
"In post","2021","Department for Transport","Digital, Data and Technology","Analysis","40","40","[c]","[c]"
"In post","2021","Department for Transport","Digital, Data and Technology","Digital, Data & Technology","1100","1080","39530","36000"
"In post","2021","Department for Transport","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Economics","Analysis","170","170","47750","54110"
"In post","2021","Department for Transport","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","Finance","400","380","39870","38110"
"In post","2021","Department for Transport","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","No function","70","70","48110","48770"
"In post","2021","Department for Transport","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Human Resources","Human Resources","390","370","36770","32810"
"In post","2021","Department for Transport","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","No function","60","50","75420","86070"
"In post","2021","Department for Transport","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","No function","9300","8370","26010","26350"
