"Status","Year","Region_ITL1","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Midlands (England)","Female","South Nottinghamshire","550","510","32770","27700"
"In post","2022","East Midlands (England)","Female","West Northamptonshire","680","610","27460","25120"
"In post","2022","East Midlands (England)","Male","Derby","390","380","29530","27570"
"In post","2022","East Midlands (England)","Male","East Derbyshire","130","120","30710","27570"
"In post","2022","East Midlands (England)","Male","Leicester","1040","990","28010","27130"
"In post","2022","East Midlands (England)","Male","Leicestershire CC and Rutland","940","910","31330","27570"
"In post","2022","East Midlands (England)","Male","Lincolnshire CC","1440","1390","30160","27570"
"In post","2022","East Midlands (England)","Male","North Northamptonshire","170","160","27320","27570"
"In post","2022","East Midlands (England)","Male","North Nottinghamshire","500","490","30360","27570"
"In post","2022","East Midlands (England)","Male","Nottingham","3920","3800","33230","30090"
"In post","2022","East Midlands (England)","Male","South and West Derbyshire","500","470","36680","31650"
"In post","2022","East Midlands (England)","Male","South Nottinghamshire","490","470","32160","29180"
"In post","2022","East Midlands (England)","Male","West Northamptonshire","430","420","28970","27380"
"In post","2022","East of England","Female","Bedford","480","440","29730","27570"
"In post","2022","East of England","Female","Breckland and South Norfolk","230","210","29380","26800"
"In post","2022","East of England","Female","Cambridgeshire CC","1650","1540","31770","28200"
"In post","2022","East of England","Female","Central Bedfordshire","190","180","29560","26780"
"In post","2022","East of England","Female","Essex Haven Gateway","510","470","30510","29290"
"In post","2022","East of England","Female","Essex Thames Gateway","710","630","27870","25210"
"In post","2022","East of England","Female","Heart of Essex","730","680","31580","29290"
"In post","2022","East of England","Female","Hertfordshire CC","1700","1570","35150","30380"
"In post","2022","East of England","Female","Luton","330","290","26990","27370"
"In post","2022","East of England","Female","North and West Norfolk","430","380","26990","26330"
"In post","2022","East of England","Female","Norwich and East Norfolk","1070","940","28430","27570"
"In post","2022","East of England","Female","Peterborough","1000","880","28100","25310"
"In post","2022","East of England","Female","Southend-on-Sea","660","570","31910","29290"
"In post","2022","East of England","Female","Suffolk CC","2250","2030","28730","26930"
"In post","2022","East of England","Female","Thurrock","180","170","27510","27110"
"In post","2022","East of England","Female","West Essex","360","310","32480","29290"
"In post","2022","East of England","Male","Bedford","380","370","31880","28820"
"In post","2022","East of England","Male","Breckland and South Norfolk","290","280","29650","27120"
"In post","2022","East of England","Male","Cambridgeshire CC","1840","1780","35070","31900"
"In post","2022","East of England","Male","Central Bedfordshire","250","250","33120","32270"
"In post","2022","East of England","Male","Essex Haven Gateway","440","430","33090","29290"
"In post","2022","East of England","Male","Essex Thames Gateway","250","240","28300","29170"
"In post","2022","East of England","Male","Heart of Essex","510","500","33560","30450"
"In post","2022","East of England","Male","Hertfordshire CC","1140","1120","36910","32120"
"In post","2022","East of England","Male","Luton","230","220","28990","27570"
"In post","2022","East of England","Male","North and West Norfolk","520","490","29600","28010"
"In post","2022","East of England","Male","Norwich and East Norfolk","930","900","30890","27570"
"In post","2022","East of England","Male","Peterborough","640","600","30380","27130"
"In post","2022","East of England","Male","Southend-on-Sea","450","420","36050","33370"
"In post","2022","East of England","Male","Suffolk CC","2080","2010","30870","28310"
"In post","2022","East of England","Male","Thurrock","190","180","27110","25310"
"In post","2022","East of England","Male","West Essex","340","300","30570","27370"
"In post","2022","London","Female","Barking & Dagenham and Havering","440","390","31330","31060"
"In post","2022","London","Female","Barnet","1140","1040","38240","32330"
"In post","2022","London","Female","Bexley and Greenwich","950","890","30870","30550"
"In post","2022","London","Female","Brent","400","360","31220","31060"
"In post","2022","London","Female","Bromley","420","380","31760","31060"
"In post","2022","London","Female","Camden and City of London","1100","1030","36260","29210"
"In post","2022","London","Female","Croydon","5860","5460","38010","35050"
"In post","2022","London","Female","Ealing","320","300","33060","31060"
"In post","2022","London","Female","Enfield","240","210","31330","31060"
"In post","2022","London","Female","Hackney and Newham","3510","3250","38350","33440"
"In post","2022","London","Female","Haringey and Islington","900","840","31550","31060"
"In post","2022","London","Female","Harrow and Hillingdon","1580","1420","31470","29370"
"In post","2022","London","Female","Hounslow and Richmond upon Thames","1550","1440","32290","31020"
"In post","2022","London","Female","Kensington & Chelsea and Hammersmith & Fulham","450","430","32570","31060"
"In post","2022","London","Female","Lambeth","1910","1810","41210","36330"
"In post","2022","London","Female","Lewisham and Southwark","840","810","34190","31060"
"In post","2022","London","Female","Merton, Kingston upon Thames and Sutton","420","390","32240","31060"
"In post","2022","London","Female","Redbridge and Waltham Forest","820","720","29830","30330"
"In post","2022","London","Female","Tower Hamlets","3190","3040","46910","41750"
"In post","2022","London","Female","Wandsworth","510","480","31600","30520"
"In post","2022","London","Female","Westminster","30620","29430","47250","42510"
"In post","2022","London","Male","Barking & Dagenham and Havering","260","250","32180","31060"
"In post","2022","London","Male","Barnet","660","640","42050","36820"
"In post","2022","London","Male","Bexley and Greenwich","850","830","33730","33490"
"In post","2022","London","Male","Brent","220","220","34350","31060"
"In post","2022","London","Male","Bromley","150","140","32750","31060"
"In post","2022","London","Male","Camden and City of London","1000","980","42430","32880"
"In post","2022","London","Male","Croydon","4700","4600","41680","37610"
"In post","2022","London","Male","Ealing","180","170","33090","31060"
"In post","2022","London","Male","Enfield","110","110","33030","31060"
"In post","2022","London","Male","Hackney and Newham","3060","2970","41820","37930"
"In post","2022","London","Male","Haringey and Islington","690","680","33300","31880"
"In post","2022","London","Male","Harrow and Hillingdon","1680","1580","31710","29270"
"In post","2022","London","Male","Hounslow and Richmond upon Thames","1400","1360","33940","31870"
"In post","2022","London","Male","Kensington & Chelsea and Hammersmith & Fulham","430","420","33680","32190"
"In post","2022","London","Male","Lambeth","1510","1480","44550","40060"
"In post","2022","London","Male","Lewisham and Southwark","560","530","34800","31060"
"In post","2022","London","Male","Merton, Kingston upon Thames and Sutton","270","270","34990","31060"
"In post","2022","London","Male","Redbridge and Waltham Forest","410","400","30720","31060"
"In post","2022","London","Male","Tower Hamlets","2870","2840","51610","50080"
"In post","2022","London","Male","Wandsworth","480","470","33530","33500"
"In post","2022","London","Male","Westminster","26180","25910","49900","46410"
"In post","2022","London","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","Darlington","820","760","35950","30710"
"In post","2022","North East (England)","Female","Durham","3280","2900","27020","24840"
"In post","2022","North East (England)","Female","Hartlepool and Stockton-on-Tees","960","850","27330","27570"
"In post","2022","North East (England)","Female","Northumberland","290","260","29460","27570"
"In post","2022","North East (England)","Female","South Teesside","780","680","27350","27370"
"In post","2022","North East (England)","Female","Sunderland","3020","2470","25450","22080"
"In post","2022","North East (England)","Female","Tyneside","10180","8970","29590","26820"
"In post","2022","North East (England)","Male","Darlington","490","490","38320","36500"
"In post","2022","North East (England)","Male","Durham","2440","2270","29040","27130"
"In post","2022","North East (England)","Male","Hartlepool and Stockton-on-Tees","710","680","28520","27570"
"In post","2022","North East (England)","Male","Northumberland","190","180","31750","27570"
"In post","2022","North East (England)","Male","South Teesside","380","370","26580","25120"
"In post","2022","North East (England)","Male","Sunderland","1310","1230","27610","26820"
"In post","2022","North East (England)","Male","Tyneside","8260","7980","32660","27570"
"In post","2022","North West (England)","Female","Blackburn with Darwen","290","250","27220","27570"
"In post","2022","North West (England)","Female","Blackpool","3390","3020","28820","27570"
"In post","2022","North West (England)","Female","Cheshire East","740","680","30170","26670"
"In post","2022","North West (England)","Female","Cheshire West and Chester","330","290","28250","27570"
"In post","2022","North West (England)","Female","Chorley and West Lancashire","710","650","29210","27380"
"In post","2022","North West (England)","Female","East Cumbria","570","510","28460","25190"
"In post","2022","North West (England)","Female","East Lancashire","360","320","27040","27570"
"In post","2022","North West (England)","Female","East Merseyside","810","710","28100","27570"
"In post","2022","North West (England)","Female","Greater Manchester North East","770","700","28010","27570"
"In post","2022","North West (England)","Female","Greater Manchester North West","1440","1260","25590","23460"
"In post","2022","North West (England)","Female","Greater Manchester South East","700","620","25960","23240"
"In post","2022","North West (England)","Female","Greater Manchester South West","3620","3340","31730","27570"
"In post","2022","North West (England)","Female","Lancaster and Wyre","640","580","28470","26670"
