"Status","Year","Sexual_orientation","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Department for Work and Pensions","120","110","28060","27570"
"In post","2021","LGBO","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","HM Revenue and Customs","110","100","28240","25560"
"In post","2021","LGBO","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Home Office","40","40","[c]","[c]"
"In post","2021","LGBO","Asian","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","LGBO","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Ministry of Justice","80","70","28130","24020"
"In post","2021","LGBO","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Department for Work and Pensions","90","90","28980","29290"
"In post","2021","LGBO","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2021","LGBO","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Ministry of Justice","60","60","29200","26410"
"In post","2021","LGBO","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","LGBO","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Department for Work and Pensions","150","150","29580","27570"
"In post","2021","LGBO","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","HM Revenue and Customs","60","60","34110","29570"
"In post","2021","LGBO","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Home Office","50","40","[c]","[c]"
"In post","2021","LGBO","Mixed","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","LGBO","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Ministry of Justice","120","110","31100","27380"
"In post","2021","LGBO","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
