"Status","Year","Ethnicity","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Female","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Attorney General's Departments","50","50","53890","54810"
"In post","2021","Other ethnicity","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Department for Business, Energy and Industrial Strategy","50","50","46540","48250"
"In post","2021","Other ethnicity","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Department for Transport","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Male","Department for Work and Pensions","200","190","31630","27570"
"In post","2021","Other ethnicity","Male","Department of Health and Social Care","50","50","53760","51810"
"In post","2021","Other ethnicity","Male","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"In post","2021","Other ethnicity","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","HM Revenue and Customs","110","100","35950","31810"
"In post","2021","Other ethnicity","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Home Office","100","100","31530","28650"
"In post","2021","Other ethnicity","Male","Ministry of Defence","120","120","37450","35340"
"In post","2021","Other ethnicity","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Ministry of Justice","180","180","31330","31650"
"In post","2021","Other ethnicity","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Attorney General's Departments","80","80","43780","43000"
"In post","2021","Undeclared","Female","Cabinet Office","80","80","44910","40600"
"In post","2021","Undeclared","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Department for Business, Energy and Industrial Strategy","210","200","42130","39690"
"In post","2021","Undeclared","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Department for Education","120","110","44460","40940"
"In post","2021","Undeclared","Female","Department for Environment, Food and Rural Affairs","180","170","35360","31900"
"In post","2021","Undeclared","Female","Department for International Trade","30","30","[c]","[c]"
"In post","2021","Undeclared","Female","Department for Transport","300","280","30970","26780"
"In post","2021","Undeclared","Female","Department for Work and Pensions","2510","2100","27310","27570"
"In post","2021","Undeclared","Female","Department of Health and Social Care","380","330","42800","38930"
"In post","2021","Undeclared","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Foreign, Commonwealth and Development Office","110","110","44320","39230"
"In post","2021","Undeclared","Female","HM Land Registry","110","100","31840","27130"
"In post","2021","Undeclared","Female","HM Revenue and Customs","1040","910","31780","28130"
"In post","2021","Undeclared","Female","HM Treasury","40","40","[c]","[c]"
"In post","2021","Undeclared","Female","Home Office","850","760","32250","28650"
"In post","2021","Undeclared","Female","Ministry of Defence","900","860","33780","33250"
"In post","2021","Undeclared","Female","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Undeclared","Female","Ministry of Justice","980","900","28420","25100"
"In post","2021","Undeclared","Female","National Crime Agency","70","70","33880","32260"
"In post","2021","Undeclared","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Scottish Government","230","220","36630","33650"
"In post","2021","Undeclared","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","United Kingdom Statistics Authority","30","20","[c]","[c]"
"In post","2021","Undeclared","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Welsh Government","100","90","42090","37410"
"In post","2021","Undeclared","Male","Attorney General's Departments","80","80","44860","46800"
"In post","2021","Undeclared","Male","Cabinet Office","150","150","49170","52200"
"In post","2021","Undeclared","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Male","Department for Business, Energy and Industrial Strategy","410","390","46070","43100"
"In post","2021","Undeclared","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Male","Department for Education","170","170","43860","40300"
"In post","2021","Undeclared","Male","Department for Environment, Food and Rural Affairs","270","270","35830","31640"
"In post","2021","Undeclared","Male","Department for International Trade","40","40","[c]","[c]"
"In post","2021","Undeclared","Male","Department for Transport","750","730","34170","30580"
"In post","2021","Undeclared","Male","Department for Work and Pensions","2030","1910","29500","27570"
"In post","2021","Undeclared","Male","Department of Health and Social Care","200","190","52040","48220"
"In post","2021","Undeclared","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Male","Foreign, Commonwealth and Development Office","230","220","49460","44710"
"In post","2021","Undeclared","Male","HM Land Registry","140","120","34780","33840"
"In post","2021","Undeclared","Male","HM Revenue and Customs","1610","1520","35580","31810"
"In post","2021","Undeclared","Male","HM Treasury","80","80","47690","43870"
"In post","2021","Undeclared","Male","Home Office","1270","1210","33620","29360"
"In post","2021","Undeclared","Male","Ministry of Defence","2450","2410","37340","36900"
"In post","2021","Undeclared","Male","Ministry of Housing, Communities and Local Government","70","70","44750","46120"
"In post","2021","Undeclared","Male","Ministry of Justice","1130","1090","31660","30400"
"In post","2021","Undeclared","Male","National Crime Agency","110","110","37850","36950"
"In post","2021","Undeclared","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Male","Office of Gas and Electricity Markets","50","50","46640","38030"
"In post","2021","Undeclared","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Male","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","Undeclared","Male","Scottish Government","430","400","37350","33650"
"In post","2021","Undeclared","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Male","United Kingdom Statistics Authority","40","40","[c]","[c]"
"In post","2021","Undeclared","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Male","Welsh Government","140","130","43130","41910"
"In post","2021","Unknown","Female","Attorney General's Departments","740","680","45480","48830"
"In post","2021","Unknown","Female","Cabinet Office","2150","2110","42630","32000"
"In post","2021","Unknown","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Charity Commission","50","50","[c]","[c]"
"In post","2021","Unknown","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Department for Business, Energy and Industrial Strategy","1080","1020","33260","30170"
"In post","2021","Unknown","Female","Department for Digital, Culture, Media and Sport","100","90","46660","51730"
"In post","2021","Unknown","Female","Department for Education","520","490","42750","38400"
"In post","2021","Unknown","Female","Department for Environment, Food and Rural Affairs","1040","960","33990","29720"
"In post","2021","Unknown","Female","Department for International Trade","370","370","42470","38540"
"In post","2021","Unknown","Female","Department for Transport","1020","940","30330","26350"
"In post","2021","Unknown","Female","Department for Work and Pensions","3720","3280","27540","27570"
"In post","2021","Unknown","Female","Department of Health and Social Care","1170","1130","44380","40650"
"In post","2021","Unknown","Female","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","Unknown","Female","Foreign, Commonwealth and Development Office","620","610","46710","43910"
"In post","2021","Unknown","Female","HM Land Registry","580","540","27040","22350"
"In post","2021","Unknown","Female","HM Revenue and Customs","7870","7020","26790","21440"
"In post","2021","Unknown","Female","HM Treasury","40","40","[c]","[c]"
"In post","2021","Unknown","Female","Home Office","800","770","31650","27240"
"In post","2021","Unknown","Female","Ministry of Defence","1690","1600","33670","30890"
"In post","2021","Unknown","Female","Ministry of Housing, Communities and Local Government","140","130","43620","39600"
"In post","2021","Unknown","Female","Ministry of Justice","4920","4620","27020","23970"
"In post","2021","Unknown","Female","National Crime Agency","280","260","39350","36740"
"In post","2021","Unknown","Female","Northern Ireland Office","30","30","[c]","[c]"
"In post","2021","Unknown","Female","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","Unknown","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Other Cabinet Office Agencies","60","60","35170","34800"
"In post","2021","Unknown","Female","Scotland Office","30","30","[c]","[c]"
"In post","2021","Unknown","Female","Scottish Government","3310","3050","31160","28410"
