"Status","Year","Sexual_orientation","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Declared non-disabled","110","100","29980","26820"
"In post","2022","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Unknown","860","820","27560","24880"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Declared disabled","200","170","26170","22080"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Declared non-disabled","1910","1620","27520","22080"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Undeclared","90","80","29080","26820"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Unknown","3470","3170","28400","26520"
"In post","2022","Unknown","Outer London - East and North East","Declared disabled","50","40","[c]","[c]"
"In post","2022","Unknown","Outer London - East and North East","Declared non-disabled","420","360","30370","31060"
"In post","2022","Unknown","Outer London - East and North East","Undeclared","70","70","31300","31060"
"In post","2022","Unknown","Outer London - East and North East","Unknown","350","340","29980","30460"
"In post","2022","Unknown","Outer London - South","Declared disabled","60","60","35420","31150"
"In post","2022","Unknown","Outer London - South","Declared non-disabled","380","350","37090","31880"
"In post","2022","Unknown","Outer London - South","Undeclared","40","30","[c]","[c]"
"In post","2022","Unknown","Outer London - South","Unknown","1630","1580","38360","35050"
"In post","2022","Unknown","Outer London - West and North West","Declared disabled","50","50","29630","28810"
"In post","2022","Unknown","Outer London - West and North West","Declared non-disabled","420","370","32950","31060"
"In post","2022","Unknown","Outer London - West and North West","Undeclared","60","50","35540","35650"
"In post","2022","Unknown","Outer London - West and North West","Unknown","1040","1000","35950","31020"
"In post","2022","Unknown","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Declared non-disabled","70","70","50200","52400"
"In post","2022","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","570","570","50400","51450"
"In post","2022","Unknown","Shropshire and Staffordshire","Declared disabled","50","50","30190","27570"
"In post","2022","Unknown","Shropshire and Staffordshire","Declared non-disabled","480","420","29920","27570"
"In post","2022","Unknown","Shropshire and Staffordshire","Undeclared","80","70","28750","31650"
"In post","2022","Unknown","Shropshire and Staffordshire","Unknown","770","730","31180","26310"
"In post","2022","Unknown","South Yorkshire","Declared disabled","70","60","30320","27570"
"In post","2022","Unknown","South Yorkshire","Declared non-disabled","640","550","32160","27570"
"In post","2022","Unknown","South Yorkshire","Undeclared","60","50","29990","30200"
"In post","2022","Unknown","South Yorkshire","Unknown","830","800","31630","25610"
"In post","2022","Unknown","Southern Scotland","Declared disabled","60","50","28810","26820"
"In post","2022","Unknown","Southern Scotland","Declared non-disabled","540","470","28610","27360"
"In post","2022","Unknown","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Southern Scotland","Unknown","1460","1340","28560","24400"
"In post","2022","Unknown","Surrey, East and West Sussex","Declared disabled","60","50","30230","27570"
"In post","2022","Unknown","Surrey, East and West Sussex","Declared non-disabled","500","430","29460","27570"
"In post","2022","Unknown","Surrey, East and West Sussex","Undeclared","100","90","31890","31740"
"In post","2022","Unknown","Surrey, East and West Sussex","Unknown","780","720","31350","27570"
"In post","2022","Unknown","Tees Valley and Durham","Declared disabled","80","60","25320","26120"
"In post","2022","Unknown","Tees Valley and Durham","Declared non-disabled","640","550","27930","27130"
"In post","2022","Unknown","Tees Valley and Durham","Undeclared","190","160","30090","31650"
"In post","2022","Unknown","Tees Valley and Durham","Unknown","870","830","26650","24260"
"In post","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared non-disabled","70","60","27960","27570"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","2190","2170","37080","32700"
"In post","2022","Unknown","West Central Scotland","Declared disabled","180","160","30480","27570"
"In post","2022","Unknown","West Central Scotland","Declared non-disabled","1250","1100","30400","26990"
"In post","2022","Unknown","West Central Scotland","Undeclared","60","50","25780","25140"
"In post","2022","Unknown","West Central Scotland","Unknown","3640","3450","31160","27230"
"In post","2022","Unknown","West Midlands","Declared disabled","180","160","27390","26300"
"In post","2022","Unknown","West Midlands","Declared non-disabled","1670","1450","29620","27570"
"In post","2022","Unknown","West Midlands","Undeclared","80","70","28300","27570"
"In post","2022","Unknown","West Midlands","Unknown","2610","2480","30830","26820"
"In post","2022","Unknown","West Wales and The Valleys","Declared disabled","80","60","24440","24250"
"In post","2022","Unknown","West Wales and The Valleys","Declared non-disabled","940","800","26660","27130"
"In post","2022","Unknown","West Wales and The Valleys","Undeclared","80","70","28020","27570"
"In post","2022","Unknown","West Wales and The Valleys","Unknown","1420","1330","27120","21840"
"In post","2022","Unknown","West Yorkshire","Declared disabled","110","90","29190","27570"
"In post","2022","Unknown","West Yorkshire","Declared non-disabled","1240","1080","31960","27570"
"In post","2022","Unknown","West Yorkshire","Undeclared","130","110","31020","31650"
"In post","2022","Unknown","West Yorkshire","Unknown","3050","2920","30770","26820"
"Leaver CS","2021","Heterosexual / straight","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Bedfordshire and Hertfordshire","Declared non-disabled","130","120","30220","25280"
"Leaver CS","2021","Heterosexual / straight","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","290","270","33270","29830"
"Leaver CS","2021","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cheshire","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cumbria","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Declared non-disabled","230","210","27290","24000"
"Leaver CS","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Devon","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Devon","Declared non-disabled","170","150","26240","21580"
"Leaver CS","2021","Heterosexual / straight","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Dorset and Somerset","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Dorset and Somerset","Declared non-disabled","170","160","30170","27570"
"Leaver CS","2021","Heterosexual / straight","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Anglia","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Anglia","Declared non-disabled","370","330","30830","26670"
"Leaver CS","2021","Heterosexual / straight","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Wales","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Wales","Declared non-disabled","330","300","35780","27570"
"Leaver CS","2021","Heterosexual / straight","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Wales","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Declared non-disabled","130","120","29030","27130"
"Leaver CS","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Eastern Scotland","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Eastern Scotland","Declared non-disabled","200","180","34370","27570"
"Leaver CS","2021","Heterosexual / straight","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Eastern Scotland","Unknown","70","60","40930","34290"
"Leaver CS","2021","Heterosexual / straight","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Essex","Declared non-disabled","120","110","29590","25260"
"Leaver CS","2021","Heterosexual / straight","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","120","100","30950","26720"
"Leaver CS","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","690","640","35510","31260"
"Leaver CS","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Greater Manchester","Declared disabled","60","60","28870","23160"
"Leaver CS","2021","Heterosexual / straight","Greater Manchester","Declared non-disabled","350","320","30980","25880"
"Leaver CS","2021","Heterosexual / straight","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Hampshire and Isle of Wight","Declared disabled","70","70","26060","25970"
"Leaver CS","2021","Heterosexual / straight","Hampshire and Isle of Wight","Declared non-disabled","380","340","30530","27570"
"Leaver CS","2021","Heterosexual / straight","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Hampshire and Isle of Wight","Unknown","60","50","28300","26670"
"Leaver CS","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","120","110","23800","21010"
