"Status","Year","Region_ITL3","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","North Hampshire","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","North Hampshire","SEO/HEO","Hampshire and Isle of Wight","300","290","37510","34290"
"In post","2022","North Hampshire","Unknown","Hampshire and Isle of Wight","90","80","29080","26310"
"In post","2022","North Lanarkshire","AA/AO","West Central Scotland","1370","1150","21690","21260"
"In post","2022","North Lanarkshire","EO","West Central Scotland","880","800","28840","27570"
"In post","2022","North Lanarkshire","G6/G7","West Central Scotland","80","70","58730","55210"
"In post","2022","North Lanarkshire","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","North Lanarkshire","SEO/HEO","West Central Scotland","470","440","36820","33370"
"In post","2022","North Northamptonshire","AA/AO","Leicestershire, Rutland and Northamptonshire","250","220","21530","21260"
"In post","2022","North Northamptonshire","EO","Leicestershire, Rutland and Northamptonshire","200","180","27630","27570"
"In post","2022","North Northamptonshire","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","North Northamptonshire","SEO/HEO","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2022","North Northamptonshire","Unknown","Leicestershire, Rutland and Northamptonshire","60","50","28240","28200"
"In post","2022","North Nottinghamshire","AA/AO","Derbyshire and Nottinghamshire","420","400","24290","23140"
"In post","2022","North Nottinghamshire","EO","Derbyshire and Nottinghamshire","330","300","27830","27570"
"In post","2022","North Nottinghamshire","G6/G7","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"In post","2022","North Nottinghamshire","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","North Nottinghamshire","SEO/HEO","Derbyshire and Nottinghamshire","160","160","39900","38160"
"In post","2022","North Nottinghamshire","Unknown","Derbyshire and Nottinghamshire","140","120","29460","28200"
"In post","2022","North Yorkshire CC","AA/AO","North Yorkshire","770","730","23410","21170"
"In post","2022","North Yorkshire CC","EO","North Yorkshire","510","480","27910","27570"
"In post","2022","North Yorkshire CC","G6/G7","North Yorkshire","150","140","62950","59630"
"In post","2022","North Yorkshire CC","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire CC","SEO/HEO","North Yorkshire","460","450","36320","35300"
"In post","2022","North Yorkshire CC","Unknown","North Yorkshire","90","80","29530","28200"
"In post","2022","Northumberland","AA/AO","Northumberland, and Tyne and Wear","100","90","20870","21170"
"In post","2022","Northumberland","EO","Northumberland, and Tyne and Wear","210","190","27370","27570"
"In post","2022","Northumberland","G6/G7","Northumberland, and Tyne and Wear","30","30","[c]","[c]"
"In post","2022","Northumberland","SEO/HEO","Northumberland, and Tyne and Wear","80","70","36150","35310"
"In post","2022","Northumberland","Unknown","Northumberland, and Tyne and Wear","60","50","31430","31420"
"In post","2022","Norwich and East Norfolk","AA/AO","East Anglia","630","560","22600","21260"
"In post","2022","Norwich and East Norfolk","EO","East Anglia","590","530","27470","27570"
"In post","2022","Norwich and East Norfolk","G6/G7","East Anglia","130","120","56490","53460"
"In post","2022","Norwich and East Norfolk","SCS","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Norwich and East Norfolk","SEO/HEO","East Anglia","370","350","36430","34440"
"In post","2022","Norwich and East Norfolk","Unknown","East Anglia","280","260","25950","24090"
"In post","2022","Nottingham","AA/AO","Derbyshire and Nottinghamshire","2150","1960","22060","21250"
"In post","2022","Nottingham","EO","Derbyshire and Nottinghamshire","2350","2200","26850","26820"
"In post","2022","Nottingham","G6/G7","Derbyshire and Nottinghamshire","1040","1010","56720","55210"
"In post","2022","Nottingham","SCS","Derbyshire and Nottinghamshire","60","60","92810","83370"
"In post","2022","Nottingham","SEO/HEO","Derbyshire and Nottinghamshire","2970","2830","35570","33370"
"In post","2022","Nottingham","Unknown","Derbyshire and Nottinghamshire","270","240","28800","28200"
"In post","2022","Orkney Islands","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Orkney Islands","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","Overseas","70","70","22100","21830"
"In post","2022","Overseas","EO","Overseas","290","280","27700","27130"
"In post","2022","Overseas","G6/G7","Overseas","1310","1310","59620","57490"
"In post","2022","Overseas","SCS","Overseas","290","290","85420","76600"
"In post","2022","Overseas","SEO/HEO","Overseas","1530","1520","39250","36450"
"In post","2022","Overseas","Unknown","Overseas","200","200","[c]","[c]"
"In post","2022","Oxfordshire CC","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","960","900","24920","21830"
"In post","2022","Oxfordshire CC","EO","Berkshire, Buckinghamshire and Oxfordshire","530","500","28690","27570"
"In post","2022","Oxfordshire CC","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","240","220","60430","57260"
"In post","2022","Oxfordshire CC","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Oxfordshire CC","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","710","690","37290","36700"
"In post","2022","Oxfordshire CC","Unknown","Berkshire, Buckinghamshire and Oxfordshire","200","180","30590","27540"
"In post","2022","Perth and Kinross, and Stirling","AA/AO","Eastern Scotland","510","480","24080","23330"
"In post","2022","Perth and Kinross, and Stirling","EO","Eastern Scotland","570","530","31580","31060"
"In post","2022","Perth and Kinross, and Stirling","G6/G7","Eastern Scotland","70","70","58670","56170"
"In post","2022","Perth and Kinross, and Stirling","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Perth and Kinross, and Stirling","SEO/HEO","Eastern Scotland","290","270","39910","40290"
"In post","2022","Perth and Kinross, and Stirling","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","AA/AO","East Anglia","630","550","21320","21680"
"In post","2022","Peterborough","EO","East Anglia","420","370","26980","27130"
"In post","2022","Peterborough","G6/G7","East Anglia","100","90","58110","54730"
"In post","2022","Peterborough","SCS","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Peterborough","SEO/HEO","East Anglia","360","330","35460","33840"
"In post","2022","Peterborough","Unknown","East Anglia","130","120","29470","28200"
"In post","2022","Plymouth","AA/AO","Devon","1020","950","23480","22010"
"In post","2022","Plymouth","EO","Devon","880","800","27680","27130"
"In post","2022","Plymouth","G6/G7","Devon","180","170","60210","56750"
"In post","2022","Plymouth","SCS","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Plymouth","SEO/HEO","Devon","910","860","38430","38450"
"In post","2022","Plymouth","Unknown","Devon","280","260","32060","28660"
"In post","2022","Portsmouth","AA/AO","Hampshire and Isle of Wight","1230","1100","23310","21250"
"In post","2022","Portsmouth","EO","Hampshire and Isle of Wight","1080","1010","27650","26820"
"In post","2022","Portsmouth","G6/G7","Hampshire and Isle of Wight","290","280","59320","55210"
"In post","2022","Portsmouth","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Portsmouth","SEO/HEO","Hampshire and Isle of Wight","1080","1030","36920","33850"
"In post","2022","Portsmouth","Unknown","Hampshire and Isle of Wight","110","100","30480","28200"
"In post","2022","Powys","AA/AO","East Wales","210","200","21550","21170"
"In post","2022","Powys","EO","East Wales","170","160","27710","27570"
"In post","2022","Powys","G6/G7","East Wales","40","40","[c]","[c]"
"In post","2022","Powys","SEO/HEO","East Wales","150","140","38930","38160"
"In post","2022","Powys","Unknown","East Wales","30","30","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","AA/AO","Outer London - East and North East","400","350","24400","25110"
"In post","2022","Redbridge and Waltham Forest","EO","Outer London - East and North East","560","510","30770","31060"
"In post","2022","Redbridge and Waltham Forest","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","SEO/HEO","Outer London - East and North East","100","90","38350","36650"
"In post","2022","Redbridge and Waltham Forest","Unknown","Outer London - East and North East","150","140","33640","32090"
"In post","2022","Sandwell","AA/AO","West Midlands","60","50","21010","21260"
"In post","2022","Sandwell","EO","West Midlands","290","260","27310","27570"
"In post","2022","Sandwell","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","SEO/HEO","West Midlands","40","40","[c]","[c]"
"In post","2022","Sandwell","Unknown","West Midlands","100","90","28530","25560"
"In post","2022","Scottish Borders","AA/AO","Southern Scotland","220","200","24840","25930"
"In post","2022","Scottish Borders","EO","Southern Scotland","170","160","28840","27940"
"In post","2022","Scottish Borders","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","SEO/HEO","Southern Scotland","100","90","36650","36130"
"In post","2022","Sefton","AA/AO","Merseyside","1380","1200","21090","21680"
"In post","2022","Sefton","EO","Merseyside","1870","1740","26630","26820"
"In post","2022","Sefton","G6/G7","Merseyside","450","430","57900","55210"
"In post","2022","Sefton","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","SEO/HEO","Merseyside","1440","1380","36300","33680"
"In post","2022","Sefton","Unknown","Merseyside","120","110","28560","24800"
"In post","2022","Sheffield","AA/AO","South Yorkshire","1440","1260","21340","21680"
"In post","2022","Sheffield","EO","South Yorkshire","1900","1730","26380","25480"
"In post","2022","Sheffield","G6/G7","South Yorkshire","1290","1240","55660","52150"
"In post","2022","Sheffield","SCS","South Yorkshire","90","80","80540","75020"
"In post","2022","Sheffield","SEO/HEO","South Yorkshire","2410","2280","34910","35310"
"In post","2022","Sheffield","Unknown","South Yorkshire","240","210","30050","28200"
"In post","2022","Shetland Islands","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","AA/AO","Shropshire and Staffordshire","450","420","23860","21860"
"In post","2022","Shropshire","EO","Shropshire and Staffordshire","450","430","28450","27570"
"In post","2022","Shropshire","G6/G7","Shropshire and Staffordshire","50","40","[c]","[c]"
"In post","2022","Shropshire","SEO/HEO","Shropshire and Staffordshire","250","240","37290","36050"
"In post","2022","Shropshire","Unknown","Shropshire and Staffordshire","50","50","31110","32690"
"In post","2022","Solihull","AA/AO","West Midlands","200","180","21400","21680"
"In post","2022","Solihull","EO","West Midlands","550","510","26450","26120"
"In post","2022","Solihull","G6/G7","West Midlands","50","50","[c]","[c]"
"In post","2022","Solihull","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","SEO/HEO","West Midlands","250","240","34060","32620"
"In post","2022","Solihull","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","AA/AO","Dorset and Somerset","530","480","21030","21170"
"In post","2022","Somerset CC","EO","Dorset and Somerset","710","650","27120","27570"
"In post","2022","Somerset CC","G6/G7","Dorset and Somerset","160","150","59110","54750"
"In post","2022","Somerset CC","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","SEO/HEO","Dorset and Somerset","930","890","37050","34660"
"In post","2022","Somerset CC","Unknown","Dorset and Somerset","140","130","28880","26310"
"In post","2022","South and West Derbyshire","AA/AO","Derbyshire and Nottinghamshire","330","300","24750","23140"
"In post","2022","South and West Derbyshire","EO","Derbyshire and Nottinghamshire","360","320","27710","27570"
"In post","2022","South and West Derbyshire","G6/G7","Derbyshire and Nottinghamshire","140","130","60890","58810"
"In post","2022","South and West Derbyshire","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","South and West Derbyshire","SEO/HEO","Derbyshire and Nottinghamshire","320","300","38040","36480"
"In post","2022","South and West Derbyshire","Unknown","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2022","South Ayrshire","AA/AO","Southern Scotland","90","80","21850","21260"
"In post","2022","South Ayrshire","EO","Southern Scotland","180","160","27670","27570"
"In post","2022","South Ayrshire","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","South Ayrshire","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","South Ayrshire","SEO/HEO","Southern Scotland","50","50","[c]","[c]"
"In post","2022","South Hampshire","AA/AO","Hampshire and Isle of Wight","1380","980","20920","20350"
"In post","2022","South Hampshire","EO","Hampshire and Isle of Wight","910","850","26340","26670"
"In post","2022","South Hampshire","G6/G7","Hampshire and Isle of Wight","470","450","54770","51210"
"In post","2022","South Hampshire","SCS","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2022","South Hampshire","SEO/HEO","Hampshire and Isle of Wight","1230","1170","34800","33730"
"In post","2022","South Hampshire","Unknown","Hampshire and Isle of Wight","100","90","29550","25150"
"In post","2022","South Lanarkshire","AA/AO","Southern Scotland","1450","1260","21670","21250"
"In post","2022","South Lanarkshire","EO","Southern Scotland","910","800","27090","26820"
"In post","2022","South Lanarkshire","G6/G7","Southern Scotland","450","430","55950","55110"
"In post","2022","South Lanarkshire","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","South Lanarkshire","SEO/HEO","Southern Scotland","980","920","36380","33930"
