"Status","Year","Region_ITL3","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bromley","London","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","Department for Work and Pensions (excl. agencies)","210","190","27760","27570"
"In post","2021","Buckinghamshire CC","South East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","South East (England)","HM Prison and Probation Service","690","650","31240","30400"
"In post","2021","Buckinghamshire CC","South East (England)","Ministry of Defence (excl. agencies)","720","700","34150","32120"
"In post","2021","Buckinghamshire CC","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Department for Work and Pensions (excl. agencies)","50","50","27230","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Forestry and Land Scotland","50","50","28720","27320"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Scottish Government (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","730","650","27080","27570"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","HM Courts and Tribunals Service","50","40","23840","20100"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","HM Prison and Probation Service","110","100","28420","28200"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Valuation Office Agency","120","110","26250","21100"
"In post","2021","Cambridgeshire CC","East of England","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Defence Equipment and Support","50","50","35010","34370"
"In post","2021","Cambridgeshire CC","East of England","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Department for Education (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Department for Work and Pensions (excl. agencies)","230","220","28320","27570"
"In post","2021","Cambridgeshire CC","East of England","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","HM Courts and Tribunals Service","70","60","22670","19930"
"In post","2021","Cambridgeshire CC","East of England","HM Prison and Probation Service","1210","1140","29830","29810"
"In post","2021","Cambridgeshire CC","East of England","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Ministry of Defence (excl. agencies)","1040","1020","34360","33300"
"In post","2021","Cambridgeshire CC","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Office for Standards in Education, Children's Services and Skills","100","100","62230","64500"
"In post","2021","Cambridgeshire CC","East of England","Public Health England","310","280","42540","34620"
"In post","2021","Cambridgeshire CC","East of England","Rural Payments Agency","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Valuation Office Agency","50","40","[c]","[c]"
"In post","2021","Camden and City of London","London","Cabinet Office (excl. agencies)","100","90","54190","54700"
"In post","2021","Camden and City of London","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Debt Management Office","110","110","58680","51550"
"In post","2021","Camden and City of London","London","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Department for Work and Pensions (excl. agencies)","70","70","30980","31060"
"In post","2021","Camden and City of London","London","Government Actuary's Department","200","190","64910","57250"
"In post","2021","Camden and City of London","London","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","HM Courts and Tribunals Service","860","830","26190","23500"
"In post","2021","Camden and City of London","London","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","HM Revenue and Customs (excl. agencies)","1510","1450","38460","36160"
"In post","2021","Camden and City of London","London","Home Office (incl. agencies)","340","330","34220","30600"
"In post","2021","Camden and City of London","London","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Ministry of Defence (excl. agencies)","120","120","34730","30750"
"In post","2021","Camden and City of London","London","Ministry of Justice (excl. agencies)","130","130","37770","31780"
"In post","2021","Camden and City of London","London","National Infrastructure Commission","40","40","[c]","[c]"
"In post","2021","Camden and City of London","London","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Water Services Regulation Authority","70","70","69430","66360"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Advisory, Conciliation and Arbitration Service","90","90","30920","30950"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Animal and Plant Health Agency","90","80","27960","21050"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Companies House","1030","950","31130","27460"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Crown Prosecution Service","210","200","41090","38760"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","70","34620","30360"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Department for Work and Pensions (excl. agencies)","1110","1020","26960","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","ESTYN","110","100","58000","74730"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Food Standards Agency","110","110","39860","37910"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Health and Safety Executive","80","70","40780","41480"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","HM Courts and Tribunals Service","320","300","23290","20100"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","HM Prison and Probation Service","770","720","30640","27380"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","HM Revenue and Customs (excl. agencies)","4090","3780","27830","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Home Office (incl. agencies)","340","320","29050","25360"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Insolvency Service","70","70","28260","26000"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Maritime and Coastguard Agency","50","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Ministry of Defence (excl. agencies)","260","250","26710","22570"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Ministry of Justice (excl. agencies)","50","50","45090","41100"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
