"Status","Year","Disability","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Legal","60","60","46520","48080"
"In post","2021","Declared disabled","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Operational Delivery","1470","1360","27430","25260"
"In post","2021","Declared disabled","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Other","110","100","25920","24210"
"In post","2021","Declared disabled","West Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Policy","60","60","38050","33300"
"In post","2021","Declared disabled","West Midlands (England)","Project Delivery","70","70","36420","33300"
"In post","2021","Declared disabled","West Midlands (England)","Property","50","40","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Science and Engineering","30","30","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Security","30","30","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","Tax","110","100","36210","31940"
"In post","2021","Declared disabled","West Midlands (England)","Unknown","1350","1180","26100","27570"
"In post","2021","Declared disabled","West Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Commercial","40","40","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Digital, Data and Technology","90","80","36800","32300"
"In post","2021","Declared disabled","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Finance","80","70","32210","26190"
"In post","2021","Declared disabled","Yorkshire and The Humber","Human Resources","70","70","41060","38380"
"In post","2021","Declared disabled","Yorkshire and The Humber","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Legal","70","60","46990","51330"
"In post","2021","Declared disabled","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Operational Delivery","1450","1320","27820","25400"
"In post","2021","Declared disabled","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Other","110","110","24980","22080"
"In post","2021","Declared disabled","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Policy","140","130","39820","36820"
"In post","2021","Declared disabled","Yorkshire and The Humber","Project Delivery","50","50","38000","33300"
"In post","2021","Declared disabled","Yorkshire and The Humber","Property","50","50","36930","33250"
"In post","2021","Declared disabled","Yorkshire and The Humber","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Science and Engineering","30","30","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Security","30","30","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","Tax","100","90","34510","31810"
"In post","2021","Declared disabled","Yorkshire and The Humber","Unknown","1570","1360","28330","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East Midlands (England)","Commercial","90","90","43740","43130"
"In post","2021","Declared non-disabled","East Midlands (England)","Communications","60","60","38370","37860"
"In post","2021","Declared non-disabled","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East Midlands (England)","Digital, Data and Technology","150","150","37910","35730"
"In post","2021","Declared non-disabled","East Midlands (England)","Finance","150","140","36250","32010"
"In post","2021","Declared non-disabled","East Midlands (England)","Human Resources","240","230","39350","35000"
"In post","2021","Declared non-disabled","East Midlands (England)","Inspector of Education and Training","60","60","65390","64500"
"In post","2021","Declared non-disabled","East Midlands (England)","Intelligence Analysis","90","90","29920","27380"
"In post","2021","Declared non-disabled","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East Midlands (England)","Knowledge and Information Management","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","East Midlands (England)","Legal","320","290","44040","46210"
"In post","2021","Declared non-disabled","East Midlands (England)","Medicine","130","130","45130","37890"
"In post","2021","Declared non-disabled","East Midlands (England)","Operational Delivery","6640","6130","27690","25560"
"In post","2021","Declared non-disabled","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East Midlands (England)","Other","620","590","25730","21130"
"In post","2021","Declared non-disabled","East Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East Midlands (England)","Policy","190","180","42370","38630"
"In post","2021","Declared non-disabled","East Midlands (England)","Project Delivery","270","260","39530","37900"
"In post","2021","Declared non-disabled","East Midlands (England)","Property","290","270","35500","33300"
"In post","2021","Declared non-disabled","East Midlands (England)","Psychology","140","130","34730","30450"
"In post","2021","Declared non-disabled","East Midlands (England)","Science and Engineering","430","400","39320","37890"
"In post","2021","Declared non-disabled","East Midlands (England)","Security","100","100","29610","26710"
"In post","2021","Declared non-disabled","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East Midlands (England)","Tax","720","680","36310","31810"
"In post","2021","Declared non-disabled","East Midlands (England)","Unknown","3440","3050","26330","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East of England","Commercial","140","130","40190","36970"
"In post","2021","Declared non-disabled","East of England","Communications","60","60","34880","32640"
"In post","2021","Declared non-disabled","East of England","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East of England","Digital, Data and Technology","300","290","37000","34810"
"In post","2021","Declared non-disabled","East of England","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East of England","Finance","280","260","38180","35780"
"In post","2021","Declared non-disabled","East of England","Human Resources","130","120","33920","31400"
"In post","2021","Declared non-disabled","East of England","Inspector of Education and Training","70","70","66100","75500"
"In post","2021","Declared non-disabled","East of England","Intelligence Analysis","290","290","32560","33000"
"In post","2021","Declared non-disabled","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East of England","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East of England","Knowledge and Information Management","110","100","35700","33300"
"In post","2021","Declared non-disabled","East of England","Legal","430","390","41390","38300"
"In post","2021","Declared non-disabled","East of England","Medicine","110","100","52630","37890"
"In post","2021","Declared non-disabled","East of England","Operational Delivery","7020","6490","28360","26780"
"In post","2021","Declared non-disabled","East of England","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East of England","Other","810","770","24860","21130"
"In post","2021","Declared non-disabled","East of England","Policy","130","130","44170","42200"
"In post","2021","Declared non-disabled","East of England","Project Delivery","410","390","38910","36520"
"In post","2021","Declared non-disabled","East of England","Property","330","310","33610","33280"
"In post","2021","Declared non-disabled","East of England","Psychology","140","130","35090","30450"
"In post","2021","Declared non-disabled","East of England","Science and Engineering","550","520","35390","32440"
"In post","2021","Declared non-disabled","East of England","Security","350","340","32850","27700"
"In post","2021","Declared non-disabled","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","East of England","Tax","150","130","35070","31870"
"In post","2021","Declared non-disabled","East of England","Unknown","3620","3250","28570","27570"
"In post","2021","Declared non-disabled","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","London","Commercial","560","550","47870","43840"
"In post","2021","Declared non-disabled","London","Communications","1270","1240","47270","43210"
"In post","2021","Declared non-disabled","London","Corporate Finance","50","50","54550","54110"
"In post","2021","Declared non-disabled","London","Counter Fraud","260","250","43600","40000"
"In post","2021","Declared non-disabled","London","Digital, Data and Technology","2090","2050","50280","45840"
"In post","2021","Declared non-disabled","London","Economics","1170","1140","49360","51970"
"In post","2021","Declared non-disabled","London","Finance","1800","1760","50250","46230"
"In post","2021","Declared non-disabled","London","Human Resources","1640","1580","47530","42770"
"In post","2021","Declared non-disabled","London","Inspector of Education and Training","190","180","67700","75500"
"In post","2021","Declared non-disabled","London","Intelligence Analysis","950","900","38720","35700"
"In post","2021","Declared non-disabled","London","Internal Audit","160","150","53210","51000"
