"Status","Year","Region_ITL1","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Counter Fraud","420","390","27990","25560"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Debt","140","120","24890","24670"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","290","270","37770","35000"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Finance","200","180","30200","28130"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","No function","390","350","31170","28130"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Project Delivery","160","150","39860","38630"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Treasury (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Treasury (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Treasury (excl. agencies)","Human Resources","30","30","[c]","[c]"
"In post","2021","East of England","HM Treasury (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Home Office (incl. agencies)","Unknown","1960","1770","26450","25220"
"In post","2021","East of England","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Insolvency Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Insolvency Service","No function","100","100","27970","24870"
"In post","2021","East of England","Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Medicines and Healthcare Products Regulatory Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Medicines and Healthcare Products Regulatory Agency","Unknown","300","290","44550","41010"
"In post","2021","East of England","Met Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Met Office","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Commercial","140","140","34700","33300"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Communications","40","40","[c]","[c]"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Digital, Data & Technology","90","80","31740","32670"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Finance","150","140","36910","33000"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Human Resources","60","60","33990","33300"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Project Delivery","400","380","39010","37640"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Property","330","320","31780","33300"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Security","480","470","33030","28750"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Unknown","1870","1800","28650","26090"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","40","40","[c]","[c]"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","Human Resources","30","30","[c]","[c]"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","National Crime Agency","No function","130","130","38120","37520"
"In post","2021","East of England","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Office for Standards in Education, Children's Services and Skills","No function","100","100","62610","64500"
"In post","2021","East of England","Public Health England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Public Health England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Public Health England","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Public Health England","No function","400","360","44030","36060"
"In post","2021","East of England","Rural Payments Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Rural Payments Agency","Grants Management","50","50","26230","25190"
"In post","2021","East of England","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","UK Hydrographic Office","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Valuation Office Agency","Property","150","150","33240","30000"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","No function","90","80","38550","38670"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Animal and Plant Health Agency","No function","110","100","37060","31800"
"In post","2021","London","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","London","Attorney General's Office","Legal","30","30","[c]","[c]"
"In post","2021","London","Attorney General's Office","No function","[c]","[c]","[c]","[c]"
"In post","2021","London","Cabinet Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","London","Cabinet Office (excl. agencies)","Commercial","770","760","75440","67440"
"In post","2021","London","Cabinet Office (excl. agencies)","Communications","320","320","47710","42990"
"In post","2021","London","Cabinet Office (excl. agencies)","Counter Fraud","80","80","48820","54700"
"In post","2021","London","Cabinet Office (excl. agencies)","Digital, Data & Technology","880","870","52220","54700"
"In post","2021","London","Cabinet Office (excl. agencies)","Finance","90","90","46340","41820"
"In post","2021","London","Cabinet Office (excl. agencies)","Human Resources","530","520","46890","41080"
"In post","2021","London","Cabinet Office (excl. agencies)","Legal","60","50","79760","79760"
"In post","2021","London","Cabinet Office (excl. agencies)","No function","3320","3280","42580","34550"
"In post","2021","London","Cabinet Office (excl. agencies)","Project Delivery","180","180","70510","64500"
"In post","2021","London","Cabinet Office (excl. agencies)","Property","70","70","53610","54700"
"In post","2021","London","Cabinet Office (excl. agencies)","Security","180","170","44930","38580"
"In post","2021","London","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
