"Status","Year","Organisation","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Health and Safety Executive","Male","Undeclared","100","100","49650","46320"
"In post","2021","Health and Safety Executive","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Female","Declared disabled","1490","1310","23730","20650"
"In post","2021","HM Courts and Tribunals Service","Female","Declared non-disabled","8400","7300","24760","21180"
"In post","2021","HM Courts and Tribunals Service","Female","Undeclared","810","710","24360","20650"
"In post","2021","HM Courts and Tribunals Service","Female","Unknown","1040","1000","22420","20510"
"In post","2021","HM Courts and Tribunals Service","Male","Declared disabled","590","560","23730","20650"
"In post","2021","HM Courts and Tribunals Service","Male","Declared non-disabled","3310","3190","26320","21950"
"In post","2021","HM Courts and Tribunals Service","Male","Undeclared","370","360","26070","21310"
"In post","2021","HM Courts and Tribunals Service","Male","Unknown","590","590","22730","19930"
"In post","2021","HM Land Registry","Female","Declared disabled","290","240","29870","27130"
"In post","2021","HM Land Registry","Female","Declared non-disabled","2270","1940","31900","27130"
"In post","2021","HM Land Registry","Female","Undeclared","120","100","31200","27130"
"In post","2021","HM Land Registry","Female","Unknown","1130","1070","26560","22350"
"In post","2021","HM Land Registry","Male","Declared disabled","200","180","31490","27130"
"In post","2021","HM Land Registry","Male","Declared non-disabled","1420","1320","35020","33840"
"In post","2021","HM Land Registry","Male","Undeclared","120","100","33670","33840"
"In post","2021","HM Land Registry","Male","Unknown","820","800","28240","22350"
"In post","2021","HM Prison and Probation Service","Female","Declared disabled","3440","3200","29740","28200"
"In post","2021","HM Prison and Probation Service","Female","Declared non-disabled","18400","17110","29790","27380"
"In post","2021","HM Prison and Probation Service","Female","Undeclared","2740","2470","30040","29060"
"In post","2021","HM Prison and Probation Service","Female","Unknown","2390","2280","25800","24120"
"In post","2021","HM Prison and Probation Service","Male","Declared disabled","2520","2390","31820","31650"
"In post","2021","HM Prison and Probation Service","Male","Declared non-disabled","17470","16870","31240","30400"
"In post","2021","HM Prison and Probation Service","Male","Undeclared","4460","4150","32230","31650"
"In post","2021","HM Prison and Probation Service","Male","Unknown","2620","2560","26410","25450"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Declared disabled","3130","2710","30230","25630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Declared non-disabled","18900","16740","31590","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Undeclared","1310","1140","31700","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Female","Unknown","9890","8690","27000","24120"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Declared disabled","2360","2200","31880","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Declared non-disabled","16210","15620","34050","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Undeclared","1660","1590","34430","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Male","Unknown","9480","9130","29300","25560"
"In post","2021","HM Treasury (excl. agencies)","Female","Declared disabled","100","100","43850","38890"
"In post","2021","HM Treasury (excl. agencies)","Female","Declared non-disabled","720","700","47110","43590"
"In post","2021","HM Treasury (excl. agencies)","Female","Undeclared","140","140","40970","33820"
"In post","2021","HM Treasury (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Male","Declared disabled","90","90","48820","52500"
"In post","2021","HM Treasury (excl. agencies)","Male","Declared non-disabled","720","720","49210","52500"
"In post","2021","HM Treasury (excl. agencies)","Male","Undeclared","190","190","45470","37900"
"In post","2021","HM Treasury (excl. agencies)","Male","Unknown","40","30","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Female","Declared disabled","1670","1490","30990","27370"
"In post","2021","Home Office (incl. agencies)","Female","Declared non-disabled","14910","13420","31340","27240"
"In post","2021","Home Office (incl. agencies)","Female","Undeclared","810","720","32230","28670"
"In post","2021","Home Office (incl. agencies)","Female","Unknown","930","900","31720","27370"
"In post","2021","Home Office (incl. agencies)","Male","Declared disabled","1400","1320","31720","27370"
"In post","2021","Home Office (incl. agencies)","Male","Declared non-disabled","13580","13000","32720","28350"
"In post","2021","Home Office (incl. agencies)","Male","Undeclared","1000","950","32940","29080"
"In post","2021","Home Office (incl. agencies)","Male","Unknown","1080","1070","32300","25770"
"In post","2021","Insolvency Service","Female","Declared disabled","120","110","31440","28980"
"In post","2021","Insolvency Service","Female","Declared non-disabled","630","590","32750","29320"
"In post","2021","Insolvency Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Female","Unknown","250","250","27160","20880"
"In post","2021","Insolvency Service","Male","Declared disabled","60","60","35770","34870"
"In post","2021","Insolvency Service","Male","Declared non-disabled","450","430","37220","36060"
"In post","2021","Insolvency Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Male","Unknown","260","260","29530","24500"
"In post","2021","Institute for Apprenticeships and Technical Education","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Female","Declared non-disabled","110","110","47450","49960"
"In post","2021","Institute for Apprenticeships and Technical Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Male","Declared non-disabled","70","70","50840","50620"
"In post","2021","Institute for Apprenticeships and Technical Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Female","Declared disabled","80","80","25210","21810"
"In post","2021","Legal Aid Agency","Female","Declared non-disabled","530","480","28060","22570"
"In post","2021","Legal Aid Agency","Female","Undeclared","60","50","24760","21170"
"In post","2021","Legal Aid Agency","Female","Unknown","40","40","[c]","[c]"
"In post","2021","Legal Aid Agency","Male","Declared disabled","50","50","26470","20440"
"In post","2021","Legal Aid Agency","Male","Declared non-disabled","360","350","30980","25510"
"In post","2021","Legal Aid Agency","Male","Undeclared","40","40","[c]","[c]"
"In post","2021","Legal Aid Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Female","Declared non-disabled","330","300","33130","31040"
"In post","2021","Maritime and Coastguard Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Female","Unknown","100","90","29150","26590"
"In post","2021","Maritime and Coastguard Agency","Male","Declared disabled","40","40","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Male","Declared non-disabled","500","490","42600","39040"
"In post","2021","Maritime and Coastguard Agency","Male","Undeclared","60","60","38480","35450"
"In post","2021","Maritime and Coastguard Agency","Male","Unknown","160","160","33930","31350"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Female","Declared disabled","30","30","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Female","Declared non-disabled","340","320","50260","45570"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Female","Unknown","400","380","43520","40450"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Male","Declared non-disabled","200","200","52500","53620"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Male","Unknown","300","290","49030","41010"
"In post","2021","Met Office","Female","Declared disabled","50","50","34840","32810"
"In post","2021","Met Office","Female","Declared non-disabled","740","690","38460","38800"
"In post","2021","Met Office","Male","Declared disabled","50","50","37580","36730"
"In post","2021","Met Office","Male","Declared non-disabled","1260","1220","41370","39750"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Declared disabled","1670","1580","30840","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Declared non-disabled","11650","11030","30840","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Undeclared","1000","950","30610","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Female","Unknown","2210","2070","32800","27420"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Declared disabled","1790","1740","32550","29670"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Declared non-disabled","13880","13660","33300","31000"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Undeclared","1720","1690","32900","33000"
"In post","2021","Ministry of Defence (excl. agencies)","Male","Unknown","3780","3710","32640","29250"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Declared disabled","150","150","42180","39600"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Declared non-disabled","970","930","45740","41210"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Undeclared","70","70","44780","42980"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Unknown","100","100","47000","41010"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Declared disabled","130","130","43930","38160"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Declared non-disabled","890","880","47470","45350"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Undeclared","70","70","44360","39600"
