"Status","Year","Profession_of_post","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","50-59","LGBO","110","110","56510","58070"
"In post","2021","Legal","50-59","Undeclared","380","350","47320","45100"
"In post","2021","Legal","50-59","Unknown","920","860","51800","55610"
"In post","2021","Legal","60-64","Heterosexual / straight","440","360","51500","53630"
"In post","2021","Legal","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","60-64","Undeclared","70","60","45840","45190"
"In post","2021","Legal","60-64","Unknown","180","150","52320","55610"
"In post","2021","Legal","65+","Heterosexual / straight","130","90","49700","53630"
"In post","2021","Legal","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","65+","Unknown","60","40","55160","57760"
"In post","2021","Medicine","20-29","Heterosexual / straight","100","100","29530","27460"
"In post","2021","Medicine","20-29","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","20-29","Unknown","40","30","[c]","[c]"
"In post","2021","Medicine","30-39","Heterosexual / straight","380","350","43020","37890"
"In post","2021","Medicine","30-39","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","30-39","Undeclared","30","30","[c]","[c]"
"In post","2021","Medicine","30-39","Unknown","140","120","42120","37890"
"In post","2021","Medicine","40-49","Heterosexual / straight","500","450","55400","44500"
"In post","2021","Medicine","40-49","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","40-49","Undeclared","60","50","60410","65570"
"In post","2021","Medicine","40-49","Unknown","150","130","58270","49930"
"In post","2021","Medicine","50-59","Heterosexual / straight","510","460","61860","47540"
"In post","2021","Medicine","50-59","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","50-59","Undeclared","90","80","65830","46290"
"In post","2021","Medicine","50-59","Unknown","140","120","76970","78870"
"In post","2021","Medicine","60-64","Heterosexual / straight","170","140","63740","44500"
"In post","2021","Medicine","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","60-64","Unknown","30","30","[c]","[c]"
"In post","2021","Medicine","65+","Heterosexual / straight","50","50","66210","74070"
"In post","2021","Medicine","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","16-19","Heterosexual / straight","210","190","21460","21430"
"In post","2021","Operational Delivery","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","16-19","Unknown","180","170","20850","20810"
"In post","2021","Operational Delivery","20-29","Heterosexual / straight","17230","16840","25540","24890"
"In post","2021","Operational Delivery","20-29","LGBO","1670","1640","25560","24440"
"In post","2021","Operational Delivery","20-29","Undeclared","1430","1390","25860","24880"
"In post","2021","Operational Delivery","20-29","Unknown","7280","7130","24350","22850"
"In post","2021","Operational Delivery","30-39","Heterosexual / straight","25830","24130","28390","25830"
"In post","2021","Operational Delivery","30-39","LGBO","1840","1810","28520","26220"
"In post","2021","Operational Delivery","30-39","Undeclared","2860","2670","28370","26000"
"In post","2021","Operational Delivery","30-39","Unknown","7060","6590","26950","25300"
"In post","2021","Operational Delivery","40-49","Heterosexual / straight","26750","24860","30650","27370"
"In post","2021","Operational Delivery","40-49","LGBO","1360","1320","32020","28470"
"In post","2021","Operational Delivery","40-49","Undeclared","4210","3890","29780","26850"
"In post","2021","Operational Delivery","40-49","Unknown","7280","6680","28640","25560"
"In post","2021","Operational Delivery","50-59","Heterosexual / straight","33670","31250","30750","27380"
"In post","2021","Operational Delivery","50-59","LGBO","1230","1170","31190","28130"
"In post","2021","Operational Delivery","50-59","Undeclared","6320","5790","29860","27230"
"In post","2021","Operational Delivery","50-59","Unknown","10230","9300","28850","26580"
"In post","2021","Operational Delivery","60-64","Heterosexual / straight","9390","7600","27990","25560"
"In post","2021","Operational Delivery","60-64","LGBO","250","200","28610","25630"
"In post","2021","Operational Delivery","60-64","Undeclared","1970","1530","27260","25630"
"In post","2021","Operational Delivery","60-64","Unknown","3070","2350","26950","23520"
"In post","2021","Operational Delivery","65+","Heterosexual / straight","2930","2200","26620","23500"
"In post","2021","Operational Delivery","65+","LGBO","70","50","26100","23830"
"In post","2021","Operational Delivery","65+","Undeclared","660","460","26420","25370"
"In post","2021","Operational Delivery","65+","Unknown","1090","780","26460","23400"
"In post","2021","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","20-29","Heterosexual / straight","230","230","34430","33210"
"In post","2021","Operational Research","20-29","LGBO","40","30","[c]","[c]"
"In post","2021","Operational Research","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","20-29","Unknown","50","50","34510","34540"
"In post","2021","Operational Research","30-39","Heterosexual / straight","260","250","45700","46080"
"In post","2021","Operational Research","30-39","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","30-39","Undeclared","30","30","[c]","[c]"
"In post","2021","Operational Research","30-39","Unknown","40","40","[c]","[c]"
"In post","2021","Operational Research","40-49","Heterosexual / straight","180","160","49710","46720"
"In post","2021","Operational Research","40-49","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","50-59","Heterosexual / straight","140","130","50810","47140"
"In post","2021","Operational Research","50-59","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","60-64","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Operational Research","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","16-19","Unknown","60","60","19020","16780"
"In post","2021","Other","20-29","Heterosexual / straight","1520","1500","27350","25740"
"In post","2021","Other","20-29","LGBO","140","130","28500","26670"
"In post","2021","Other","20-29","Undeclared","130","130","27520","25390"
"In post","2021","Other","20-29","Unknown","840","830","29140","28650"
"In post","2021","Other","30-39","Heterosexual / straight","2420","2300","32270","27790"
"In post","2021","Other","30-39","LGBO","160","160","32830","30270"
"In post","2021","Other","30-39","Undeclared","220","210","33500","28680"
"In post","2021","Other","30-39","Unknown","1000","970","37080","33570"
"In post","2021","Other","40-49","Heterosexual / straight","3180","3050","33600","26930"
"In post","2021","Other","40-49","LGBO","120","120","35280","28660"
"In post","2021","Other","40-49","Undeclared","420","400","33830","28630"
"In post","2021","Other","40-49","Unknown","1030","1000","39810","34650"
"In post","2021","Other","50-59","Heterosexual / straight","5530","5360","30210","25870"
"In post","2021","Other","50-59","LGBO","120","120","31630","26800"
"In post","2021","Other","50-59","Undeclared","900","880","30900","26670"
"In post","2021","Other","50-59","Unknown","1270","1240","38740","33390"
"In post","2021","Other","60-64","Heterosexual / straight","1940","1800","28430","22500"
"In post","2021","Other","60-64","LGBO","40","40","[c]","[c]"
"In post","2021","Other","60-64","Undeclared","360","330","30570","26670"
"In post","2021","Other","60-64","Unknown","340","320","35550","32730"
"In post","2021","Other","65+","Heterosexual / straight","660","580","27160","22080"
"In post","2021","Other","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","65+","Undeclared","130","120","28840","22210"
"In post","2021","Other","65+","Unknown","110","90","33690","32360"
"In post","2021","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","20-29","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","30-39","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Planning","30-39","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","40-49","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Planning","40-49","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","50-59","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Planning","50-59","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","30-39","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Planning Inspectors","30-39","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","40-49","Heterosexual / straight","80","70","54930","58810"
"In post","2021","Planning Inspectors","40-49","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","50-59","Heterosexual / straight","90","90","58790","58810"
"In post","2021","Planning Inspectors","50-59","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","16-19","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Policy","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","20-29","Heterosexual / straight","4660","4640","38320","35060"
"In post","2021","Policy","20-29","LGBO","740","730","39230","35070"
"In post","2021","Policy","20-29","Undeclared","550","540","38970","35050"
"In post","2021","Policy","20-29","Unknown","1620","1610","38080","34710"
"In post","2021","Policy","30-39","Heterosexual / straight","5610","5440","48930","51730"
"In post","2021","Policy","30-39","LGBO","600","590","49130","52290"
"In post","2021","Policy","30-39","Undeclared","670","650","48330","51730"
"In post","2021","Policy","30-39","Unknown","1330","1300","49520","52460"
"In post","2021","Policy","40-49","Heterosexual / straight","4700","4480","52960","53360"
"In post","2021","Policy","40-49","LGBO","330","320","56540","54840"
"In post","2021","Policy","40-49","Undeclared","580","560","51250","52580"
"In post","2021","Policy","40-49","Unknown","950","910","54080","53360"
"In post","2021","Policy","50-59","Heterosexual / straight","3870","3780","50470","47000"
"In post","2021","Policy","50-59","LGBO","210","210","54480","54500"
