"Status","Year","Disability","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AA/AO","Operational Delivery","6660","5910","25270","23240"
"In post","2021","Undeclared","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AA/AO","Other","590","550","22220","21130"
"In post","2021","Undeclared","AA/AO","Policy","40","40","[c]","[c]"
"In post","2021","Undeclared","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AA/AO","Property","60","60","19700","19560"
"In post","2021","Undeclared","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AA/AO","Science and Engineering","80","80","21570","22040"
"In post","2021","Undeclared","AA/AO","Security","370","360","27940","21880"
"In post","2021","Undeclared","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","AA/AO","Tax","50","50","20350","20140"
"In post","2021","Undeclared","AA/AO","Unknown","1450","1300","21240","21010"
"In post","2021","Undeclared","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Commercial","50","40","[c]","[c]"
"In post","2021","Undeclared","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Digital, Data and Technology","120","110","28230","26780"
"In post","2021","Undeclared","EO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Finance","100","90","26940","26670"
"In post","2021","Undeclared","EO","Human Resources","60","60","27870","27380"
"In post","2021","Undeclared","EO","Intelligence Analysis","150","140","28330","27380"
"In post","2021","Undeclared","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Legal","100","90","27590","27130"
"In post","2021","Undeclared","EO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Operational Delivery","2970","2760","28960","27380"
"In post","2021","Undeclared","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Other","340","330","26890","26670"
"In post","2021","Undeclared","EO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Policy","140","140","28650","28770"
"In post","2021","Undeclared","EO","Project Delivery","120","110","27030","26670"
"In post","2021","Undeclared","EO","Property","120","110","27400","26670"
"In post","2021","Undeclared","EO","Psychology","30","30","[c]","[c]"
"In post","2021","Undeclared","EO","Science and Engineering","160","150","27050","27460"
"In post","2021","Undeclared","EO","Security","110","110","36090","40190"
"In post","2021","Undeclared","EO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","EO","Tax","190","170","27170","25560"
"In post","2021","Undeclared","EO","Unknown","2340","2190","28100","27570"
"In post","2021","Undeclared","G6/G7","Commercial","70","70","62400","58440"
"In post","2021","Undeclared","G6/G7","Communications","50","50","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Digital, Data and Technology","170","170","58280","57110"
"In post","2021","Undeclared","G6/G7","Economics","50","50","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Finance","120","120","58930","57460"
"In post","2021","Undeclared","G6/G7","Human Resources","70","70","59960","58700"
"In post","2021","Undeclared","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Legal","170","150","62900","64680"
"In post","2021","Undeclared","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Operational Delivery","380","360","60000","57660"
"In post","2021","Undeclared","G6/G7","Operational Research","50","50","53250","52580"
"In post","2021","Undeclared","G6/G7","Other","90","90","61540","60770"
"In post","2021","Undeclared","G6/G7","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Policy","620","600","58710","56590"
"In post","2021","Undeclared","G6/G7","Project Delivery","240","240","56640","54760"
"In post","2021","Undeclared","G6/G7","Property","80","80","58430","57130"
"In post","2021","Undeclared","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Science and Engineering","260","250","53270","49590"
"In post","2021","Undeclared","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Statistics","30","30","[c]","[c]"
"In post","2021","Undeclared","G6/G7","Tax","210","200","57600","52580"
"In post","2021","Undeclared","G6/G7","Unknown","290","280","58740","57230"
"In post","2021","Undeclared","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Medicine","40","30","[c]","[c]"
"In post","2021","Undeclared","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Policy","80","70","82910","76950"
"In post","2021","Undeclared","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SCS","Unknown","40","40","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Commercial","200","200","39970","39990"
"In post","2021","Undeclared","SEO/HEO","Communications","110","110","37970","37880"
"In post","2021","Undeclared","SEO/HEO","Counter Fraud","50","50","35230","34390"
"In post","2021","Undeclared","SEO/HEO","Digital, Data and Technology","390","380","37800","38000"
"In post","2021","Undeclared","SEO/HEO","Economics","60","60","34390","33930"
"In post","2021","Undeclared","SEO/HEO","Finance","230","220","38110","37040"
"In post","2021","Undeclared","SEO/HEO","Human Resources","200","190","38310","37450"
"In post","2021","Undeclared","SEO/HEO","Intelligence Analysis","110","110","37130","36510"
"In post","2021","Undeclared","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Knowledge and Information Management","80","80","37360","36400"
"In post","2021","Undeclared","SEO/HEO","Legal","220","210","38430","37700"
"In post","2021","Undeclared","SEO/HEO","Medicine","30","30","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Operational Delivery","2180","2080","37800","36800"
"In post","2021","Undeclared","SEO/HEO","Operational Research","50","50","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Other","310","300","35970","35200"
"In post","2021","Undeclared","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Policy","780","760","36740","35460"
"In post","2021","Undeclared","SEO/HEO","Project Delivery","500","490","37300","37640"
"In post","2021","Undeclared","SEO/HEO","Property","260","250","37680","36460"
"In post","2021","Undeclared","SEO/HEO","Psychology","80","80","39490","39100"
"In post","2021","Undeclared","SEO/HEO","Science and Engineering","480","460","36910","37320"
"In post","2021","Undeclared","SEO/HEO","Security","170","160","42100","38770"
"In post","2021","Undeclared","SEO/HEO","Social Research","30","30","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Statistics","50","50","[c]","[c]"
"In post","2021","Undeclared","SEO/HEO","Tax","410","390","35200","35000"
"In post","2021","Undeclared","SEO/HEO","Unknown","730","700","35950","35060"
"In post","2021","Undeclared","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Operational Delivery","540","510","30400","30210"
"In post","2021","Undeclared","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Science and Engineering","70","70","42370","39900"
"In post","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Commercial","70","60","22890","22760"
"In post","2021","Unknown","AA/AO","Communications","50","50","[c]","[c]"
"In post","2021","Unknown","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Digital, Data and Technology","120","120","21900","21590"
"In post","2021","Unknown","AA/AO","Economics","30","30","[c]","[c]"
"In post","2021","Unknown","AA/AO","Finance","260","210","21150","20640"
"In post","2021","Unknown","AA/AO","Human Resources","220","200","21590","21130"
"In post","2021","Unknown","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Knowledge and Information Management","40","30","[c]","[c]"
"In post","2021","Unknown","AA/AO","Legal","80","70","21400","21260"
"In post","2021","Unknown","AA/AO","Medicine","110","110","21020","21140"
"In post","2021","Unknown","AA/AO","Operational Delivery","17600","16060","22190","21440"
"In post","2021","Unknown","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Other","1260","1190","21710","20920"
"In post","2021","Unknown","AA/AO","Policy","120","120","22900","23000"
"In post","2021","Unknown","AA/AO","Project Delivery","50","50","21550","21440"
"In post","2021","Unknown","AA/AO","Property","270","250","18800","18760"
"In post","2021","Unknown","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Science and Engineering","240","220","21500","21950"
"In post","2021","Unknown","AA/AO","Security","1400","1380","28990","26610"
"In post","2021","Unknown","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Tax","2260","2150","20210","20140"
"In post","2021","Unknown","AA/AO","Unknown","2770","2600","21670","21010"
"In post","2021","Unknown","EO","Commercial","120","120","25460","25000"
"In post","2021","Unknown","EO","Communications","190","180","27230","27270"
"In post","2021","Unknown","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Digital, Data and Technology","600","580","27440","26740"
"In post","2021","Unknown","EO","Economics","40","40","[c]","[c]"
"In post","2021","Unknown","EO","Finance","240","230","26460","26350"
"In post","2021","Unknown","EO","Human Resources","300","290","27280","27130"
"In post","2021","Unknown","EO","Intelligence Analysis","90","80","27100","26350"
