"Status","Year","Responsibility_level","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Analysis","40","40","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","250","250","28480","27010"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Finance","40","40","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Human Resources","90","80","25940","25460"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","No function","1390","1310","26100","26290"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Project Delivery","60","60","26480","25660"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","No function","120","120","27680","26180"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Project Delivery","30","30","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Education","Analysis","30","30","[c]","[c]"
"In post","2021","EO","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Education","Communications","80","80","27360","26000"
"In post","2021","EO","Department for Education","Digital, Data & Technology","90","80","26430","26000"
"In post","2021","EO","Department for Education","Finance","60","60","25550","25000"
"In post","2021","EO","Department for Education","Human Resources","40","30","[c]","[c]"
"In post","2021","EO","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Education","No function","470","450","26650","26000"
"In post","2021","EO","Department for Education","Project Delivery","70","60","26610","26000"
"In post","2021","EO","Department for Education","Property","30","30","[c]","[c]"
"In post","2021","EO","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Education","Unknown","70","60","27310","26000"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Analysis","120","110","25210","24920"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Communications","60","50","25980","25450"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","80","80","26290","25240"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Finance","30","30","[c]","[c]"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Grants Management","540","500","25510","25190"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","No function","1010","960","26730","26390"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Project Delivery","70","70","25740","25100"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Property","80","70","25570","25100"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","No function","160","160","27180","26510"
"In post","2021","EO","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Transport","Analysis","70","60","28170","26780"
"In post","2021","EO","Department for Transport","Commercial","50","40","[c]","[c]"
"In post","2021","EO","Department for Transport","Communications","60","60","26580","26470"
"In post","2021","EO","Department for Transport","Counter Fraud","40","40","[c]","[c]"
"In post","2021","EO","Department for Transport","Digital, Data & Technology","280","270","27120","26470"
"In post","2021","EO","Department for Transport","Finance","70","70","26730","26630"
"In post","2021","EO","Department for Transport","Human Resources","100","90","27730","26780"
"In post","2021","EO","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Transport","No function","3400","3180","28210","26780"
"In post","2021","EO","Department for Transport","Project Delivery","50","50","27460","26780"
"In post","2021","EO","Department for Transport","Property","30","30","[c]","[c]"
"In post","2021","EO","Department for Transport","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Work and Pensions","Debt","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Work and Pensions","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Work and Pensions","No function","380","360","28020","27740"
"In post","2021","EO","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Work and Pensions","Unknown","48570","43950","28120","27570"
"In post","2021","EO","Department of Health and Social Care","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department of Health and Social Care","Communications","70","70","27490","27270"
"In post","2021","EO","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department of Health and Social Care","Finance","90","90","25590","24270"
"In post","2021","EO","Department of Health and Social Care","Human Resources","60","60","26990","27270"
"In post","2021","EO","Department of Health and Social Care","No function","1100","1020","26170","26880"
"In post","2021","EO","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department of Health and Social Care","Unknown","200","190","27790","27400"
"In post","2021","EO","ESTYN","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","ESTYN","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","ESTYN","No function","[c]","[c]","[c]","[c]"
"In post","2021","EO","ESTYN","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","ESTYN","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Food Standards Agency","No function","400","380","27260","26750"
"In post","2021","EO","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Digital, Data & Technology","80","70","28390","26120"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Finance","50","50","27340","26120"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Human Resources","50","40","[c]","[c]"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Foreign, Commonwealth and Development Office","No function","400","390","30890","30430"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Project Delivery","150","140","28100","26920"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Property","90","90","28390","27690"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Security","90","90","29920","29600"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Land Registry","Digital, Data & Technology","180","170","29880","31740"
"In post","2021","EO","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Land Registry","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Land Registry","Legal","60","50","27620","27130"
"In post","2021","EO","HM Land Registry","No function","1860","1610","27250","27130"
"In post","2021","EO","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Revenue and Customs","Analysis","40","40","[c]","[c]"
"In post","2021","EO","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Revenue and Customs","Communications","2390","2310","25750","25560"
"In post","2021","EO","HM Revenue and Customs","Counter Fraud","3320","3120","26980","25560"
"In post","2021","EO","HM Revenue and Customs","Debt","950","870","26830","25560"
"In post","2021","EO","HM Revenue and Customs","Digital, Data & Technology","410","390","26380","25560"
"In post","2021","EO","HM Revenue and Customs","Finance","370","340","26570","25560"
"In post","2021","EO","HM Revenue and Customs","Human Resources","370","350","26190","25560"
"In post","2021","EO","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Revenue and Customs","Legal","220","200","27200","26990"
"In post","2021","EO","HM Revenue and Customs","No function","5990","5420","26230","25560"
"In post","2021","EO","HM Revenue and Customs","Project Delivery","560","500","26740","25560"
"In post","2021","EO","HM Revenue and Customs","Property","940","860","26890","26000"
"In post","2021","EO","HM Revenue and Customs","Security","30","30","[c]","[c]"
"In post","2021","EO","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Treasury","No function","160","160","27270","26780"
"In post","2021","EO","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Treasury","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
