"Status","Year","Responsibility_level","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Greater Manchester","HM Revenue and Customs (excl. agencies)","1360","1230","20450","20140"
"In post","2021","AA/AO","Greater Manchester","Home Office (incl. agencies)","160","150","21280","21430"
"In post","2021","AA/AO","Greater Manchester","Insolvency Service","60","60","20860","20880"
"In post","2021","AA/AO","Greater Manchester","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester","Ministry of Defence (excl. agencies)","240","220","20890","20920"
"In post","2021","AA/AO","Greater Manchester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester","Office for Standards in Education, Children's Services and Skills","140","130","21160","21160"
"In post","2021","AA/AO","Greater Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester","Public Health England","130","120","19880","19630"
"In post","2021","AA/AO","Greater Manchester","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Crown Prosecution Service","60","50","22260","23520"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Department for Work and Pensions (excl. agencies)","350","280","20760","21010"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","HM Courts and Tribunals Service","260","210","19760","20520"
"In post","2021","AA/AO","Hampshire and Isle of Wight","HM Prison and Probation Service","730","690","26460","25790"
"In post","2021","AA/AO","Hampshire and Isle of Wight","HM Revenue and Customs (excl. agencies)","450","380","20550","20140"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Home Office (incl. agencies)","40","40","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Maritime and Coastguard Agency","120","110","23590","21590"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Ministry of Defence (excl. agencies)","1540","1480","22760","20920"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","United Kingdom Statistics Authority","1050","660","19720","19520"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Animal and Plant Health Agency","40","30","[c]","[c]"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions (excl. agencies)","350","290","20710","21010"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","HM Courts and Tribunals Service","150","130","18880","18880"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","HM Prison and Probation Service","800","780","25280","23970"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Home Office (incl. agencies)","60","60","21430","21430"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence (excl. agencies)","330","320","23620","20920"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Rural Payments Agency","60","60","20950","21050"
"In post","2021","AA/AO","Highlands and Islands","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Crown Office and Procurator Fiscal Service","40","30","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Department for Work and Pensions (excl. agencies)","150","130","20860","21010"
"In post","2021","AA/AO","Highlands and Islands","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Forestry and Land Scotland","210","200","24770","22920"
"In post","2021","AA/AO","Highlands and Islands","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Ministry of Defence (excl. agencies)","240","230","20730","20520"
"In post","2021","AA/AO","Highlands and Islands","Scottish Courts and Tribunals Service","50","30","21470","21830"
"In post","2021","AA/AO","Highlands and Islands","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Scottish Government (excl. agencies)","60","60","22150","22230"
"In post","2021","AA/AO","Highlands and Islands","Scottish Prison Service","50","40","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Department for Transport (excl. agencies)","80","60","32640","32740"
"In post","2021","AA/AO","Inner London - East","Department for Work and Pensions (excl. agencies)","670","590","24190","25110"
"In post","2021","AA/AO","Inner London - East","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","HM Courts and Tribunals Service","510","470","22180","22680"
"In post","2021","AA/AO","Inner London - East","HM Prison and Probation Service","650","630","31510","33260"
"In post","2021","AA/AO","Inner London - East","HM Revenue and Customs (excl. agencies)","280","250","24980","25630"
"In post","2021","AA/AO","Inner London - East","Home Office (incl. agencies)","80","70","25480","25630"
"In post","2021","AA/AO","Inner London - East","Insolvency Service","40","40","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Ministry of Defence (excl. agencies)","50","50","22730","23090"
"In post","2021","AA/AO","Inner London - East","Ministry of Justice (excl. agencies)","40","30","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","National Crime Agency","100","100","25970","24220"
"In post","2021","AA/AO","Inner London - East","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Public Health England","60","50","22560","23430"
"In post","2021","AA/AO","Inner London - East","Valuation Office Agency","40","30","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Cabinet Office (excl. agencies)","130","130","24470","24490"
"In post","2021","AA/AO","Inner London - West","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Crown Prosecution Service","260","240","22960","23520"
"In post","2021","AA/AO","Inner London - West","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","60","25630","24900"
"In post","2021","AA/AO","Inner London - West","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","24430","24370"
"In post","2021","AA/AO","Inner London - West","Department for International Trade","30","30","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Department for Work and Pensions (excl. agencies)","180","160","24750","25110"
"In post","2021","AA/AO","Inner London - West","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","FCDO Services","30","30","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","240","230","27590","28000"
"In post","2021","AA/AO","Inner London - West","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Government Legal Department","60","60","23740","23800"
"In post","2021","AA/AO","Inner London - West","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","HM Courts and Tribunals Service","1090","1030","22430","22680"
"In post","2021","AA/AO","Inner London - West","HM Prison and Probation Service","930","900","30880","32220"
"In post","2021","AA/AO","Inner London - West","HM Revenue and Customs (excl. agencies)","190","170","24960","25630"
"In post","2021","AA/AO","Inner London - West","HM Treasury (excl. agencies)","50","40","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Home Office (incl. agencies)","290","260","24880","25630"
"In post","2021","AA/AO","Inner London - West","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Ministry of Defence (excl. agencies)","520","510","25540","23090"
"In post","2021","AA/AO","Inner London - West","Ministry of Housing, Communities and Local Government (excl. agencies)","30","30","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Ministry of Justice (excl. agencies)","80","80","22840","22770"
"In post","2021","AA/AO","Inner London - West","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","AA/AO","Kent","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Department for Work and Pensions (excl. agencies)","530","480","24430","24180"
"In post","2021","AA/AO","Kent","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","HM Courts and Tribunals Service","200","180","19140","19570"
"In post","2021","AA/AO","Kent","HM Prison and Probation Service","1540","1470","27290","29120"
"In post","2021","AA/AO","Kent","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Home Office (incl. agencies)","370","350","21310","21430"
"In post","2021","AA/AO","Kent","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Ministry of Defence (excl. agencies)","170","160","23440","20920"
"In post","2021","AA/AO","Kent","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Valuation Office Agency","[c]","[c]","[c]","[c]"
