"Status","Year","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","United Kingdom Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","No function","2570","2090","25880","22660"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","230","220","40440","36030"
"In post","2021","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","30","30","[c]","[c]"
"In post","2021","Wales Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","No function","30","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Analysis","40","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","No function","120","110","57630","52650"
"In post","2021","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Unknown","5750","5430","41020","37410"
"In post","2022","Attorney General's Departments","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Commercial","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","70","70","42260","37730"
"In post","2022","Attorney General's Departments","Counter Fraud","240","230","46740","40270"
"In post","2022","Attorney General's Departments","Digital, Data & Technology","200","190","40360","38180"
"In post","2022","Attorney General's Departments","Finance","150","140","35470","29030"
"In post","2022","Attorney General's Departments","Human Resources","260","250","40260","33900"
"In post","2022","Attorney General's Departments","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","8900","8270","45520","48830"
"In post","2022","Attorney General's Departments","No function","60","50","44270","38390"
"In post","2022","Attorney General's Departments","Project Delivery","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","60","50","35090","31180"
"In post","2022","Attorney General's Departments","Unknown","160","160","46760","39750"
"In post","2022","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","2020","1990","63520","61710"
"In post","2022","Cabinet Office","Communications","380","370","47840","41310"
"In post","2022","Cabinet Office","Counter Fraud","130","130","46590","43890"
"In post","2022","Cabinet Office","Digital, Data & Technology","1270","1250","49890","54700"
"In post","2022","Cabinet Office","Finance","140","140","47590","43090"
"In post","2022","Cabinet Office","Human Resources","1180","1130","39610","35590"
"In post","2022","Cabinet Office","Legal","60","60","79770","79760"
"In post","2022","Cabinet Office","No function","4210","4180","41080","32790"
"In post","2022","Cabinet Office","Project Delivery","210","210","64860","54700"
"In post","2022","Cabinet Office","Property","420","410","50540","49700"
"In post","2022","Cabinet Office","Security","990","950","33900","33000"
"In post","2022","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Analysis","210","200","67110","59900"
"In post","2022","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","30","30","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","No function","60","60","55990","40800"
"In post","2022","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data & Technology","50","50","34230","29160"
"In post","2022","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","No function","310","290","31430","29160"
"In post","2022","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Property","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Analysis","140","130","62030","56360"
"In post","2022","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data & Technology","70","70","57160","57000"
"In post","2022","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","170","160","68110","71370"
"In post","2022","Competition and Markets Authority","Project Delivery","380","360","61910","56640"
"In post","2022","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Analysis","390","380","42180","37820"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","280","270","44240","44630"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","240","230","43420","39910"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","420","390","33520","34050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","2080","1990","40190","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","340","330","44470","41630"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","390","370","41360","39820"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","120","120","47900","43740"
"In post","2022","Department for Business, Energy and Industrial Strategy","No function","8800","8440","41730","39820"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","850","830","43540","40220"
"In post","2022","Department for Business, Energy and Industrial Strategy","Property","80","80","35900","28750"
"In post","2022","Department for Business, Energy and Industrial Strategy","Security","50","50","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Analysis","150","150","48010","52480"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","40","40","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","30","30","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","70","70","52150","56360"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","80","80","43900","35520"
"In post","2022","Department for Digital, Culture, Media and Sport","No function","1590","1560","46650","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Analysis","200","190","44600","43420"
"In post","2022","Department for Education","Commercial","270","260","38500","36500"
"In post","2022","Department for Education","Communications","240","230","39960","36570"
"In post","2022","Department for Education","Digital, Data & Technology","990","960","41920","37780"
"In post","2022","Department for Education","Finance","1270","1240","40690","36780"
"In post","2022","Department for Education","Human Resources","170","160","35920","30260"
"In post","2022","Department for Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Legal","80","80","52270","54400"
"In post","2022","Department for Education","No function","4780","4590","44290","40230"
