"Status","Year","Function_of_post","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Undeclared","Wales","50","50","36470","33350"
"In post","2021","Finance","Undeclared","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","Finance","Undeclared","Yorkshire and The Humber","90","80","31510","25560"
"In post","2021","Finance","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","East of England","110","100","27780","23780"
"In post","2021","Finance","Unknown","London","470","460","45880","40650"
"In post","2021","Finance","Unknown","North East (England)","110","100","33570","31810"
"In post","2021","Finance","Unknown","North West (England)","110","110","32720","29750"
"In post","2021","Finance","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Scotland","300","270","28550","21590"
"In post","2021","Finance","Unknown","South East (England)","120","110","31750","26930"
"In post","2021","Finance","Unknown","South West (England)","130","120","39390","33720"
"In post","2021","Finance","Unknown","Wales","70","70","33650","27460"
"In post","2021","Finance","Unknown","West Midlands (England)","90","90","38890","37100"
"In post","2021","Finance","Unknown","Yorkshire and The Humber","300","270","28880","23440"
"In post","2021","Grants Management","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Heterosexual / straight","North East (England)","130","110","25570","21050"
"In post","2021","Grants Management","Heterosexual / straight","North West (England)","300","260","24930","21050"
"In post","2021","Grants Management","Heterosexual / straight","South East (England)","90","80","30990","26520"
"In post","2021","Grants Management","Heterosexual / straight","South West (England)","120","110","27110","25990"
"In post","2021","Grants Management","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Heterosexual / straight","West Midlands (England)","50","40","[c]","[c]"
"In post","2021","Grants Management","Heterosexual / straight","Yorkshire and The Humber","70","60","30240","26520"
"In post","2021","Grants Management","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Unknown","East Midlands (England)","50","40","[c]","[c]"
"In post","2021","Grants Management","Unknown","East of England","30","30","[c]","[c]"
"In post","2021","Grants Management","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Unknown","North East (England)","110","110","25010","21050"
"In post","2021","Grants Management","Unknown","North West (England)","410","370","23320","21050"
"In post","2021","Grants Management","Unknown","South East (England)","80","70","27040","21050"
"In post","2021","Grants Management","Unknown","South West (England)","100","90","26540","25010"
"In post","2021","Grants Management","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Unknown","West Midlands (England)","90","80","24890","21050"
"In post","2021","Grants Management","Unknown","Yorkshire and The Humber","120","110","24340","21050"
"In post","2021","Human Resources","Heterosexual / straight","East Midlands (England)","350","330","38250","33840"
"In post","2021","Human Resources","Heterosexual / straight","East of England","160","150","35600","31780"
"In post","2021","Human Resources","Heterosexual / straight","London","1980","1920","47480","42270"
"In post","2021","Human Resources","Heterosexual / straight","North East (England)","470","440","29030","25560"
"In post","2021","Human Resources","Heterosexual / straight","North West (England)","950","900","33760","31810"
"In post","2021","Human Resources","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Scotland","750","700","29710","25870"
"In post","2021","Human Resources","Heterosexual / straight","South East (England)","440","410","35820","31180"
"In post","2021","Human Resources","Heterosexual / straight","South West (England)","830","770","36610","32780"
"In post","2021","Human Resources","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heterosexual / straight","Wales","510","470","34800","31380"
"In post","2021","Human Resources","Heterosexual / straight","West Midlands (England)","260","250","39840","36780"
"In post","2021","Human Resources","Heterosexual / straight","Yorkshire and The Humber","370","350","39520","37300"
"In post","2021","Human Resources","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","London","180","170","46220","42470"
"In post","2021","Human Resources","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","North West (England)","60","60","34330","31710"
"In post","2021","Human Resources","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Scotland","40","30","[c]","[c]"
"In post","2021","Human Resources","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","South West (England)","30","30","[c]","[c]"
"In post","2021","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Human Resources","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","London","170","160","46100","41190"
"In post","2021","Human Resources","Undeclared","North East (England)","30","30","[c]","[c]"
"In post","2021","Human Resources","Undeclared","North West (England)","100","90","33400","26800"
"In post","2021","Human Resources","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Scotland","90","80","27430","22820"
"In post","2021","Human Resources","Undeclared","South East (England)","50","50","35280","33300"
"In post","2021","Human Resources","Undeclared","South West (England)","90","80","34870","32850"
"In post","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Wales","40","40","[c]","[c]"
"In post","2021","Human Resources","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","East Midlands (England)","100","90","33980","31810"
"In post","2021","Human Resources","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","London","340","330","42060","36290"
"In post","2021","Human Resources","Unknown","North East (England)","80","70","25760","23850"
"In post","2021","Human Resources","Unknown","North West (England)","200","190","31700","28270"
"In post","2021","Human Resources","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Scotland","190","180","28060","25560"
"In post","2021","Human Resources","Unknown","South East (England)","80","70","30950","28130"
"In post","2021","Human Resources","Unknown","South West (England)","150","140","34670","32730"
"In post","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Wales","80","80","34850","30730"
"In post","2021","Human Resources","Unknown","West Midlands (England)","50","50","[c]","[c]"
"In post","2021","Human Resources","Unknown","Yorkshire and The Humber","50","40","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","London","170","160","53690","52360"
"In post","2021","Internal Audit","Heterosexual / straight","North East (England)","40","40","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","North West (England)","60","50","44560","42360"
"In post","2021","Internal Audit","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","Scotland","40","40","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","South East (England)","50","50","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","South West (England)","70","70","44010","42200"
"In post","2021","Internal Audit","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","Yorkshire and The Humber","50","50","[c]","[c]"
"In post","2021","Internal Audit","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","London","[c]","[c]","[c]","[c]"
