"Status","Year","Organisation","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Unknown","60","60","44510","39460"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Declared disabled","70","70","40850","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Declared non-disabled","210","200","43550","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Declared disabled","50","50","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Declared non-disabled","240","230","40230","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Undeclared","80","80","42760","39240"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Declared non-disabled","180","170","41560","38900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","750","720","42980","38750"
"In post","2021","Department for International Trade","Heterosexual / straight","Declared disabled","120","120","45620","41640"
"In post","2021","Department for International Trade","Heterosexual / straight","Declared non-disabled","1100","1090","46840","42230"
"In post","2021","Department for International Trade","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Heterosexual / straight","Unknown","290","290","45250","38540"
"In post","2021","Department for International Trade","LGBO","Declared disabled","30","30","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","Declared non-disabled","120","120","48990","49370"
"In post","2021","Department for International Trade","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","Unknown","30","30","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","Declared non-disabled","70","70","43770","38540"
"In post","2021","Department for International Trade","Undeclared","Undeclared","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","Declared non-disabled","120","120","44950","38960"
"In post","2021","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","Unknown","660","660","44300","38540"
"In post","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Declared disabled","150","140","45280","42890"
"In post","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Declared non-disabled","2000","1950","49890","45140"
"In post","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Unknown","120","110","44540","42470"
"In post","2021","Department for Transport (excl. agencies)","LGBO","Declared disabled","30","30","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","LGBO","Declared non-disabled","180","180","46420","43360"
"In post","2021","Department for Transport (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Undeclared","Declared non-disabled","170","160","50930","46710"
"In post","2021","Department for Transport (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Undeclared","Unknown","90","90","48920","44030"
"In post","2021","Department for Transport (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Unknown","Undeclared","710","690","42650","36160"
"In post","2021","Department for Transport (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Declared disabled","11020","9670","27190","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Declared non-disabled","45150","41000","28090","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Undeclared","2190","2030","27340","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Unknown","380","350","28160","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","LGBO","Declared disabled","1090","1030","27590","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","LGBO","Declared non-disabled","2350","2260","27990","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","LGBO","Undeclared","180","170","27390","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Declared disabled","1600","1390","26520","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Declared non-disabled","4690","4150","27130","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Undeclared","860","810","27740","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","Declared disabled","1510","1270","26150","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","Declared non-disabled","16320","13870","26930","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","800","720","27100","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","2750","2640","28840","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Declared disabled","90","80","46440","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Declared non-disabled","720","690","50130","50890"
"In post","2021","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Unknown","570","550","45790","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","LGBO","Declared non-disabled","50","50","48670","47760"
"In post","2021","Department of Health and Social Care (excl. agencies)","LGBO","Unknown","80","80","43000","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Undeclared","Declared non-disabled","50","50","48030","47760"
"In post","2021","Department of Health and Social Care (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Unknown","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","1850","1820","45690","40650"
"In post","2021","Disclosure Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Heterosexual / straight","Declared non-disabled","110","100","28280","22230"
"In post","2021","Disclosure Scotland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Heterosexual / straight","Unknown","50","50","33020","29190"
"In post","2021","Disclosure Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Unknown","Unknown","90","80","25370","22230"
"In post","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Declared disabled","380","320","24830","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Declared non-disabled","3210","2910","27120","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Undeclared","200","180","27080","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","LGBO","Declared non-disabled","120","110","24900","21590"
"In post","2021","Driver and Vehicle Licensing Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Undeclared","Declared disabled","240","190","22960","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Undeclared","Declared non-disabled","1050","860","24950","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Undeclared","Undeclared","250","220","27400","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Unknown","Declared non-disabled","50","40","26600","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Unknown","Unknown","620","560","24600","21590"
"In post","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Declared disabled","300","270","29590","26780"
"In post","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Declared non-disabled","2360","2250","30390","27680"
"In post","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Undeclared","100","90","29410","26780"
"In post","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","LGBO","Declared non-disabled","100","100","30410","27680"
"In post","2021","Driver and Vehicle Standards Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Undeclared","Declared disabled","110","100","29140","26780"
