"Status","Year","Responsibility_level","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","Male","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","AA/AO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Male","Knowledge and Information Management","140","130","22350","21380"
"In post","2022","AA/AO","Male","Legal","110","110","22660","22080"
"In post","2022","AA/AO","Male","Medicine","40","30","[c]","[c]"
"In post","2022","AA/AO","Male","Operational Delivery","42900","40750","23930","21840"
"In post","2022","AA/AO","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Male","Other","4100","3990","21190","21170"
"In post","2022","AA/AO","Male","Planning","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Male","Policy","240","230","23970","24370"
"In post","2022","AA/AO","Male","Project Delivery","140","130","22060","21260"
"In post","2022","AA/AO","Male","Property","540","520","19730","19010"
"In post","2022","AA/AO","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Male","Science and Engineering","780","770","21700","22200"
"In post","2022","AA/AO","Male","Security","4730","4640","27330","23540"
"In post","2022","AA/AO","Male","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Male","Statistics","30","30","[c]","[c]"
"In post","2022","AA/AO","Male","Tax","1580","1520","21340","21250"
"In post","2022","AA/AO","Male","Unknown","2350","2280","23400","22140"
"In post","2022","AA/AO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Female","Commercial","560","520","26440","26350"
"In post","2022","EO","Female","Communications","350","330","27670","27270"
"In post","2022","EO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Female","Counter Fraud","2190","1920","28110","27570"
"In post","2022","EO","Female","Digital, Data and Technology","1200","1120","27490","27130"
"In post","2022","EO","Female","Economics","80","80","26990","27270"
"In post","2022","EO","Female","Finance","1520","1420","26950","26670"
"In post","2022","EO","Female","Geography","60","60","27500","26740"
"In post","2022","EO","Female","Human Resources","1250","1150","27260","26880"
"In post","2022","EO","Female","Intelligence Analysis","820","750","27480","27370"
"In post","2022","EO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Female","International Trade","60","60","27100","26510"
"In post","2022","EO","Female","Knowledge and Information Management","350","320","27760","27570"
"In post","2022","EO","Female","Legal","980","920","28330","27130"
"In post","2022","EO","Female","Medicine","220","190","32150","31530"
"In post","2022","EO","Female","Operational Delivery","50070","44560","27860","27570"
"In post","2022","EO","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Female","Other","4840","4460","27350","27570"
"In post","2022","EO","Female","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Female","Policy","1700","1630","28080","27850"
"In post","2022","EO","Female","Project Delivery","880","810","27060","26820"
"In post","2022","EO","Female","Property","760","690","27330","26880"
"In post","2022","EO","Female","Psychology","350","340","27140","26850"
"In post","2022","EO","Female","Science and Engineering","660","630","26150","26370"
"In post","2022","EO","Female","Security","350","330","29490","27570"
"In post","2022","EO","Female","Social Research","40","40","[c]","[c]"
"In post","2022","EO","Female","Statistics","100","90","28150","28310"
"In post","2022","EO","Female","Tax","2400","2200","27450","26820"
"In post","2022","EO","Female","Unknown","3040","2900","27930","27230"
"In post","2022","EO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Male","Commercial","340","340","26520","26520"
"In post","2022","EO","Male","Communications","250","250","27830","27350"
"In post","2022","EO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Male","Counter Fraud","1430","1320","28220","27570"
"In post","2022","EO","Male","Digital, Data and Technology","2270","2210","27880","27570"
"In post","2022","EO","Male","Economics","70","70","27030","27340"
"In post","2022","EO","Male","Finance","850","840","26920","26670"
"In post","2022","EO","Male","Geography","90","90","27560","26740"
"In post","2022","EO","Male","Human Resources","480","470","27720","27380"
"In post","2022","EO","Male","Intelligence Analysis","770","740","27940","27370"
"In post","2022","EO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Male","International Trade","50","50","27730","26820"
"In post","2022","EO","Male","Knowledge and Information Management","230","230","27670","27570"
"In post","2022","EO","Male","Legal","880","860","28360","26820"
"In post","2022","EO","Male","Medicine","90","90","31110","31530"
"In post","2022","EO","Male","Operational Delivery","35170","33710","28540","27570"
"In post","2022","EO","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Male","Other","3910","3830","27070","27570"
"In post","2022","EO","Male","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Male","Policy","1060","1040","28160","27960"
"In post","2022","EO","Male","Project Delivery","530","520","26700","26670"
"In post","2022","EO","Male","Property","780","760","27250","26880"
"In post","2022","EO","Male","Psychology","70","60","26840","26850"
"In post","2022","EO","Male","Science and Engineering","1320","1290","26140","26370"
"In post","2022","EO","Male","Security","700","690","35800","33520"
"In post","2022","EO","Male","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Male","Statistics","150","150","27980","27850"
"In post","2022","EO","Male","Tax","2410","2340","27340","26820"
"In post","2022","EO","Male","Unknown","2400","2370","28340","27500"
"In post","2022","EO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Female","Commercial","590","570","56840","54110"
"In post","2022","G6/G7","Female","Communications","660","630","58280","56710"
"In post","2022","G6/G7","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Female","Counter Fraud","60","50","58240","54760"
"In post","2022","G6/G7","Female","Digital, Data and Technology","1920","1860","57000","55210"
"In post","2022","G6/G7","Female","Economics","330","310","59660","57620"
"In post","2022","G6/G7","Female","Finance","1350","1300","58130","56570"
"In post","2022","G6/G7","Female","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Female","Human Resources","1460","1400","57770","55940"
"In post","2022","G6/G7","Female","Inspector of Education and Training","330","320","74790","75500"
"In post","2022","G6/G7","Female","Intelligence Analysis","90","80","58840","58230"
"In post","2022","G6/G7","Female","Internal Audit","100","90","58410","55230"
"In post","2022","G6/G7","Female","International Trade","300","300","55900","52190"
"In post","2022","G6/G7","Female","Knowledge and Information Management","160","150","56770","54540"
"In post","2022","G6/G7","Female","Legal","3910","3530","58850","57370"
"In post","2022","G6/G7","Female","Medicine","470","400","72280","74960"
"In post","2022","G6/G7","Female","Operational Delivery","4170","4030","57530","55130"
"In post","2022","G6/G7","Female","Operational Research","170","150","56030","56350"
"In post","2022","G6/G7","Female","Other","940","890","59040","57320"
"In post","2022","G6/G7","Female","Planning","30","30","[c]","[c]"
"In post","2022","G6/G7","Female","Planning Inspectors","130","110","56130","58810"
"In post","2022","G6/G7","Female","Policy","6770","6460","57800","55620"
"In post","2022","G6/G7","Female","Project Delivery","2120","2050","57090","55210"
"In post","2022","G6/G7","Female","Property","510","500","57120","55210"
"In post","2022","G6/G7","Female","Psychology","90","90","65240","65520"
"In post","2022","G6/G7","Female","Science and Engineering","980","910","55860","53620"
"In post","2022","G6/G7","Female","Security","160","160","58320","56860"
"In post","2022","G6/G7","Female","Social Research","240","230","57390","57290"
"In post","2022","G6/G7","Female","Statistics","380","350","57590","56500"
"In post","2022","G6/G7","Female","Tax","1170","1110","58980","55210"
"In post","2022","G6/G7","Female","Unknown","4250","4080","61140","61190"
"In post","2022","G6/G7","Female","Veterinarian","70","60","54600","54280"
"In post","2022","G6/G7","Male","Commercial","640","630","59030","56240"
"In post","2022","G6/G7","Male","Communications","430","420","59100","57460"
"In post","2022","G6/G7","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Male","Counter Fraud","110","110","60670","59290"
"In post","2022","G6/G7","Male","Digital, Data and Technology","3680","3650","59390","57500"
"In post","2022","G6/G7","Male","Economics","580","570","60130","57950"
"In post","2022","G6/G7","Male","Finance","1380","1370","59680","58010"
"In post","2022","G6/G7","Male","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Male","Human Resources","640","630","58700","57460"
"In post","2022","G6/G7","Male","Inspector of Education and Training","210","210","76300","75500"
"In post","2022","G6/G7","Male","Intelligence Analysis","150","140","60150","58470"
"In post","2022","G6/G7","Male","Internal Audit","110","110","58760","59020"
"In post","2022","G6/G7","Male","International Trade","370","370","56440","54420"
"In post","2022","G6/G7","Male","Knowledge and Information Management","160","160","58660","57400"
"In post","2022","G6/G7","Male","Legal","2350","2270","60390","59730"
"In post","2022","G6/G7","Male","Medicine","280","250","76270","78190"
"In post","2022","G6/G7","Male","Operational Delivery","3870","3810","59950","57460"
"In post","2022","G6/G7","Male","Operational Research","330","320","55440","55210"
"In post","2022","G6/G7","Male","Other","1140","1120","60990","57460"
"In post","2022","G6/G7","Male","Planning","40","40","[c]","[c]"
"In post","2022","G6/G7","Male","Planning Inspectors","230","210","57400","58810"
"In post","2022","G6/G7","Male","Policy","6340","6250","58600","57430"
"In post","2022","G6/G7","Male","Project Delivery","2620","2570","58080","55260"
"In post","2022","G6/G7","Male","Property","1000","980","59080","58090"
"In post","2022","G6/G7","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Male","Science and Engineering","2160","2080","56040","55660"
"In post","2022","G6/G7","Male","Security","350","350","59570","58430"
"In post","2022","G6/G7","Male","Social Research","120","120","57970","57190"
"In post","2022","G6/G7","Male","Statistics","390","390","58790","59220"
"In post","2022","G6/G7","Male","Tax","1840","1770","59750","55210"
"In post","2022","G6/G7","Male","Unknown","3850","3810","62330","62120"
"In post","2022","G6/G7","Male","Veterinarian","70","70","55710","54510"
"In post","2022","G6/G7","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Commercial","50","40","[c]","[c]"
"In post","2022","SCS","Female","Communications","60","60","87050","81850"
"In post","2022","SCS","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Digital, Data and Technology","90","90","88130","81550"
"In post","2022","SCS","Female","Economics","40","30","[c]","[c]"
"In post","2022","SCS","Female","Finance","140","140","86470","80650"
"In post","2022","SCS","Female","Geography","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Human Resources","150","150","86650","79720"
"In post","2022","SCS","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","International Trade","50","50","82110","75300"
"In post","2022","SCS","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Legal","220","210","86570","82500"
"In post","2022","SCS","Female","Medicine","200","170","103330","100750"
"In post","2022","SCS","Female","Operational Delivery","410","400","89070","80950"
"In post","2022","SCS","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Other","160","150","90920","83780"
"In post","2022","SCS","Female","Planning","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Policy","940","890","83860","76990"
"In post","2022","SCS","Female","Project Delivery","170","160","86680","79990"
"In post","2022","SCS","Female","Property","30","30","[c]","[c]"
"In post","2022","SCS","Female","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Female","Tax","40","40","[c]","[c]"
"In post","2022","SCS","Female","Unknown","540","520","92280","83230"
"In post","2022","SCS","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Commercial","60","60","87180","81040"
"In post","2022","SCS","Male","Communications","50","50","90930","85000"
"In post","2022","SCS","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Male","Digital, Data and Technology","200","190","93760","90000"
"In post","2022","SCS","Male","Economics","50","50","96340","82890"
"In post","2022","SCS","Male","Finance","200","190","89640","82160"
