"Status","Year","Ethnicity","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Unknown","Security","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","200","190","39090","33300"
"In post","2021","Unknown","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Legal","50","50","[c]","[c]"
"In post","2021","Unknown","Declared disabled","No function","600","530","30640","28200"
"In post","2021","Unknown","Declared disabled","Project Delivery","70","60","38390","33840"
"In post","2021","Unknown","Declared disabled","Property","50","40","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Unknown","280","250","29950","27570"
"In post","2021","Unknown","Declared non-disabled","Analysis","90","80","40830","37400"
"In post","2021","Unknown","Declared non-disabled","Commercial","130","130","54640","39650"
"In post","2021","Unknown","Declared non-disabled","Communications","120","120","34700","31040"
"In post","2021","Unknown","Declared non-disabled","Counter Fraud","150","140","38010","36060"
"In post","2021","Unknown","Declared non-disabled","Debt","60","50","24490","24670"
"In post","2021","Unknown","Declared non-disabled","Digital, Data & Technology","330","320","40110","39650"
"In post","2021","Unknown","Declared non-disabled","Finance","110","100","35580","32870"
"In post","2021","Unknown","Declared non-disabled","Grants Management","670","630","24140","21050"
"In post","2021","Unknown","Declared non-disabled","Human Resources","110","100","39490","34770"
"In post","2021","Unknown","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Legal","420","390","44690","42620"
"In post","2021","Unknown","Declared non-disabled","No function","3220","2940","33540","30400"
"In post","2021","Unknown","Declared non-disabled","Project Delivery","470","460","40570","37860"
"In post","2021","Unknown","Declared non-disabled","Property","290","260","33850","29710"
"In post","2021","Unknown","Declared non-disabled","Security","120","120","32290","28890"
"In post","2021","Unknown","Declared non-disabled","Unknown","3310","2950","27930","27570"
"In post","2021","Unknown","Undeclared","Analysis","80","80","42620","42470"
"In post","2021","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Communications","50","50","47490","43360"
"In post","2021","Unknown","Undeclared","Counter Fraud","40","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Digital, Data & Technology","50","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Finance","40","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Human Resources","50","50","[c]","[c]"
"In post","2021","Unknown","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","No function","1320","1230","34250","31650"
"In post","2021","Unknown","Undeclared","Project Delivery","110","110","42360","38640"
"In post","2021","Unknown","Undeclared","Property","100","90","34180","30770"
"In post","2021","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","130","120","29850","27570"
"In post","2021","Unknown","Unknown","Analysis","780","760","40570","36160"
"In post","2021","Unknown","Unknown","Commercial","1450","1420","59950","54700"
"In post","2021","Unknown","Unknown","Communications","1990","1940","32590","25560"
"In post","2021","Unknown","Unknown","Counter Fraud","1460","1400","31400","29570"
"In post","2021","Unknown","Unknown","Debt","1460","1380","21320","20140"
"In post","2021","Unknown","Unknown","Digital, Data & Technology","2080","2050","40520","36780"
"In post","2021","Unknown","Unknown","Finance","1040","980","35670","32010"
"In post","2021","Unknown","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Human Resources","790","750","34220","31590"
"In post","2021","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Legal","2690","2470","35090","29350"
"In post","2021","Unknown","Unknown","No function","26050","24760","29520","25850"
"In post","2021","Unknown","Unknown","Project Delivery","2160","2100","42000","38630"
"In post","2021","Unknown","Unknown","Property","1070","1020","29700","25860"
"In post","2021","Unknown","Unknown","Security","1120","1090","30290","26750"
"In post","2021","Unknown","Unknown","Unknown","10040","9740","34180","29190"
"In post","2021","White","Declared disabled","Analysis","490","470","40870","37320"
"In post","2021","White","Declared disabled","Commercial","460","450","38670","35900"
"In post","2021","White","Declared disabled","Communications","460","430","32320","28650"
"In post","2021","White","Declared disabled","Counter Fraud","660","600","33130","31810"
"In post","2021","White","Declared disabled","Debt","310","260","22830","21440"
"In post","2021","White","Declared disabled","Digital, Data & Technology","890","850","39030","35900"
"In post","2021","White","Declared disabled","Finance","670","620","37740","33140"
"In post","2021","White","Declared disabled","Grants Management","130","120","25520","21050"
"In post","2021","White","Declared disabled","Human Resources","1020","960","38430","33300"
"In post","2021","White","Declared disabled","Internal Audit","70","70","44640","40230"
"In post","2021","White","Declared disabled","Legal","940","860","44230","42520"
"In post","2021","White","Declared disabled","No function","14230","13080","31060","27490"
"In post","2021","White","Declared disabled","Project Delivery","2200","2110","39170","36260"
"In post","2021","White","Declared disabled","Property","590","550","34220","32130"
"In post","2021","White","Declared disabled","Security","540","520","31690","28650"
"In post","2021","White","Declared disabled","Unknown","17410","15530","28540","27570"
"In post","2021","White","Declared non-disabled","Analysis","3700","3540","44740","39850"
"In post","2021","White","Declared non-disabled","Commercial","3300","3190","43240","38630"
"In post","2021","White","Declared non-disabled","Communications","3800","3650","36160","31810"
"In post","2021","White","Declared non-disabled","Counter Fraud","4880","4590","34640","31810"
"In post","2021","White","Declared non-disabled","Debt","1780","1590","24250","21440"
"In post","2021","White","Declared non-disabled","Digital, Data & Technology","6750","6520","42500","38650"
"In post","2021","White","Declared non-disabled","Finance","5010","4730","40250","36160"
"In post","2021","White","Declared non-disabled","Grants Management","920","820","26290","25100"
"In post","2021","White","Declared non-disabled","Human Resources","5390","5100","38350","33300"
"In post","2021","White","Declared non-disabled","Internal Audit","440","420","46770","43990"
"In post","2021","White","Declared non-disabled","Legal","6840","6290","48010","50500"
"In post","2021","White","Declared non-disabled","No function","92960","86510","33740","29750"
"In post","2021","White","Declared non-disabled","Project Delivery","16850","16280","41530","38630"
"In post","2021","White","Declared non-disabled","Property","5410","5170","35500","33250"
"In post","2021","White","Declared non-disabled","Security","4730","4620","31330","26750"
"In post","2021","White","Declared non-disabled","Unknown","95680","87520","30780","27570"
"In post","2021","White","Undeclared","Analysis","160","160","43190","40480"
"In post","2021","White","Undeclared","Commercial","240","230","43610","39790"
"In post","2021","White","Undeclared","Communications","180","170","34760","28150"
"In post","2021","White","Undeclared","Counter Fraud","230","210","34860","31810"
"In post","2021","White","Undeclared","Debt","100","90","23710","21440"
"In post","2021","White","Undeclared","Digital, Data & Technology","340","330","40200","38210"
"In post","2021","White","Undeclared","Finance","250","230","38720","34400"
"In post","2021","White","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","White","Undeclared","Human Resources","290","270","37050","33290"
"In post","2021","White","Undeclared","Internal Audit","30","30","[c]","[c]"
"In post","2021","White","Undeclared","Legal","180","170","50620","50940"
"In post","2021","White","Undeclared","No function","8720","7980","31710","31650"
"In post","2021","White","Undeclared","Project Delivery","910","870","38160","34300"
"In post","2021","White","Undeclared","Property","270","260","35010","33300"
"In post","2021","White","Undeclared","Security","430","420","34200","33520"
"In post","2021","White","Undeclared","Unknown","4370","4070","28870","27570"
"In post","2021","White","Unknown","Analysis","740","710","40410","36090"
"In post","2021","White","Unknown","Commercial","490","470","39960","36300"
"In post","2021","White","Unknown","Communications","450","430","36340","32100"
"In post","2021","White","Unknown","Counter Fraud","540","490","32210","31810"
"In post","2021","White","Unknown","Debt","220","190","25340","21440"
"In post","2021","White","Unknown","Digital, Data & Technology","930","910","40670","38180"
"In post","2021","White","Unknown","Finance","540","500","38290","33300"
"In post","2021","White","Unknown","Human Resources","620","580","34090","29540"
"In post","2021","White","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Legal","1020","960","39380","38000"
"In post","2021","White","Unknown","No function","11090","10260","34520","31810"
"In post","2021","White","Unknown","Project Delivery","1650","1570","41480","38630"
"In post","2021","White","Unknown","Property","470","450","30650","28870"
"In post","2021","White","Unknown","Security","860","840","31190","30890"
"In post","2021","White","Unknown","Unknown","4600","4380","37270","32670"
"In post","2022","Asian","Declared disabled","Analysis","40","40","[c]","[c]"
"In post","2022","Asian","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Declared disabled","Communications","40","30","[c]","[c]"
"In post","2022","Asian","Declared disabled","Counter Fraud","130","120","30530","27570"
"In post","2022","Asian","Declared disabled","Debt","70","60","24100","22030"
"In post","2022","Asian","Declared disabled","Digital, Data & Technology","90","90","38880","35010"
"In post","2022","Asian","Declared disabled","Finance","80","70","39140","36500"
"In post","2022","Asian","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Declared disabled","Human Resources","90","90","37950","34550"
"In post","2022","Asian","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Declared disabled","Legal","110","100","41200","34480"
"In post","2022","Asian","Declared disabled","No function","1830","1670","30210","27570"
"In post","2022","Asian","Declared disabled","Project Delivery","110","100","40920","37930"
"In post","2022","Asian","Declared disabled","Property","40","40","[c]","[c]"
"In post","2022","Asian","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Declared disabled","Unknown","450","410","33310","29080"
"In post","2022","Asian","Declared non-disabled","Analysis","470","460","42940","39150"
"In post","2022","Asian","Declared non-disabled","Commercial","220","210","43230","39020"
"In post","2022","Asian","Declared non-disabled","Communications","560","550","32060","26820"
"In post","2022","Asian","Declared non-disabled","Counter Fraud","1070","1000","30940","28920"
"In post","2022","Asian","Declared non-disabled","Debt","610","530","23230","21260"
"In post","2022","Asian","Declared non-disabled","Digital, Data & Technology","1050","1030","42470","39660"
"In post","2022","Asian","Declared non-disabled","Finance","880","860","39140","36500"
"In post","2022","Asian","Declared non-disabled","Grants Management","30","30","[c]","[c]"
"In post","2022","Asian","Declared non-disabled","Human Resources","470","460","37170","33120"
"In post","2022","Asian","Declared non-disabled","Internal Audit","70","60","45800","43360"
"In post","2022","Asian","Declared non-disabled","Legal","870","820","44670","48080"
"In post","2022","Asian","Declared non-disabled","No function","14010","13030","31160","27570"
"In post","2022","Asian","Declared non-disabled","Project Delivery","980","940","41920","38600"
"In post","2022","Asian","Declared non-disabled","Property","360","340","35780","32280"
"In post","2022","Asian","Declared non-disabled","Security","230","220","33860","31660"
"In post","2022","Asian","Declared non-disabled","Unknown","4430","4140","32340","28990"
"In post","2022","Asian","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Undeclared","Counter Fraud","50","50","30880","28160"
"In post","2022","Asian","Undeclared","Debt","40","30","[c]","[c]"
"In post","2022","Asian","Undeclared","Digital, Data & Technology","50","40","[c]","[c]"
"In post","2022","Asian","Undeclared","Finance","50","50","38660","34350"
"In post","2022","Asian","Undeclared","Human Resources","30","30","[c]","[c]"
"In post","2022","Asian","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Undeclared","No function","810","750","31560","27570"
"In post","2022","Asian","Undeclared","Project Delivery","50","50","41430","37900"
"In post","2022","Asian","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Undeclared","Security","[c]","[c]","[c]","[c]"
