"Status","Year","Region_ITL1","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","Project Delivery","Other","180","170","60480","64680"
"In post","2021","London","Project Delivery","Policy","1400","1340","55320","56630"
"In post","2021","London","Project Delivery","Project Delivery","2600","2540","50910","45200"
"In post","2021","London","Project Delivery","Property","90","90","56830","64590"
"In post","2021","London","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","London","Project Delivery","Security","40","40","[c]","[c]"
"In post","2021","London","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","London","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","London","Project Delivery","Unknown","230","220","67150","59160"
"In post","2021","London","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","London","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","Property","Operational Delivery","190","180","41010","36400"
"In post","2021","London","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","London","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","London","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","London","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Property","Property","990","950","42830","37380"
"In post","2021","London","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","London","Property","Unknown","70","70","53610","54700"
"In post","2021","London","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","London","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","London","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","London","Security","Intelligence Analysis","150","140","46250","39240"
"In post","2021","London","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","London","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Security","Other","[c]","[c]","[c]","[c]"
"In post","2021","London","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Security","Security","740","730","39070","35340"
"In post","2021","London","Security","Unknown","180","170","44930","38580"
"In post","2021","London","Unknown","Commercial","60","60","42660","43180"
"In post","2021","London","Unknown","Communications","170","160","49560","44220"
"In post","2021","London","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","London","Unknown","Digital, Data and Technology","850","840","53120","48200"
"In post","2021","London","Unknown","Economics","160","160","45350","35120"
"In post","2021","London","Unknown","Finance","200","200","50830","45590"
"In post","2021","London","Unknown","Human Resources","390","370","45700","41970"
"In post","2021","London","Unknown","Intelligence Analysis","920","870","36740","35070"
"In post","2021","London","Unknown","Knowledge and Information Management","80","80","41730","38030"
"In post","2021","London","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","London","Unknown","Medicine","210","200","62290","67000"
"In post","2021","London","Unknown","Operational Delivery","6620","6100","32990","29080"
"In post","2021","London","Unknown","Operational Research","90","90","49620","43560"
"In post","2021","London","Unknown","Other","1990","1900","37520","32960"
"In post","2021","London","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","London","Unknown","Policy","2860","2790","51690","46140"
"In post","2021","London","Unknown","Project Delivery","830","820","49100","42550"
"In post","2021","London","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","London","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","London","Unknown","Science and Engineering","330","320","49710","42160"
"In post","2021","London","Unknown","Security","250","240","32560","28900"
"In post","2021","London","Unknown","Social Research","100","100","48630","43990"
"In post","2021","London","Unknown","Statistics","100","90","42440","40170"
"In post","2021","London","Unknown","Unknown","10700","10040","34490","31060"
"In post","2021","North East (England)","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","Commercial","70","70","45820","41100"
"In post","2021","North East (England)","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Communications","Communications","120","110","33590","31810"
"In post","2021","North East (England)","Communications","Operational Delivery","630","580","27500","25560"
"In post","2021","North East (England)","Communications","Tax","660","630","27220","25560"
"In post","2021","North East (England)","Communications","Unknown","140","130","29240","25560"
"In post","2021","North East (England)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Legal","150","150","29010","25560"
"In post","2021","North East (England)","Counter Fraud","Operational Delivery","180","170","28990","25560"
"In post","2021","North East (England)","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Tax","120","120","38350","31940"
"In post","2021","North East (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Debt","Operational Delivery","260","220","22950","21440"
"In post","2021","North East (England)","Debt","Tax","310","300","20470","20140"
"In post","2021","North East (England)","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data & Technology","Digital, Data and Technology","650","630","39240","38630"
"In post","2021","North East (England)","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data & Technology","Operational Delivery","60","50","32300","31810"
"In post","2021","North East (England)","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data & Technology","Unknown","60","60","39840","32000"
"In post","2021","North East (England)","Finance","Finance","310","300","40020","38630"
"In post","2021","North East (England)","Finance","Operational Delivery","100","90","27510","25560"
"In post","2021","North East (England)","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Grants Management","Operational Delivery","260","240","25390","21050"
"In post","2021","North East (England)","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Human Resources","Human Resources","120","110","36130","33250"
"In post","2021","North East (England)","Human Resources","Operational Delivery","120","110","24440","21440"
"In post","2021","North East (England)","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Human Resources","Unknown","350","320","27000","23850"
"In post","2021","North East (England)","Internal Audit","Internal Audit","50","40","[c]","[c]"
"In post","2021","North East (England)","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Legal","Legal","270","250","47750","48830"
"In post","2021","North East (England)","Legal","Operational Delivery","200","180","26090","23470"
"In post","2021","North East (England)","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","Commercial","40","40","[c]","[c]"
"In post","2021","North East (England)","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","Finance","50","50","34860","32650"
"In post","2021","North East (England)","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","North East (England)","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","Operational Delivery","10290","8980","25710","22350"
"In post","2021","North East (England)","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","Other","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","Policy","260","250","38790","36500"
"In post","2021","North East (England)","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","No function","Psychology","90","90","37800","38150"
"In post","2021","North East (England)","No function","Science and Engineering","50","40","[c]","[c]"
"In post","2021","North East (England)","No function","Tax","1010","950","31120","31810"
"In post","2021","North East (England)","No function","Unknown","450","420","23510","20140"
"In post","2021","North East (England)","No function","Veterinarian","[c]","[c]","[c]","[c]"
