"Status","Year","Region_ITL3","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bournemouth and Poole","Declared disabled","EO","60","50","27000","27570"
"In post","2021","Bournemouth and Poole","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Declared non-disabled","AA/AO","140","130","20360","20350"
"In post","2021","Bournemouth and Poole","Declared non-disabled","EO","250","220","27110","27570"
"In post","2021","Bournemouth and Poole","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Declared non-disabled","SEO/HEO","60","50","33920","32990"
"In post","2021","Bournemouth and Poole","Declared non-disabled","Unknown","70","60","29090","28200"
"In post","2021","Bournemouth and Poole","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Declared disabled","AA/AO","160","120","20540","21010"
"In post","2021","Bradford","Declared disabled","EO","110","90","26880","27570"
"In post","2021","Bradford","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Declared disabled","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Bradford","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Declared non-disabled","AA/AO","750","620","20480","20140"
"In post","2021","Bradford","Declared non-disabled","EO","690","620","26750","27570"
"In post","2021","Bradford","Declared non-disabled","G6/G7","130","120","54660","52580"
"In post","2021","Bradford","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Declared non-disabled","SEO/HEO","360","340","34110","31990"
"In post","2021","Bradford","Declared non-disabled","Unknown","90","80","29980","28200"
"In post","2021","Bradford","Undeclared","AA/AO","70","60","20660","21010"
"In post","2021","Bradford","Undeclared","EO","40","30","[c]","[c]"
"In post","2021","Bradford","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","AA/AO","360","320","20440","20140"
"In post","2021","Bradford","Unknown","EO","120","110","26160","25560"
"In post","2021","Bradford","Unknown","G6/G7","30","30","[c]","[c]"
"In post","2021","Bradford","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","SEO/HEO","90","90","34300","31870"
"In post","2021","Bradford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","AA/AO","230","210","24230","23240"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","EO","90","80","28730","27570"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","SEO/HEO","60","50","38890","37710"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Declared disabled","EO","30","30","[c]","[c]"
"In post","2021","Brent","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Declared non-disabled","AA/AO","120","100","23550","23500"
"In post","2021","Brent","Declared non-disabled","EO","200","190","30730","31060"
"In post","2021","Brent","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Declared non-disabled","SEO/HEO","60","50","41110","37610"
"In post","2021","Brent","Declared non-disabled","Unknown","50","50","32720","29720"
"In post","2021","Brent","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared disabled","AA/AO","40","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared disabled","EO","50","40","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared non-disabled","AA/AO","210","170","20520","21010"
"In post","2021","Bridgend and Neath Port Talbot","Declared non-disabled","EO","200","180","27500","27570"
"In post","2021","Bridgend and Neath Port Talbot","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared non-disabled","SEO/HEO","60","60","35540","34290"
"In post","2021","Bridgend and Neath Port Talbot","Declared non-disabled","Unknown","40","40","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","EO","40","40","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Declared disabled","EO","50","40","[c]","[c]"
"In post","2021","Brighton and Hove","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Declared non-disabled","AA/AO","100","90","20540","20650"
"In post","2021","Brighton and Hove","Declared non-disabled","EO","190","170","27690","27570"
"In post","2021","Brighton and Hove","Declared non-disabled","G6/G7","50","50","[c]","[c]"
"In post","2021","Brighton and Hove","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Declared non-disabled","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Brighton and Hove","Declared non-disabled","Unknown","70","60","29820","28200"
"In post","2021","Brighton and Hove","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Declared disabled","AA/AO","180","170","21170","21010"
"In post","2021","Bristol, City of","Declared disabled","EO","160","140","27100","27570"
"In post","2021","Bristol, City of","Declared disabled","G6/G7","90","90","56220","53150"
"In post","2021","Bristol, City of","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Declared disabled","SEO/HEO","190","180","35690","35900"
"In post","2021","Bristol, City of","Declared disabled","Unknown","30","30","[c]","[c]"
"In post","2021","Bristol, City of","Declared non-disabled","AA/AO","820","750","21630","21050"
"In post","2021","Bristol, City of","Declared non-disabled","EO","980","900","26680","27530"
"In post","2021","Bristol, City of","Declared non-disabled","G6/G7","1050","990","56840","54940"
"In post","2021","Bristol, City of","Declared non-disabled","SCS","60","60","90040","82300"
"In post","2021","Bristol, City of","Declared non-disabled","SEO/HEO","1470","1380","35480","34290"
"In post","2021","Bristol, City of","Declared non-disabled","Unknown","120","110","29410","28200"
"In post","2021","Bristol, City of","Undeclared","AA/AO","70","60","22140","21010"
"In post","2021","Bristol, City of","Undeclared","EO","80","80","26880","27570"
"In post","2021","Bristol, City of","Undeclared","G6/G7","60","60","56880","52600"
"In post","2021","Bristol, City of","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Undeclared","SEO/HEO","110","100","35120","33530"
"In post","2021","Bristol, City of","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Unknown","AA/AO","260","240","21250","21160"
"In post","2021","Bristol, City of","Unknown","EO","200","190","26060","25560"
"In post","2021","Bristol, City of","Unknown","G6/G7","220","210","55530","52580"
"In post","2021","Bristol, City of","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Unknown","SEO/HEO","400","380","35030","34140"
"In post","2021","Bristol, City of","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Declared disabled","EO","40","40","[c]","[c]"
"In post","2021","Bromley","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Declared non-disabled","AA/AO","120","100","22410","22450"
"In post","2021","Bromley","Declared non-disabled","EO","180","160","31000","31060"
"In post","2021","Bromley","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Declared non-disabled","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Bromley","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Declared disabled","AA/AO","70","60","24790","23130"
"In post","2021","Buckinghamshire CC","Declared disabled","EO","60","60","28600","27570"
"In post","2021","Buckinghamshire CC","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Declared disabled","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Declared non-disabled","AA/AO","380","360","24950","23050"
"In post","2021","Buckinghamshire CC","Declared non-disabled","EO","340","320","28670","28350"
"In post","2021","Buckinghamshire CC","Declared non-disabled","G6/G7","50","50","[c]","[c]"
"In post","2021","Buckinghamshire CC","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Declared non-disabled","SEO/HEO","320","310","39120","37840"
"In post","2021","Buckinghamshire CC","Declared non-disabled","Unknown","60","60","30510","32160"
"In post","2021","Buckinghamshire CC","Undeclared","AA/AO","70","60","28570","30400"
"In post","2021","Buckinghamshire CC","Undeclared","EO","50","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Undeclared","SEO/HEO","50","50","39450","38160"
"In post","2021","Buckinghamshire CC","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","AA/AO","60","50","24240","22850"
"In post","2021","Buckinghamshire CC","Unknown","EO","50","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
