"Status","Year","Parent_department","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Charity Commission","No function","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Unknown","60","60","31500","29160"
"In post","2021","Charity Commission","Unknown","White","180","170","32630","29160"
"In post","2021","Competition and Markets Authority","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","White","100","100","60050","56360"
"In post","2021","Competition and Markets Authority","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","White","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","White","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","White","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","White","120","110","70820","72430"
"In post","2021","Competition and Markets Authority","Project Delivery","Asian","50","50","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","White","250","240","63720","59290"
"In post","2021","Competition and Markets Authority","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","White","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","White","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Unknown","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","White","210","210","44940","37870"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","White","200","190","43160","40860"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Unknown","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","White","160","150","43670","39820"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Unknown","90","90","38170","38510"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","White","160","160","39800","39490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Asian","50","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Undeclared","110","100","42060","39710"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Unknown","250","240","39200","39650"
