"Status","Year","Sexual_orientation","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Unknown","50","50","36420","33710"
"Leaver Dept.","2022","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Unknown","60","60","42280","38550"
"Leaver Dept.","2022","Unknown","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Unknown","100","100","41810","37940"
"Leaver Dept.","2022","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Unknown","60","60","36550","32000"
"Leaver Dept.","2022","Unknown","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Declared non-disabled","370","340","39300","31060"
"Leaver Dept.","2022","Unknown","No function","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Unknown","2460","2370","41120","33250"
"Leaver Dept.","2022","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Unknown","50","50","46860","42100"
"Leaver Dept.","2022","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared disabled","120","100","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared non-disabled","890","700","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","60","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","920","800","35690","31060"
"New entrant CS","2021","Heterosexual / straight","Analysis","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Analysis","Declared non-disabled","480","480","34530","32190"
"New entrant CS","2021","Heterosexual / straight","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Analysis","Unknown","170","160","32680","32540"
"New entrant CS","2021","Heterosexual / straight","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Commercial","Declared non-disabled","240","230","36790","34020"
"New entrant CS","2021","Heterosexual / straight","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Commercial","Unknown","80","80","34230","31780"
"New entrant CS","2021","Heterosexual / straight","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Communications","Declared non-disabled","410","400","31070","25560"
"New entrant CS","2021","Heterosexual / straight","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Communications","Unknown","60","60","34570","31030"
"New entrant CS","2021","Heterosexual / straight","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Counter Fraud","Declared non-disabled","70","70","31950","26140"
"New entrant CS","2021","Heterosexual / straight","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Debt","Declared non-disabled","210","200","20600","20140"
"New entrant CS","2021","Heterosexual / straight","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Digital, Data & Technology","Declared disabled","60","60","38620","37000"
"New entrant CS","2021","Heterosexual / straight","Digital, Data & Technology","Declared non-disabled","620","610","41160","38630"
"New entrant CS","2021","Heterosexual / straight","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Digital, Data & Technology","Unknown","230","220","39190","36500"
"New entrant CS","2021","Heterosexual / straight","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Finance","Declared non-disabled","340","330","36150","32560"
"New entrant CS","2021","Heterosexual / straight","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Finance","Unknown","80","80","35500","32790"
"New entrant CS","2021","Heterosexual / straight","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Human Resources","Declared disabled","60","60","33270","29260"
"New entrant CS","2021","Heterosexual / straight","Human Resources","Declared non-disabled","400","380","32660","28000"
"New entrant CS","2021","Heterosexual / straight","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Human Resources","Unknown","100","100","32850","28840"
"New entrant CS","2021","Heterosexual / straight","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Legal","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Legal","Declared non-disabled","330","320","40770","37230"
"New entrant CS","2021","Heterosexual / straight","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Legal","Unknown","530","510","34950","38000"
"New entrant CS","2021","Heterosexual / straight","No function","Declared disabled","810","780","27970","24830"
"New entrant CS","2021","Heterosexual / straight","No function","Declared non-disabled","8290","7960","28620","24620"
"New entrant CS","2021","Heterosexual / straight","No function","Undeclared","350","330","31970","28590"
"New entrant CS","2021","Heterosexual / straight","No function","Unknown","1590","1560","31130","28970"
"New entrant CS","2021","Heterosexual / straight","Project Delivery","Declared disabled","80","80","35580","33000"
"New entrant CS","2021","Heterosexual / straight","Project Delivery","Declared non-disabled","1020","1000","37220","33610"
"New entrant CS","2021","Heterosexual / straight","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Project Delivery","Unknown","140","130","37190","36030"
"New entrant CS","2021","Heterosexual / straight","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Property","Declared non-disabled","370","360","32060","30000"
"New entrant CS","2021","Heterosexual / straight","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Property","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Security","Declared non-disabled","380","370","26400","23540"
"New entrant CS","2021","Heterosexual / straight","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Security","Unknown","50","50","28580","25000"
"New entrant CS","2021","Heterosexual / straight","Unknown","Declared disabled","1720","1670","26890","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","Declared non-disabled","12910","12660","27190","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","Undeclared","480","470","26610","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","Unknown","630","610","33360","28650"
"New entrant CS","2021","LGBO","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Analysis","Declared non-disabled","50","50","31950","31810"
"New entrant CS","2021","LGBO","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Communications","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Digital, Data & Technology","Declared non-disabled","50","50","40490","36090"
"New entrant CS","2021","LGBO","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Human Resources","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","LGBO","No function","Declared disabled","230","230","26960","24920"
"New entrant CS","2021","LGBO","No function","Declared non-disabled","800","780","28100","24800"
"New entrant CS","2021","LGBO","No function","Undeclared","50","50","27610","28030"
"New entrant CS","2021","LGBO","No function","Unknown","170","160","29940","28500"
"New entrant CS","2021","LGBO","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Project Delivery","Declared non-disabled","70","60","34170","30850"
"New entrant CS","2021","LGBO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Declared disabled","370","360","26900","27570"
"New entrant CS","2021","LGBO","Unknown","Declared non-disabled","1080","1070","26620","27570"
"New entrant CS","2021","LGBO","Unknown","Undeclared","80","80","26220","27570"
"New entrant CS","2021","LGBO","Unknown","Unknown","50","50","33700","30650"
"New entrant CS","2021","Undeclared","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Declared non-disabled","50","50","42840","38630"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Unknown","90","80","26270","20850"
"New entrant CS","2021","Undeclared","No function","Declared disabled","80","80","27390","25240"
"New entrant CS","2021","Undeclared","No function","Declared non-disabled","530","490","31180","27850"
"New entrant CS","2021","Undeclared","No function","Undeclared","270","240","35500","31370"
"New entrant CS","2021","Undeclared","No function","Unknown","130","130","33850","30190"
"New entrant CS","2021","Undeclared","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Declared disabled","150","150","28020","27570"
"New entrant CS","2021","Undeclared","Unknown","Declared non-disabled","600","590","27990","27570"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","160","160","27940","27570"
"New entrant CS","2021","Undeclared","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Unknown","300","300","35590","32540"
"New entrant CS","2021","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","350","340","63460","67500"
"New entrant CS","2021","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","660","650","29620","25560"
"New entrant CS","2021","Unknown","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Unknown","90","90","28650","25560"
"New entrant CS","2021","Unknown","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Unknown","670","650","20460","20140"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Declared non-disabled","80","80","33340","32060"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","670","660","39600","36030"
"New entrant CS","2021","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Unknown","220","210","33290","32790"
"New entrant CS","2021","Unknown","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","170","160","32280","28000"
"New entrant CS","2021","Unknown","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Unknown","280","270","34240","28570"
"New entrant CS","2021","Unknown","No function","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Declared non-disabled","150","150","32180","25900"
"New entrant CS","2021","Unknown","No function","Undeclared","110","110","40360","34710"
"New entrant CS","2021","Unknown","No function","Unknown","7580","7350","26030","22850"
"New entrant CS","2021","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Declared non-disabled","60","60","37550","35790"
"New entrant CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","350","350","32450","29180"
"New entrant CS","2021","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Declared non-disabled","50","50","26680","25140"
"New entrant CS","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","200","200","27990","24500"
"New entrant CS","2021","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","290","290","27710","24540"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","100","90","30130","28430"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","4630","4510","30760","27570"
"New entrant CS","2022","Heterosexual / straight","Analysis","Declared disabled","70","70","30710","30850"
"New entrant CS","2022","Heterosexual / straight","Analysis","Declared non-disabled","700","690","34330","30880"
"New entrant CS","2022","Heterosexual / straight","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Analysis","Unknown","130","120","34830","31800"
"New entrant CS","2022","Heterosexual / straight","Commercial","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Declared non-disabled","330","330","34950","33000"
"New entrant CS","2022","Heterosexual / straight","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Unknown","110","100","33680","30420"
"New entrant CS","2022","Heterosexual / straight","Communications","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Declared non-disabled","620","620","30830","26590"
"New entrant CS","2022","Heterosexual / straight","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Unknown","80","70","34760","32830"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Declared disabled","110","110","27150","26590"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Declared non-disabled","930","910","26940","26590"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Debt","Declared disabled","60","60","21560","21260"
"New entrant CS","2022","Heterosexual / straight","Debt","Declared non-disabled","540","520","21650","21250"
"New entrant CS","2022","Heterosexual / straight","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data & Technology","Declared disabled","130","130","36010","33080"
"New entrant CS","2022","Heterosexual / straight","Digital, Data & Technology","Declared non-disabled","1390","1380","38230","35580"
"New entrant CS","2022","Heterosexual / straight","Digital, Data & Technology","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data & Technology","Unknown","230","220","36940","32970"
"New entrant CS","2022","Heterosexual / straight","Finance","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Declared non-disabled","490","470","33650","31750"
"New entrant CS","2022","Heterosexual / straight","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Unknown","160","150","33570","29360"
"New entrant CS","2022","Heterosexual / straight","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
