"Status","Year","Profession_of_post","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Psychology","White","Female","980","930","35950","31180"
"In post","2021","Psychology","White","Male","140","140","36280","31180"
"In post","2021","Science and Engineering","Asian","Female","290","280","36080","33090"
"In post","2021","Science and Engineering","Asian","Male","280","270","37000","35890"
"In post","2021","Science and Engineering","Black","Female","160","150","35460","33180"
"In post","2021","Science and Engineering","Black","Male","120","120","38770","36510"
"In post","2021","Science and Engineering","Chinese","Female","30","30","[c]","[c]"
"In post","2021","Science and Engineering","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mixed","Female","80","80","34210","33330"
"In post","2021","Science and Engineering","Mixed","Male","120","120","39190","37320"
"In post","2021","Science and Engineering","Other ethnicity","Female","40","30","[c]","[c]"
"In post","2021","Science and Engineering","Other ethnicity","Male","60","60","42480","40900"
"In post","2021","Science and Engineering","Undeclared","Female","240","220","41550","38890"
"In post","2021","Science and Engineering","Undeclared","Male","850","830","41230","40260"
"In post","2021","Science and Engineering","Unknown","Female","230","220","36460","34930"
"In post","2021","Science and Engineering","Unknown","Male","770","750","35490","32450"
"In post","2021","Science and Engineering","White","Female","3400","3140","38590","37190"
"In post","2021","Science and Engineering","White","Male","7390","7200","39090","37320"
"In post","2021","Security","Asian","Female","90","80","34410","31390"
"In post","2021","Security","Asian","Male","200","200","29020","25540"
"In post","2021","Security","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Black","Male","90","90","29280","22650"
"In post","2021","Security","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","Male","60","60","32710","29890"
"In post","2021","Security","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Male","40","40","[c]","[c]"
"In post","2021","Security","Undeclared","Female","60","60","32470","30110"
"In post","2021","Security","Undeclared","Male","370","370","34890","39070"
"In post","2021","Security","Unknown","Female","190","180","32000","29370"
"In post","2021","Security","Unknown","Male","820","810","30920","27750"
"In post","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Female","1340","1290","31820","28650"
"In post","2021","Security","White","Male","4990","4900","31210","26750"
"In post","2021","Social Research","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","Female","70","70","38480","37020"
"In post","2021","Social Research","Unknown","Male","50","50","37210","36340"
"In post","2021","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","White","Female","650","610","43190","41760"
"In post","2021","Social Research","White","Male","270","260","43620","40150"
"In post","2021","Social Research","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Asian","Female","70","60","42120","38530"
"In post","2021","Statistics","Asian","Male","70","70","41690","40480"
"In post","2021","Statistics","Black","Female","30","30","[c]","[c]"
"In post","2021","Statistics","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Undeclared","Male","40","30","[c]","[c]"
"In post","2021","Statistics","Unknown","Female","100","100","37680","36030"
"In post","2021","Statistics","Unknown","Male","150","140","40500","36250"
"In post","2021","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","White","Female","690","650","43760","39850"
"In post","2021","Statistics","White","Male","760","740","44890","41280"
"In post","2021","Statistics","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Asian","Female","590","540","31770","31810"
"In post","2021","Tax","Asian","Male","800","770","33270","31810"
"In post","2021","Tax","Black","Female","240","230","31220","31810"
"In post","2021","Tax","Black","Male","190","190","33490","32050"
"In post","2021","Tax","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Mixed","Female","100","100","32220","31810"
"In post","2021","Tax","Mixed","Male","110","110","38720","31810"
"In post","2021","Tax","Other ethnicity","Female","30","30","[c]","[c]"
"In post","2021","Tax","Other ethnicity","Male","30","30","[c]","[c]"
"In post","2021","Tax","Undeclared","Female","270","240","36750","32460"
"In post","2021","Tax","Undeclared","Male","490","460","40360","36160"
"In post","2021","Tax","Unknown","Female","2290","2160","26140","25560"
"In post","2021","Tax","Unknown","Male","2640","2560","28100","25560"
"In post","2021","Tax","White","Female","4890","4460","34670","31810"
"In post","2021","Tax","White","Male","5080","4870","37280","31870"
"In post","2021","Unknown","Asian","Female","4970","4310","29010","27570"
"In post","2021","Unknown","Asian","Male","3500","3400","29550","27570"
"In post","2021","Unknown","Black","Female","3010","2810","29970","31060"
"In post","2021","Unknown","Black","Male","1350","1330","30650","29290"
"In post","2021","Unknown","Chinese","Female","130","110","30330","27570"
"In post","2021","Unknown","Chinese","Male","80","80","32910","29290"
"In post","2021","Unknown","Mixed","Female","1330","1220","30270","27570"
"In post","2021","Unknown","Mixed","Male","760","750","32770","27570"
"In post","2021","Unknown","Other ethnicity","Female","350","320","31410","29290"
"In post","2021","Unknown","Other ethnicity","Male","240","230","32520","27570"
"In post","2021","Unknown","Undeclared","Female","2650","2240","28020","27570"
"In post","2021","Unknown","Undeclared","Male","2350","2230","30970","27570"
"In post","2021","Unknown","Unknown","Female","7960","7380","33440","28000"
"In post","2021","Unknown","Unknown","Male","6490","6380","36680","29250"
"In post","2021","Unknown","White","Female","54450","47450","29470","27570"
"In post","2021","Unknown","White","Male","31030","29900","32300","27570"
"In post","2021","Veterinarian","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Unknown","Female","40","30","[c]","[c]"
"In post","2021","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","White","Female","200","190","44860","40960"
"In post","2021","Veterinarian","White","Male","150","140","47540","49240"
"In post","2022","Commercial","Asian","Female","170","160","37460","34710"
"In post","2022","Commercial","Asian","Male","130","130","40260","37220"
"In post","2022","Commercial","Black","Female","130","120","36880","35710"
"In post","2022","Commercial","Black","Male","70","70","38390","36650"
"In post","2022","Commercial","Mixed","Female","70","70","37430","36000"
"In post","2022","Commercial","Mixed","Male","40","40","[c]","[c]"
"In post","2022","Commercial","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Undeclared","Female","110","100","39270","37590"
"In post","2022","Commercial","Undeclared","Male","140","140","41410","38980"
"In post","2022","Commercial","Unknown","Female","370","350","38130","36500"
"In post","2022","Commercial","Unknown","Male","330","320","40390","37400"
"In post","2022","Commercial","White","Female","2540","2400","38720","36500"
"In post","2022","Commercial","White","Male","2070","2030","42020","38980"
"In post","2022","Communications","Asian","Female","120","120","39830","37790"
"In post","2022","Communications","Asian","Male","70","70","39800","37090"
"In post","2022","Communications","Black","Female","80","80","38230","35010"
"In post","2022","Communications","Black","Male","40","40","[c]","[c]"
"In post","2022","Communications","Mixed","Female","80","70","44670","41380"
"In post","2022","Communications","Mixed","Male","40","40","[c]","[c]"
"In post","2022","Communications","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Female","50","40","[c]","[c]"
"In post","2022","Communications","Undeclared","Male","60","60","42280","39980"
"In post","2022","Communications","Unknown","Female","430","410","42760","38620"
"In post","2022","Communications","Unknown","Male","300","300","44550","40520"
"In post","2022","Communications","White","Female","1730","1640","42460","39500"
"In post","2022","Communications","White","Male","1170","1150","42550","38680"
"In post","2022","Corporate Finance","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","White","Female","60","60","43270","38580"
"In post","2022","Corporate Finance","White","Male","40","40","[c]","[c]"
"In post","2022","Counter Fraud","Asian","Female","370","320","27330","27570"
"In post","2022","Counter Fraud","Asian","Male","250","240","29440","27570"
"In post","2022","Counter Fraud","Black","Female","210","190","29160","27570"
"In post","2022","Counter Fraud","Black","Male","100","100","29180","27570"
"In post","2022","Counter Fraud","Mixed","Female","60","50","27750","27570"
"In post","2022","Counter Fraud","Mixed","Male","50","40","[c]","[c]"
"In post","2022","Counter Fraud","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Female","180","160","28370","27570"
"In post","2022","Counter Fraud","Undeclared","Male","210","190","29350","27570"
"In post","2022","Counter Fraud","Unknown","Female","230","210","31280","27570"
"In post","2022","Counter Fraud","Unknown","Male","200","200","35270","31060"
"In post","2022","Counter Fraud","White","Female","2830","2470","28190","27570"
"In post","2022","Counter Fraud","White","Male","1850","1730","30300","27570"
"In post","2022","Digital, Data and Technology","Asian","Female","530","520","42610","39870"
