"Status","Year","Sexual_orientation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Security","270","270","37040","33680"
"In post","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Statistics","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Unknown","210","210","50060","43080"
"In post","2021","Heterosexual / straight","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Land Registry","Digital, Data and Technology","380","350","39360","38450"
"In post","2021","Heterosexual / straight","HM Land Registry","Finance","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Land Registry","Human Resources","70","60","43630","38550"
"In post","2021","Heterosexual / straight","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Land Registry","Legal","160","140","50870","57000"
"In post","2021","Heterosexual / straight","HM Land Registry","Operational Delivery","2750","2460","29000","27130"
"In post","2021","Heterosexual / straight","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Land Registry","Project Delivery","90","90","41370","38550"
"In post","2021","Heterosexual / straight","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Commercial","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Communications","160","150","45380","39380"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Digital, Data and Technology","1110","1050","40270","38630"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Economics","80","70","51010","52580"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Finance","990","880","35940","31810"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Human Resources","520","490","42260","38630"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Intelligence Analysis","120","120","38640","36160"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Internal Audit","60","50","43630","41350"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","International Trade","70","70","33160","31810"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Legal","2150","2050","33230","31810"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Operational Delivery","15200","13550","26730","25560"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Operational Research","90","90","44390","38630"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Other","290","260","43900","38630"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Policy","730","690","52390","52580"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Project Delivery","1710","1630","43290","38630"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Property","1310","1210","37320","33250"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Security","90","90","41300","38630"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Social Research","60","60","46160","41760"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Statistics","190","190","46370","41760"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Tax","9550","9000","35520","31810"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Unknown","2160","2080","32720","25560"
"In post","2021","Heterosexual / straight","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Communications","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Economics","130","130","43860","34320"
"In post","2021","Heterosexual / straight","HM Treasury","Finance","80","80","48920","49870"
"In post","2021","Heterosexual / straight","HM Treasury","Human Resources","80","70","45070","45550"
"In post","2021","Heterosexual / straight","HM Treasury","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Internal Audit","290","270","50170","48780"
"In post","2021","Heterosexual / straight","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Operational Delivery","120","110","31440","28000"
"In post","2021","Heterosexual / straight","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Policy","1050","1030","49810","52500"
"In post","2021","Heterosexual / straight","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Tax","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Unknown","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Home Office","Commercial","80","70","41010","42100"
"In post","2021","Heterosexual / straight","Home Office","Communications","140","140","49270","44220"
"In post","2021","Heterosexual / straight","Home Office","Counter Fraud","160","140","27010","25310"
"In post","2021","Heterosexual / straight","Home Office","Digital, Data and Technology","910","890","50030","45170"
"In post","2021","Heterosexual / straight","Home Office","Economics","70","70","49520","41950"
"In post","2021","Heterosexual / straight","Home Office","Finance","230","220","45820","41970"
"In post","2021","Heterosexual / straight","Home Office","Human Resources","460","440","43530","37460"
"In post","2021","Heterosexual / straight","Home Office","Intelligence Analysis","1090","1020","29680","27370"
"In post","2021","Heterosexual / straight","Home Office","Knowledge and Information Management","60","60","43130","40640"
"In post","2021","Heterosexual / straight","Home Office","Operational Delivery","20190","18450","27860","25580"
"In post","2021","Heterosexual / straight","Home Office","Operational Research","60","60","48700","43400"
"In post","2021","Heterosexual / straight","Home Office","Other","1350","1250","34710","30870"
"In post","2021","Heterosexual / straight","Home Office","Policy","1590","1550","50650","52050"
"In post","2021","Heterosexual / straight","Home Office","Project Delivery","1050","1020","45030","41950"
"In post","2021","Heterosexual / straight","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Home Office","Science and Engineering","100","90","45240","40090"
"In post","2021","Heterosexual / straight","Home Office","Security","300","290","30950","28670"
"In post","2021","Heterosexual / straight","Home Office","Social Research","80","80","48490","43990"
"In post","2021","Heterosexual / straight","Home Office","Statistics","70","60","43760","42280"
"In post","2021","Heterosexual / straight","Home Office","Unknown","210","210","[c]","[c]"
"In post","2021","Heterosexual / straight","Ministry of Defence","Commercial","1590","1530","38020","34800"
"In post","2021","Heterosexual / straight","Ministry of Defence","Communications","460","440","34760","33300"
"In post","2021","Heterosexual / straight","Ministry of Defence","Corporate Finance","50","50","40410","37830"
"In post","2021","Heterosexual / straight","Ministry of Defence","Digital, Data and Technology","1040","1010","36790","33300"
"In post","2021","Heterosexual / straight","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Ministry of Defence","Finance","1760","1700","38310","33300"
"In post","2021","Heterosexual / straight","Ministry of Defence","Human Resources","1600","1500","31940","26670"
"In post","2021","Heterosexual / straight","Ministry of Defence","Intelligence Analysis","630","610","37190","34000"
"In post","2021","Heterosexual / straight","Ministry of Defence","Internal Audit","110","110","38420","33810"
"In post","2021","Heterosexual / straight","Ministry of Defence","Knowledge and Information Management","700","690","33790","33000"
"In post","2021","Heterosexual / straight","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Ministry of Defence","Medicine","1190","1070","44700","37890"
"In post","2021","Heterosexual / straight","Ministry of Defence","Operational Delivery","1330","1260","32450","29200"
"In post","2021","Heterosexual / straight","Ministry of Defence","Operational Research","440","420","42920","46080"
"In post","2021","Heterosexual / straight","Ministry of Defence","Other","10940","10520","26610","22080"
"In post","2021","Heterosexual / straight","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Ministry of Defence","Policy","820","790","43770","40580"
"In post","2021","Heterosexual / straight","Ministry of Defence","Project Delivery","6250","6070","40030","37830"
