"Status","Year","Organisation","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Charity Commission","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","White","30","30","[c]","[c]"
"In post","2021","Charity Commission","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Grants Management","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Unknown","60","60","31500","29160"
"In post","2021","Charity Commission","Unknown","White","180","170","32630","29160"
"In post","2021","Companies House","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","White","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","White","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data & Technology","White","190","180","39500","38000"
"In post","2021","Companies House","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Finance","White","50","40","30190","27460"
"In post","2021","Companies House","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Human Resources","White","80","70","33310","27460"
"In post","2021","Companies House","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","White","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","Undeclared","50","40","[c]","[c]"
"In post","2021","Companies House","No function","Unknown","50","50","[c]","[c]"
"In post","2021","Companies House","No function","White","500","440","26090","22490"
"In post","2021","Companies House","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","White","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","White","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","White","100","100","60050","56360"
"In post","2021","Competition and Markets Authority","Commercial","Asian","[c]","[c]","[c]","[c]"
